DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
160106,160106,0.500000,UT,,,11:49:59 24-May-2016,,2,-25.4835,-48.4353,,,,,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,11:52:56 24-May-2016,,2,-25.4835,-48.4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,1.00a,,11:55:08 24-May-2016,,2,-25.4835,-48.4353,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,11:57:20 24-May-2016,,2,-25.4835,-48.4353,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,11:58:04 24-May-2016,,2,-25.4835,-48.4353,,,,,,,,,17.20,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,12:22:42 25-May-2016,,A,-25.5487,-48.4340,,,,,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,12:28:18 25-May-2016,12:27:06 25-May-2016,-71,A,-25.5487,-48.4340,CRC,,,,465,3.400,,,18.20,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
160106,160106,0.500000,UT,,,12:31:31 25-May-2016,,A,-25.5487,-48.4340,,,,,,,,,18.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,1.00a,,18:12:12 25-May-2016,,3,-25.5494,-48.4100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,18:14:24 25-May-2016,,3,-25.5494,-48.4100,,,,,524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,18:15:08 25-May-2016,,3,-25.5494,-48.4100,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,18:17:48 25-May-2016,18:16:36 25-May-2016,-71,3,-25.5494,-48.4100,CRC,,,,527,3.400,,,20.05,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
160106,160106,0.500000,UT,,,18:18:04 25-May-2016,,3,-25.5494,-48.4100,,,,,529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,,,18:18:48 25-May-2016,,3,-25.5494,-48.4100,,,,,,,,,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
160106,160106,0.500000,UT,1.00a,,18:19:32 25-May-2016,,3,-25.5494,-48.4100,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
