Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:49:59,-25.4835,-48.4353,485,334,579,192,120,,,41,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:52:56,-25.4835,-48.4353,485,334,579,192,120,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:55:08,-25.4835,-48.4353,485,334,579,192,120,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:56:36,-25.4835,-48.4353,485,334,579,192,120,,,26,17,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:57:20,-25.4835,-48.4353,485,334,579,192,120,,,34,137,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MA,2,3,24-May-2016,11:55:00,-25.4835,-48.4353,,401677253,-132,50,0,24-May-2016,11:58:04,-25.4835,-48.4353,485,334,579,192,120,,,72,120,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,MB,A,4,25-May-2016,12:27:06,-25.5487,-48.4340,,401650000,-133,,0,25-May-2016,12:22:42,-25.5487,-48.4340,529,7333,706566,76,102,,,40,203,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,23,MB,A,4,25-May-2016,12:27:06,-25.5487,-48.4340,,401650000,-133,,0,25-May-2016,12:27:06,-25.5487,-48.4340,529,7333,706566,76,102,,,68,112,90,11,232,156,209,112,172,177,196,148,20,3,163,16,1,255,255,200,192,0,0,,,,,,,,,
6056,160106,3,MB,A,4,25-May-2016,12:27:06,-25.5487,-48.4340,,401650000,-133,,0,25-May-2016,12:31:31,-25.5487,-48.4340,529,7333,706566,76,102,,,68,149,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,NP,3,5,25-May-2016,18:12:11,-25.5494,-48.4100,,401677248,-136,8,0,25-May-2016,18:12:12,-25.5445,-48.4478,484,173,875,34,81,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,NP,3,5,25-May-2016,18:12:11,-25.5494,-48.4100,,401677248,-136,8,0,25-May-2016,18:14:24,-25.5445,-48.4478,484,173,875,34,81,,,35,12,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,3,NP,3,5,25-May-2016,18:12:11,-25.5494,-48.4100,,401677248,-136,8,0,25-May-2016,18:15:08,-25.5445,-48.4478,484,173,875,34,81,,,69,176,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160106,23,NP,3,5,25-May-2016,18:12:11,-25.5494,-48.4100,,401677248,-136,8,0,25-May-2016,18:16:36,-25.5445,-48.4478,484,173,875,34,81,,,95,240,90,11,232,156,209,112,172,201,28,20,82,4,31,16,1,255,255,203,16,0,0,,,,,,,,,
6056,160106,3,NP,3,5,25-May-2016,18:12:11,-25.5494,-48.4100,,401677248,-136,8,0,25-May-2016,18:18:04,-25.5445,-48.4478,484,173,875,34,81,,,42,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
