DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Lorenzo,226069,,Mk10,,,00:49:34 18-Nov-2021,,A,47.6800,-122.1352,CRC,1,0,,98,3.312,1.200,0.120,4.60,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,00:50:33 18-Nov-2021,00:50:34 18-Nov-2021,1,A,47.6800,-122.1352,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:21:34 18-Nov-2021,,3,47.6767,-122.1346,CRC,1,0,,130,3.248,1.200,0.120,4.20,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:22:33 18-Nov-2021,01:22:34 18-Nov-2021,1,3,47.6767,-122.1346,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:23:34 18-Nov-2021,,3,47.6767,-122.1346,CRC,1,0,,132,3.248,1.200,0.120,4.20,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:24:33 18-Nov-2021,01:24:34 18-Nov-2021,1,3,47.6767,-122.1346,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:25:34 18-Nov-2021,,3,47.6767,-122.1346,CRC,1,0,,134,3.248,1.200,0.120,4.10,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:26:33 18-Nov-2021,01:26:34 18-Nov-2021,1,3,47.6767,-122.1346,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:27:34 18-Nov-2021,,3,47.6767,-122.1346,CRC,1,0,,136,3.248,1.200,0.120,4.10,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:28:33 18-Nov-2021,01:28:34 18-Nov-2021,1,3,47.6767,-122.1346,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:29:34 18-Nov-2021,,3,47.6767,-122.1346,CRC,1,0,,138,3.248,1.200,0.120,4.10,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:30:33 18-Nov-2021,01:30:34 18-Nov-2021,1,3,47.6765,-122.1340,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:31:34 18-Nov-2021,,3,47.6765,-122.1340,CRC,1,0,,140,3.248,1.200,0.120,4.10,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:32:33 18-Nov-2021,01:32:34 18-Nov-2021,1,3,47.6765,-122.1340,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:34:33 18-Nov-2021,01:34:34 18-Nov-2021,1,3,47.6765,-122.1340,CRC,1,0,,,,1.200,0.124,,-0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,01:35:34 18-Nov-2021,,3,47.6765,-122.1340,CRC,1,0,,144,3.248,1.200,0.120,4.20,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,01:36:33 18-Nov-2021,01:36:34 18-Nov-2021,1,3,47.6765,-122.1340,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:24:33 18-Nov-2021,02:24:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:25:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,194,3.184,1.200,0.120,3.20,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:26:33 18-Nov-2021,02:26:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:27:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,196,3.184,1.200,0.120,3.10,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:28:33 18-Nov-2021,02:28:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:29:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,198,3.184,1.200,0.120,3.10,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:30:33 18-Nov-2021,02:30:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:31:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,200,3.184,1.200,0.120,3.00,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:32:33 18-Nov-2021,02:32:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:33:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,202,3.184,1.200,0.120,3.00,1.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:34:33 18-Nov-2021,02:34:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.208,0.120,,1.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,,02:35:34 18-Nov-2021,,3,47.6774,-122.1324,CRC,1,0,,204,3.184,1.200,0.120,2.90,1.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,02:36:33 18-Nov-2021,02:36:34 18-Nov-2021,1,3,47.6774,-122.1324,CRC,1,0,,,,1.200,0.120,,0.5,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
Lorenzo,226069,,Mk10,,03:00:33 18-Nov-2021,03:00:34 18-Nov-2021,1,3,47.6780,-122.1347,CRC,1,0,,,,1.200,0.120,,0.0,-40.0,0,,,,,,,,,,,255,66,255,113,256,,,,,,,60,2,0,,,,
