DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Gustavo,205539,Mk10,Strong,10-Dec-2020,22:57:10,10-Dec-2020,22:57:12
Gustavo,205539,Mk10,Strong,04-Apr-2021,11:14:44,04-Apr-2021,11:14:46
