DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Gustavo,205539,,Mk10,,22:57:10 10-Dec-2020,22:57:12 10-Dec-2020,2,3,-3.8474,-32.4148,CRC,1,0,,,,0.976,0.168,,0.5,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,64,2,,,,,
Gustavo,205539,,Mk10,,11:53:10 14-Dec-2020,11:53:12 14-Dec-2020,2,1,-3.8581,-32.4990,CRC,1,0,,,,0.976,0.124,,1.0,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,82,5,,,,,
Gustavo,205539,,Mk10,,21:35:53 30-Dec-2020,21:35:55 30-Dec-2020,2,A,-3.8732,-32.4460,CRC,0,0,,,,0.976,0.100,,0.5,18.0,-1,,,,,,,,,,,255,19,255,80,16,,,,,,,128,38,,,,,
Gustavo,205539,,Mk10,,,20:29:03 01-Jan-2021,,2,-3.8723,-32.4338,CRC,0,0,,2045,3.312,0.960,0.180,27.70,0.5,20.0,-2,,,,,,,,,,,255,18,255,80,16,,,,,,,194,77,,,,,
Gustavo,205539,,Mk10,,,19:54:28 02-Jan-2021,,2,-3.8705,-32.4412,CRC,0,0,,2365,3.312,0.976,0.124,28.00,1.0,18.0,-2,,,,,,,,,,,165,18,255,80,16,,,,,,,236,108,,,,,
Gustavo,205539,,Mk10,,,08:58:55 03-Jan-2021,,A,-3.8839,-32.4043,CRC,0,0,,2493,3.312,0.976,0.156,27.50,1.0,10.0,-1,,,,,,,,,,,255,17,255,80,16,,,,,,,260,126,,,,,
Gustavo,205539,,Mk10,,10:28:49 03-Jan-2021,10:28:52 03-Jan-2021,3,B,-3.8818,-32.4218,CRC,0,0,,,,0.976,0.152,,0.5,10.0,-2,,,,,,,,,,,163,17,255,80,16,,,,,,,264,130,,,,,
Gustavo,205539,,Mk10,,10:04:26 04-Jan-2021,10:04:29 04-Jan-2021,3,3,-3.8765,-32.4483,CRC,0,0,,,,0.976,0.168,,1.0,14.0,-2,,,,,,,,,,,255,17,255,80,16,,,,,,,305,161,,,,,
Gustavo,205539,,Mk10,,22:58:42 05-Jan-2021,22:58:45 05-Jan-2021,3,A,-3.8721,-32.4389,CRC,0,0,,,,0.984,0.136,,1.0,18.0,-2,,,,,,,,,,,255,17,255,80,16,,,,,,,355,189,,,,,
Gustavo,205539,,Mk10,,,10:37:32 07-Jan-2021,,1,-3.8730,-32.4338,CRC,0,0,,3709,3.312,0.976,0.124,27.60,0.5,6.0,-2,,,,,,,,,,,252,17,255,80,16,,,,,,,416,233,,,,,
Gustavo,205539,,Mk10,,20:52:20 09-Jan-2021,20:52:22 09-Jan-2021,2,1,-3.8738,-32.4362,CRC,0,0,,,,0.976,0.188,,1.0,10.0,-2,,,,,,,,,,,208,17,255,76,16,,,,,,,501,283,,,,,
Gustavo,205539,,Mk10,,23:52:57 09-Jan-2021,23:53:00 09-Jan-2021,3,1,-3.8716,-32.4313,CRC,0,0,,,,0.976,0.144,,1.0,10.0,-2,,,,,,,,,,,158,17,255,76,16,,,,,,,504,283,,,,,
Gustavo,205539,,Mk10,,11:21:53 10-Jan-2021,11:21:56 10-Jan-2021,3,2,-3.8832,-32.4263,CRC,0,0,,,,0.992,0.148,,1.0,12.0,-2,,,,,,,,,,,255,17,255,76,16,,,,,,,533,310,,,,,
Gustavo,205539,,Mk10,,,12:40:24 10-Jan-2021,,2,-3.8710,-32.4224,CRC,0,0,,5053,3.312,0.976,0.184,27.40,1.0,12.0,-2,,,,,,,,,,,255,17,255,76,16,,,,,,,534,310,,,,,
Gustavo,205539,,Mk10,,,20:51:00 10-Jan-2021,,0,-3.8352,-32.3856,CRC,0,0,,5245,3.312,0.976,0.176,27.50,1.0,12.0,-2,,,,,,,,,,,255,17,255,76,16,,,,,,,541,310,,,,,
Gustavo,205539,,Mk10,,22:41:44 10-Jan-2021,22:41:46 10-Jan-2021,2,B,-3.8378,-32.4102,CRC,0,0,,,,0.976,0.116,,1.0,12.0,-2,,,,,,,,,,,246,17,255,76,16,,,,,,,543,311,,,,,
Gustavo,205539,,Mk10,,,12:25:49 11-Jan-2021,,3,-3.8280,-32.4042,CRC,0,0,,5757,3.376,0.976,0.112,27.50,1.0,22.0,-2,,,,,,,,,,,249,16,255,76,16,,,,,,,563,321,,,,,
