DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
142699,142699,,Transmission,Mk10,2,23:10:00 31-May-2017,00:14:00 01-Jun-2017,Message,10,,,,3830.000000,3850.000000,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,23:10:00 31-May-2017,23:18:00 31-May-2017,Dive,1,Square,5.0,5.0,479,481,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,23:18:00 31-May-2017,23:18:10 31-May-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,23:18:10 31-May-2017,23:27:00 31-May-2017,Dive,1,Square,5.0,5.0,529,531,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,23:27:00 31-May-2017,23:27:30 31-May-2017,Surface,,,,,29,31,,,,,,,,,,,,,20,10
142699,142699,,Transmission,Mk10,2,23:27:30 31-May-2017,23:40:00 31-May-2017,Dive,1,Square,5.0,5.0,749,751,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,23:40:00 31-May-2017,23:40:10 31-May-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,23:40:10 31-May-2017,23:49:00 31-May-2017,Dive,1,Square,5.0,5.0,529,531,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,23:49:00 31-May-2017,23:49:20 31-May-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142699,142699,,Transmission,Mk10,2,23:49:20 31-May-2017,00:13:20 01-Jun-2017,Dive,1,Square,5.0,5.0,1439,1441,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,00:13:20 01-Jun-2017,00:14:00 01-Jun-2017,Surface,,,,,39,41,,,,,,,,,,,,,21,19
142699,142699,,Transmission,Mk10,2,00:14:00 01-Jun-2017,01:14:20 01-Jun-2017,Message,10,,,,3610.000000,3630.000000,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,00:14:00 01-Jun-2017,00:21:00 01-Jun-2017,Dive,1,Square,5.0,5.0,419,421,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,00:21:00 01-Jun-2017,00:21:10 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,00:21:10 01-Jun-2017,00:40:40 01-Jun-2017,Dive,1,Square,5.0,5.0,1169,1171,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,00:40:40 01-Jun-2017,00:41:00 01-Jun-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142699,142699,,Transmission,Mk10,2,00:41:00 01-Jun-2017,00:58:00 01-Jun-2017,Dive,1,Square,5.0,5.0,1019,1021,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,00:58:00 01-Jun-2017,00:58:20 01-Jun-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142699,142699,,Transmission,Mk10,2,00:58:20 01-Jun-2017,01:03:40 01-Jun-2017,Dive,1,Square,5.0,5.0,319,321,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:03:40 01-Jun-2017,01:04:10 01-Jun-2017,Surface,,,,,29,31,,,,,,,,,,,,,20,10
142699,142699,,Transmission,Mk10,2,01:04:10 01-Jun-2017,01:13:50 01-Jun-2017,Dive,1,Square,5.0,5.0,579,581,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:13:50 01-Jun-2017,01:14:20 01-Jun-2017,Surface,,,,,29,31,,,,,,,,,,,,,30,0
142699,142699,,Transmission,Mk10,2,01:14:00 01-Jun-2017,02:07:20 01-Jun-2017,Message,10,,,,3190.000000,3210.000000,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:14:00 01-Jun-2017,01:23:40 01-Jun-2017,Dive,1,Square,5.0,5.0,579,581,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:23:40 01-Jun-2017,01:23:50 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,01:23:50 01-Jun-2017,01:33:30 01-Jun-2017,Dive,1,Square,4.5,4.5,579,581,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:33:30 01-Jun-2017,01:33:40 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,01:33:40 01-Jun-2017,01:55:20 01-Jun-2017,Dive,1,Square,5.0,5.0,1299,1301,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:55:20 01-Jun-2017,01:55:30 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142699,142699,,Transmission,Mk10,2,01:55:30 01-Jun-2017,01:57:00 01-Jun-2017,Dive,1,Square,4.5,4.5,89,91,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,01:57:00 01-Jun-2017,01:57:20 01-Jun-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142699,142699,,Transmission,Mk10,2,01:57:20 01-Jun-2017,02:07:00 01-Jun-2017,Dive,1,Square,5.0,5.0,579,581,,,,,,,,,,,,,,
142699,142699,,Transmission,Mk10,2,02:07:00 01-Jun-2017,02:07:20 01-Jun-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
