DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
142699,142699,Mk10,Strong,02-Jun-2017,00:56:05,02-Jun-2017,00:56:07
142699,142699,Mk10,Strong,07-Jun-2017,23:50:22,07-Jun-2017,23:50:24
