Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
128352,26-Jun-14,11:22:56,1,9,65,27,0,5,28.65402794,-82.72398376,23:05.2,28.65402794,-82.72398376,,,3.9,0.2,,,,15,25,34,,,,31,30397,,,,12,28005,,,,18,31677,,,,22,4192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,26-Jun-14,17:43:54,1,9,66,,0,9,28.67427063,-82.70236206,44:03.7,28.67427063,-82.70236206,,,9.7,0.7,,,,15,7,16312,,,,13,7346,,,,23,15593,,,,30,7803,,,,8,15746,,,,27,30346,,,,3,2876,,,,19,16022,,,,28,18419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,27-Jun-14,6:21:57,2,9,68,30,0,4,28.67200089,-82.69699097,6/27/14 0:28,28.67889214,-82.70024109,,,0.4,0.2,,,,15,29,6912,,,,18,8814,,,,21,26044,,,,15,11964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,27-Jun-14,12:41:03,1,9,69,31,0,5,28.67584991,-82.70572662,41:12.3,28.67584991,-82.70572662,,,6.8,0.3,,,,15,31,5594,,,,25,7372,,,,16,31048,,,,22,4219,,,,14,23950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,27-Jun-14,18:56:38,1,9,70,32,0,8,28.67694664,-82.69276428,56:47.7,28.67694664,-82.69276428,,1,7.7,0.7,,,,15,28,21025,,,,3,28387,,,,19,20198,,,,9,2699,,,,30,30188,,,,8,5834,,,,7,5666,,,,13,19480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,28-Jun-14,1:13:55,1,9,71,33,0,7,28.67622185,-82.69393158,14:03.3,28.67622185,-82.69393158,,,3.7,-0.7,,,,15,6,28066,,,,4,21548,,,,10,901,,,,12,518,,,,5,16497,,,,2,22558,,,,13,9233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,28-Jun-14,7:32:46,1,10,72,34,0,6,28.67208862,-82.69577789,32:54.7,28.67208862,-82.69577789,,,7.3,-1.3,,,,15,18,22468,,,,22,21730,,,,21,19489,,,,24,5463,,,,15,3982,,,,14,13958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,28-Jun-14,20:09:31,1,10,74,,0,9,28.67567825,-82.71213531,09:40.8,28.67567825,-82.71213531,,1,8.4,-0.2,,,,15,7,3272,,,,17,22447,,,,30,16191,,,,9,6232,,,,8,12992,,,,1,20170,,,,11,8288,,,,28,24824,,,,26,9290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,29-Jun-14,2:09:21,1,10,75,36,0,8,28.6709919,-82.7326355,09:29.3,28.6709919,-82.7326355,,,6.6,-1.7,,,,15,6,31143,,,,4,30206,,,,10,23532,,,,12,9651,,,,5,24304,,,,2,16861,,,,26,6968,,,,17,7054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,30-Jun-14,2:46:25,1,9,79,,0,9,28.67529678,-82.75645447,46:34.8,28.67529678,-82.75645447,,,14,0.8,,,,15,5,15578,,,,12,1755,,,,25,18860,,,,26,30601,,,,2,9993,,,,29,26619,,,,10,19081,,,,6,12772,,,,15,28693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,30-Jun-14,15:22:18,1,10,81,40,0,6,28.66472244,-82.7335434,22:26.4,28.66472244,-82.7335434,,,6.8,-1.6,,,,15,27,21420,,,,31,13764,,,,23,4920,,,,3,19835,,,,16,23854,,,,20,20856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,30-Jun-14,21:41:37,1,10,82,41,0,7,28.66479874,-82.73390198,41:46.4,28.66479874,-82.73390198,,1,8.8,-0.6,,,,15,4,6297,,,,17,22628,,,,9,10247,,,,1,22757,,,,6,17796,,,,11,22153,,,,30,12420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128352,1-Jul-14,3:41:53,3,10,83,41,0,6,28.66573524,-82.73429871,42:02.9,28.66573524,-82.73429871,,,5.5,-0.1,,,,15,15,1140,,,,26,30842,,,,25,30030,,,,12,6706,,,,2,28376,,,,29,15260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
