DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
142700,142700,Mk10,Strong,03-Jun-2017,23:02:32,03-Jun-2017,23:03:10
142700,142700,Mk10,Strong,26-Jul-2017,22:56:38,26-Jul-2017,22:57:17
