DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142700,142700,,Transmission,Mk10,1,16:00:00 13-Jul-2017,00:00:00 14-Jul-2017,,,,1.0,0.00,5.5,0.00,,,,
142700,142700,,Transmission,Mk10,1,08:00:00 14-Jul-2017,16:00:00 14-Jul-2017,,,,0.5,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,1,16:00:00 14-Jul-2017,00:00:00 15-Jul-2017,,,,1.0,0.00,5.5,0.00,,,,
142700,142700,,Transmission,Mk10,1,08:00:00 15-Jul-2017,16:00:00 15-Jul-2017,,,,0.5,0.00,4.5,0.00,,,,
142700,142700,,Transmission,Mk10,1,08:00:00 16-Jul-2017,16:00:00 16-Jul-2017,,,,0.5,0.00,5.5,0.00,,,,
142700,142700,,Transmission,Mk10,3,00:00:00 17-Jul-2017,08:00:00 17-Jul-2017,,,,0.5,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,3,16:00:00 17-Jul-2017,00:00:00 18-Jul-2017,,,,1.0,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,1,08:00:00 18-Jul-2017,16:00:00 18-Jul-2017,,,,1.0,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,1,16:00:00 18-Jul-2017,00:00:00 19-Jul-2017,,,,0.5,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,1,08:00:00 20-Jul-2017,16:00:00 20-Jul-2017,,,,0.5,0.00,5.5,0.00,,,,
142700,142700,,Transmission,Mk10,1,00:00:00 21-Jul-2017,08:00:00 21-Jul-2017,,,,0.5,0.00,5.0,0.00,,,,
142700,142700,,Transmission,Mk10,1,16:00:00 24-Jul-2017,00:00:00 25-Jul-2017,,,,1.0,0.00,6.0,0.00,,,,
