DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
142700,142700,,Transmission,Mk10,2,13:50:00 01-Jun-2017,16:19:00 01-Jun-2017,Message,10,,,,8930.000000,8950.000000,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,13:50:00 01-Jun-2017,13:50:10 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142700,142700,,Transmission,Mk10,2,13:50:10 01-Jun-2017,14:18:00 01-Jun-2017,Dive,1,Square,4.5,4.5,1669,1671,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,14:18:00 01-Jun-2017,14:18:30 01-Jun-2017,Surface,,,,,29,31,,,,,,,,,,,,,30,0
142700,142700,,Transmission,Mk10,2,14:18:30 01-Jun-2017,14:37:00 01-Jun-2017,Dive,1,Square,4.0,4.0,1109,1111,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,14:37:00 01-Jun-2017,14:37:10 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142700,142700,,Transmission,Mk10,2,14:37:10 01-Jun-2017,14:44:50 01-Jun-2017,Dive,1,Square,4.0,4.0,459,461,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,14:44:50 01-Jun-2017,14:45:00 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142700,142700,,Transmission,Mk10,2,14:45:00 01-Jun-2017,16:08:10 01-Jun-2017,Dive,1,Square,4.0,4.0,4989,4991,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:08:10 01-Jun-2017,16:08:20 01-Jun-2017,Surface,,,,,9,11,,,,,,,,,,,,,10,0
142700,142700,,Transmission,Mk10,2,16:08:20 01-Jun-2017,16:19:00 01-Jun-2017,Dive,1,Square,4.0,4.0,639,641,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:19:00 01-Jun-2017,17:33:10 01-Jun-2017,Message,10,,,,4440.000000,4460.000000,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:19:00 01-Jun-2017,16:19:20 01-Jun-2017,Surface,,,,,19,21,,,,,,,,,,,,,20,0
142700,142700,,Transmission,Mk10,2,16:19:20 01-Jun-2017,16:34:20 01-Jun-2017,Dive,1,Square,4.0,4.0,899,901,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:34:20 01-Jun-2017,16:35:20 01-Jun-2017,Surface,,,,,59,61,,,,,,,,,,,,,60,0
142700,142700,,Transmission,Mk10,2,16:35:20 01-Jun-2017,16:46:10 01-Jun-2017,Dive,1,Square,4.0,4.0,649,651,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:46:10 01-Jun-2017,16:46:40 01-Jun-2017,Surface,,,,,29,31,,,,,,,,,,,,,30,0
142700,142700,,Transmission,Mk10,2,16:46:40 01-Jun-2017,16:56:00 01-Jun-2017,Dive,1,Square,3.5,3.5,559,561,,,,,,,,,,,,,,
142700,142700,,Transmission,Mk10,2,16:56:00 01-Jun-2017,16:56:30 01-Jun-2017,Surface,,,,,29,31,,,,,,,,,,,,,30,0
142700,142700,,Transmission,Mk10,2,16:56:30 01-Jun-2017,17:19:10 01-Jun-2017,Dive,1,Square,4.0,4.0,1359,1361,,,,,,,,,,,,,,
