DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Coquinho,226068,Mk10,Strong,18-Nov-2021,00:48:24,18-Nov-2021,00:48:25
Coquinho,226068,Mk10,Strong,13-May-2022,01:50:07,13-May-2022,01:50:28
