DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
162067,162067,Mk10,Strong,06-May-2016,15:05:34,06-May-2016,15:05:35
162067,162067,Mk10,Strong,07-Oct-2016,21:27:45,07-Oct-2016,21:27:58
