DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
162067,162067,,Transmission,Mk10,1,00:00:00 04-Aug-2016,08:00:00 04-Aug-2016,,,,0.0,0.00,11.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 04-Aug-2016,16:00:00 04-Aug-2016,,,,0.0,0.00,10.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,16:00:00 08-Aug-2016,00:00:00 09-Aug-2016,,,,0.0,0.00,11.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,16:00:00 15-Aug-2016,00:00:00 16-Aug-2016,,,,0.0,0.00,11.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,16:00:00 16-Aug-2016,00:00:00 17-Aug-2016,,,,0.0,0.00,9.5,0.00,,,,
162067,162067,,Transmission,Mk10,1,00:00:00 22-Aug-2016,08:00:00 22-Aug-2016,,,,0.0,0.00,8.5,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 01-Sep-2016,16:00:00 01-Sep-2016,,,,0.0,0.00,11.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,00:00:00 04-Sep-2016,08:00:00 04-Sep-2016,,,,0.0,0.00,14.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,00:00:00 05-Sep-2016,08:00:00 05-Sep-2016,,,,0.0,0.00,14.5,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 06-Sep-2016,16:00:00 06-Sep-2016,,,,0.0,0.00,14.5,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 12-Sep-2016,16:00:00 12-Sep-2016,,,,0.0,0.00,14.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,16:00:00 15-Sep-2016,00:00:00 16-Sep-2016,,,,0.0,0.00,15.0,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 16-Sep-2016,16:00:00 16-Sep-2016,,,,0.0,0.00,14.5,0.00,,,,
162067,162067,,Transmission,Mk10,1,08:00:00 01-Oct-2016,16:00:00 01-Oct-2016,,,,0.0,0.00,15.0,0.00,,,,
