"source","age","lon","lat"
"Lamont","Juv",-86.8570059959388,30.378701092691
"Lamont","Juv",-86.8559764473178,30.379279585722
"Lamont","Juv",-86.8552043996267,30.3797440755636
"Lamont","Juv",-86.8545153072629,30.3801158651664
"Lamont","Juv",-86.8538815351821,30.3804151790459
"Lamont","Juv",-86.8469970088113,30.3814849983127
"Lamont","Juv",-86.8464158619451,30.3815731608698
"Lamont","Juv",-86.8506124079247,30.3810225553027
"Lamont","Juv",-86.8510206485271,30.381078086365
"Lamont","Juv",-86.8525372364738,30.3816856139752
"Lamont","Juv",-86.8607578618539,30.3801163951642
"Lamont","Juv",-86.8632801276597,30.3786567878916
"Lamont","Juv",-86.8656473010281,30.3766407867567
"Lamont","Juv",-86.8676921415031,30.374587661128
"Lamont","Juv",-86.8631127390711,30.3762569096661
"Lamont","Juv",-86.8602477128535,30.3801582122792
"Lamont","Juv",-86.8596164904472,30.3812028344479
"Lamont","Juv",-86.8589681558421,30.3822847412743
"Lamont","Juv",-86.8585744652069,30.3829278235017
"Lamont","Juv",-86.8628323518742,30.3799221636501
"Lamont","Juv",-86.8633634610789,30.3797054949248
"Lamont","Juv",-86.8655487740498,30.3807990939878
"Lamont","Juv",-86.8750575957357,30.3802900642072
"Lamont","Juv",-86.9140054147183,30.3683865692547
"Lamont","Juv",-86.9201172960031,30.3676452890959
"Lamont","Juv",-86.9394884150937,30.3666909610382
"Lamont","Juv",-86.9478998396141,30.3738768330983
"Lamont","Juv",-86.9513895033337,30.3807947499949
"Lamont","Juv",-86.9532855381549,30.3811496527216
"Lamont","Juv",-86.9527055925198,30.3802976485859
"Lamont","Juv",-86.9526258923554,30.3802324964923
"Lamont","Juv",-86.9489957698643,30.3806223505041
"Lamont","Juv",-86.9321219230532,30.3873343604344
"Lamont","Juv",-86.9237243114072,30.3892789406964
"Lamont","Juv",-86.89138978984,30.3848574991391
"Lamont","Juv",-86.8861464086573,30.3832738633844
"Lamont","Juv",-86.8755799071875,30.3755087677032
"Lamont","Juv",-86.854613330977,30.3428791497717
"Lamont","Juv",-86.7868200020819,30.3609643770892
"Lamont","Juv",-86.7822925370328,30.3700033551181
"Lamont","Juv",-86.7807243017524,30.3780762973188
"Lamont","Juv",-86.7857162798879,30.3928699601522
"Lamont","Juv",-86.7865295743474,30.3936162210144
"Lamont","Juv",-86.7867145614839,30.3932347109532
"Lamont","Juv",-86.7871903685528,30.397096150444
"Lamont","Juv",-86.7970672346781,30.4013634574472
"Lamont","Juv",-86.8000729502913,30.4010379584715
"Lamont","Juv",-86.8176511754947,30.3931553385852
"Lamont","Juv",-86.8188068712483,30.392485135043
"Lamont","Juv",-86.8226433636044,30.3889931336207
"Lamont","Juv",-86.8256270706871,30.3865959108661
"Lamont","Juv",-86.8266302905781,30.385827100613
"Lamont","Juv",-86.8464041952649,30.3838532028271
"Lamont","Juv",-86.8545446652646,30.3801299712928
"Lamont","Juv",-86.8556592512064,30.3796239673108
"Lamont","Juv",-86.8559191138619,30.3790037326772
"Lamont","Juv",-86.8554713909627,30.3790080993488
"Lamont","Juv",-86.855162100007,30.3788958193614
"Lamont","Juv",-86.8533489566346,30.3764426580048
"Lamont","Juv",-86.8529414567539,30.3758273574885
"Lamont","Juv",-86.8529421417168,30.375521610213
"Lamont","Juv",-86.8629966137934,30.37383738358
"Lamont","Juv",-86.8763921684621,30.3779118708965
"Lamont","Juv",-86.8772086973435,30.378154798375
"Lamont","Juv",-86.8777124095885,30.3783022060223
"Lamont","Juv",-86.8483895007281,30.3780867916968
"Lamont","Juv",-86.8459484125314,30.3772759325945
"Lamont","Juv",-86.8451586339124,30.3771093345466
"Lamont","Juv",-86.8636099764769,30.3718570413937
"Lamont","Juv",-86.8651504798773,30.3720856871535
"Lamont","Juv",-86.8653317498084,30.3721128066452
"Lamont","Juv",-86.905072380585,30.3614103172534
"Lamont","Juv",-86.9074103250477,30.3609937066903
"Lamont","Juv",-86.9209827736431,30.368836580695
"Lamont","Juv",-86.8321827052745,30.3744263493807
"Lamont","Juv",-86.8313431042659,30.3733936293205
"Lamont","Juv",-86.8395534985966,30.370892239002
"Lamont","Juv",-86.8478683000926,30.3815151635123
"Lamont","Juv",-86.8501585096909,30.3856499520001
"Lamont","Juv",-86.8514192516087,30.3880414105561
"Lamont","Juv",-86.8538646074363,30.3934462647442
"Lamont","Juv",-86.856811814542,30.382323957077
"Lamont","Juv",-86.8565226601695,30.3807154970842
"Lamont","Juv",-86.8442843107979,30.3716326498022
"Lamont","Juv",-86.8248491695682,30.3765460013745
"Lamont","Juv",-86.8246256137951,30.376601688507
"Lamont","Juv",-86.8242809470566,30.3766830069438
"Lamont","Juv",-86.8232933048723,30.3768586213067
"Lamont","Juv",-86.8275936383951,30.3732780121856
"Lamont","Juv",-86.8282700550755,30.3728656329923
"Lamont","Juv",-86.8436328833561,30.3751708375588
"Lamont","Juv",-86.8565103329555,30.3685155384318
"Lamont","Juv",-86.8604309286677,30.3672566458495
"Lamont","Juv",-86.869270837273,30.3718643177573
"Lamont","Juv",-86.8709675121441,30.3729460331019
"Lamont","Juv",-86.8750305410368,30.3794581353848
"Lamont","Juv",-86.8748315881485,30.3798559625044
"Lamont","Juv",-86.8705527991199,30.3794418937842
"Lamont","Juv",-86.8639043614073,30.3805476548644
"Lamont","Juv",-86.8561120578277,30.3791299348951
"Lamont","Juv",-86.8434121455385,30.3806281223251
"Lamont","Juv",-86.594906284561,30.3827496257777
"Lamont","Juv",-86.5911003162024,30.3833255487408
"Lamont","Juv",-86.5885196963476,30.3847919462017
"Lamont","Juv",-86.5909827756934,30.3933313970791
"Lamont","Juv",-86.5916666793102,30.3936013598447
"Lamont","Juv",-86.5930324398139,30.3931040551944
"Lamont","Juv",-86.59373781118,30.3926935478538
"Lamont","Juv",-86.5945556071814,30.3922465118771
"Lamont","Juv",-86.5945242689201,30.3950002009059
"Lamont","Juv",-86.5938639880491,30.3952930201721
"Lamont","Juv",-86.5919703975352,30.3952206620701
"Lamont","Juv",-86.5917444633171,30.39521362362
"Lamont","Juv",-86.5914076324059,30.395212944659
"Lamont","Juv",-86.5902659080748,30.3953777428825
"Lamont","Juv",-86.5960805200287,30.3931478645515
"Lamont","Juv",-86.6013221082785,30.3963882940685
"Lamont","Juv",-86.6016726773246,30.3966058182476
"Lamont","Juv",-86.5984628650523,30.3969192337209
"Lamont","Juv",-86.5990683293592,30.3967588334524
"Lamont","Juv",-86.5991459345953,30.3967177641929
"Lamont","Juv",-86.5992181848378,30.3966638441262
"Lamont","Juv",-86.6014409334121,30.3934557060083
"Lamont","Juv",-86.5917446030444,30.399090609888
"Lamont","Juv",-86.5916380688833,30.3991511011498
"Lamont","Juv",-86.5868806311833,30.4040695747181
"Lamont","Juv",-86.5924726634607,30.4003383493332
"Lamont","Juv",-86.5932418854622,30.3999691528273
"Lamont","Juv",-86.591911946652,30.3965783770407
"Lamont","Juv",-86.5918550181924,30.396456598882
"Lamont","Juv",-86.5916269554792,30.3962581716972
"Lamont","Juv",-86.5889063939396,30.4001527671869
"Lamont","Juv",-86.58862621376,30.4004673358945
"Lamont","Juv",-86.6005446764325,30.3954876448966
"Lamont","Juv",-86.6007747047757,30.3953917048623
"Lamont","Juv",-86.6105109289751,30.3930497026266
"Lamont","Juv",-86.6116457837363,30.392708285923
"Lamont","Juv",-86.5868255848884,30.398588804826
"Lamont","Juv",-86.5825929986996,30.3981819798278
"Lamont","Juv",-86.5777920638577,30.3970707457519
"Lamont","Juv",-86.5751330851853,30.3964011007763
"Lamont","Juv",-86.5033432814428,30.3813838426786
"Lamont","Juv",-86.4942639611802,30.3787561630737
"Lamont","Juv",-86.4922523825714,30.3782167157018
"Lamont","Juv",-86.4875481294372,30.3771778109727
"Lamont","Juv",-86.4817391591834,30.3759814610956
"Lamont","Juv",-86.4934856608588,30.3582549732548
"Lamont","Juv",-86.4954339008431,30.3564867045195
"Lamont","Juv",-86.5006893627739,30.3540616861992
"Lamont","Juv",-86.5078559542445,30.3526929271071
"Lamont","Juv",-86.5127144554387,30.352582381565
"Lamont","Juv",-86.5214784351861,30.3550663748797
"Lamont","Juv",-86.5585678149662,30.3672758078608
"Lamont","Juv",-86.5639067200931,30.36907816128
"Lamont","Juv",-86.576407393192,30.3736451153579
"Lamont","Juv",-86.6036078869812,30.3877136533866
"Lamont","Juv",-86.6362716811958,30.4077548309566
"Lamont","Juv",-86.662737072095,30.4304395570845
"Lamont","Juv",-86.6650178031536,30.4321851674764
"Lamont","Juv",-86.6722108899968,30.4346424080485
"Lamont","Juv",-86.6839819650567,30.4249512545509
"Lamont","Juv",-86.6945289144323,30.4095996127107
"Lamont","Juv",-86.696718309781,30.4065317741165
"Lamont","Juv",-86.6982389491644,30.4044992553468
"Lamont","Juv",-86.6994783733437,30.4029330083315
"Lamont","Juv",-86.7044573743938,30.3981604908504
"Lamont","Juv",-86.7102176848828,30.3943425308136
"Lamont","Juv",-86.7440699733785,30.3902769622417
"Lamont","Juv",-86.769355782593,30.3835564990167
"Lamont","Juv",-86.773687083402,30.3841905540657
"Lamont","Juv",-86.7768965089299,30.384897017022
"Lamont","Juv",-86.7905844021611,30.3904303880033
"Lamont","Juv",-86.7968069535632,30.3901010057983
"Lamont","Juv",-86.8037034815009,30.3872466568593
"Lamont","Juv",-86.8057106318034,30.3863207801566
"Lamont","Juv",-86.8096994745279,30.3842882043026
"Lamont","Juv",-86.813863701754,30.3823829765938
"Lamont","Juv",-86.817604365601,30.3814000797698
"Lamont","Juv",-86.8186876674625,30.3811818868847
"Lamont","Juv",-86.8231567735281,30.3813043107868
"Lamont","Juv",-86.8265003194289,30.3814011390185
"Lamont","Juv",-86.8508202120756,30.3776758341854
"Lamont","Juv",-86.8591107960562,30.3766181235481
"Lamont","Juv",-86.8661702634772,30.3785317888763
"Lamont","Juv",-86.8663501190041,30.3786609553299
"Lamont","Juv",-86.8440322442001,30.3834632437817
"Lamont","Juv",-86.8318387030958,30.3985260028749
"Lamont","Juv",-86.8856544396052,30.3802710004128
"Lamont","Juv",-86.8900517919227,30.3788363599233
"Lamont","Juv",-86.9110321028901,30.3725058578575
"Lamont","Juv",-86.9154522759676,30.3712439700335
"Lamont","Juv",-86.9529306970004,30.3661671907982
"Lamont","Juv",-87.0067072754783,30.3554100483879
"Lamont","Juv",-87.01010550616,30.3546415320913
"Lamont","Juv",-87.0109328175901,30.3544318135188
"Lamont","Juv",-87.0136068498006,30.3535502062788
"Lamont","Juv",-87.0187658543406,30.3511662190705
"Lamont","Juv",-87.0196072370476,30.3507576996743
"Lamont","Juv",-87.0343798990407,30.3394803766597
"Lamont","Juv",-87.0529792959876,30.3376249557635
"Lamont","Juv",-87.0564922955296,30.3451259794529
"Lamont","Juv",-87.0565705153553,30.3452970886517
"Lamont","Juv",-87.0568566920362,30.34598248253
"Lamont","Juv",-87.0566168279966,30.351743431442
"Lamont","Juv",-87.0565822042273,30.3527801461213
"Lamont","Juv",-87.0567266128353,30.3550518579326
"Lamont","Juv",-87.0901154614532,30.3419797243632
"Lamont","Juv",-87.0962590222416,30.3395003817731
"Lamont","Juv",-87.0979905666029,30.3387997881205
"Lamont","Juv",-87.1260783793319,30.3333355116777
"Lamont","Juv",-87.1304823635453,30.3334490328309
"Lamont","Juv",-87.1329850868715,30.3335209131665
"Lamont","Juv",-87.1488705173627,30.329329636779
"Lamont","Juv",-87.1437160391231,30.32898730199
"Lamont","Juv",-87.1432683587232,30.3267872433087
"Lamont","Juv",-87.1431589072699,30.3241067722544
"Lamont","Juv",-87.1431056086416,30.323090487603
"Lamont","Juv",-87.1424523822667,30.3172287663398
"Lamont","Juv",-87.1413709211455,30.3122192196965
"Lamont","Juv",-87.1325117671619,30.3245614291147
"Lamont","Juv",-87.1313615876986,30.3274887901822
"Lamont","Juv",-87.1304068798921,30.3308688451507
"Lamont","Juv",-87.1285997467544,30.3341712736267
"Lamont","Juv",-87.1277490864394,30.3357191930648
"Lamont","Juv",-87.1207425477968,30.3300944676233
"Lamont","Juv",-87.0890344767831,30.3201764847886
"Lamont","Juv",-87.0889634326978,30.3201548969684
"Lamont","Juv",-87.0841923986138,30.3275995030533
"Lamont","Juv",-87.0802080034601,30.3294732263874
"Lamont","Juv",-87.0804954386943,30.3155720934109
"Lamont","Juv",-87.08110358995,30.3104635206732
"Lamont","Juv",-87.0873925694491,30.3028486271287
"Lamont","Juv",-87.0837413991773,30.3145895141433
"Lamont","Juv",-87.0837284480201,30.3146296335985
"Lamont","Juv",-87.0837166982887,30.3157275039275
"Lamont","Juv",-87.0782750511444,30.3165193182337
"Lamont","Juv",-87.075886686411,30.3247905457429
"Lamont","Juv",-87.0752123072817,30.3266010088973
"Lamont","Juv",-87.0792545419832,30.3266164044171
"Lamont","Juv",-87.0806530226132,30.3327550782586
"Lamont","Juv",-87.051312402269,30.3331385116158
"Lamont","Juv",-87.0496263204944,30.3329315783997
"Lamont","Juv",-87.0451760055459,30.3314385008256
"Lamont","Juv",-87.038052885935,30.3241040559247
"Lamont","Juv",-87.0679086383183,30.3365929886808
"Lamont","Juv",-87.0763122691335,30.3282222757239
"Lamont","Juv",-87.0783199941925,30.3329178566728
"Lamont","Juv",-87.081452316823,30.3353786321223
"Lamont","Juv",-87.0814895111311,30.3308875294506
"Lamont","Juv",-87.0791748222095,30.3302001868903
"Lamont","Juv",-87.0786996585279,30.3374344655244
"Lamont","Juv",-87.0731493546003,30.3429456449736
"Lamont","Juv",-87.0685624467564,30.3464914559887
"Lamont","Juv",-87.0678592453559,30.3471219676375
"Lamont","Juv",-87.0414782779146,30.3448526765422
"Lamont","Juv",-87.0378850041852,30.33892132007
"Lamont","Juv",-87.040453257268,30.3472070957624
"Lamont","Juv",-87.0555291666576,30.3348478739568
"Lamont","Juv",-87.0679630244775,30.3368252643658
"Lamont","Juv",-87.0416701501404,30.3459036059332
"Lamont","Juv",-87.0410359978823,30.3461380374654
"Lamont","Juv",-87.0355883132175,30.3601039809033
"Lamont","Juv",-87.0295278111401,30.345446608973
"Lamont","Juv",-87.0274688465363,30.3478839882713
"Lamont","Juv",-87.0274292335715,30.3479296756536
"Lamont","Juv",-87.0179757858623,30.3459541751246
"Lamont","Juv",-87.0221980036756,30.3521695403884
"Lamont","Juv",-87.0224818537713,30.3522406474631
"Lamont","Juv",-87.0389864569403,30.3386308831497
"Lamont","Juv",-87.0396810349567,30.3385643899446
"Lamont","Juv",-87.0308931259639,30.3365042245989
"Lamont","Juv",-87.0308824556611,30.3388157523438
"Lamont","Juv",-87.0528185997749,30.3450738389252
"Lamont","Juv",-87.0539965930286,30.3454102994046
"Lamont","Juv",-87.0552824998175,30.347637837263
"Lamont","Juv",-87.0556112904408,30.3476069871615
"Lamont","Juv",-87.0548910956143,30.3483872302973
"Lamont","Juv",-87.0559387044915,30.3452617889385
"Lamont","Juv",-87.0520292289961,30.3373785820048
"Lamont","Juv",-87.0486739242621,30.339055227629
"Lamont","Juv",-87.0230117198422,30.3584665309242
"Lamont","Juv",-87.0277918331237,30.3572782959041
"Lamont","Juv",-87.0644595690096,30.3278583294952
"Lamont","Juv",-87.0645360302158,30.3277979148001
"Lamont","Juv",-87.0664642355253,30.3270494258451
"Lamont","Juv",-87.0689705751535,30.3270168193487
"Lamont","Juv",-87.0789676106839,30.3184631848983
"Lamont","Juv",-87.0818928432283,30.3147206963897
"Lamont","Juv",-87.0856664119054,30.314203165243
"Lamont","Juv",-87.0871401932954,30.314923276108
"Lamont","Juv",-87.0971082707581,30.3254827979764
"Lamont","Juv",-87.100320596518,30.3270148920124
"Lamont","Juv",-87.0873090311376,30.3260469985692
"Lamont","Juv",-87.086085779919,30.3155581563669
"Lamont","Juv",-87.1074913889285,30.3269750493638
"Lamont","Juv",-87.1075356020768,30.3269987447419
"Lamont","Juv",-87.105329231483,30.3201660061851
"Lamont","Juv",-87.0985633575565,30.3272291686258
"Lamont","Juv",-87.0985447214744,30.327249221756
"Lamont","Juv",-87.1038410964395,30.3349099656345
"Lamont","Juv",-87.1074039218129,30.3336835138107
"Lamont","Juv",-87.1085208581124,30.3333281465173
"Lamont","Juv",-87.1381507779981,30.3194298006289
"Lamont","Juv",-87.1594297400977,30.3240600672156
"Lamont","Juv",-87.232632081917,30.3045114677713
"Lamont","Juv",-87.2383394702967,30.3046029921746
"Lamont","Juv",-87.2401545536902,30.305681183002
"Lamont","Juv",-87.2516837368419,30.3072629903943
"Lamont","Juv",-87.2583122190601,30.3022332264576
"Lamont","Juv",-87.2567952795931,30.2971223664983
"Lamont","Juv",-87.256057823421,30.2942451057418
"Lamont","Juv",-87.2610448843339,30.2940579459572
"Lamont","Juv",-87.2643572370533,30.3012040420412
"Lamont","Juv",-87.0532572871565,30.3431653876252
"Lamont","Juv",-87.052547511798,30.3435201351998
"Lamont","Juv",-87.0486517668987,30.346630683185
"Lamont","Juv",-87.0476554446225,30.3470204993268
"Lamont","Juv",-87.0475180340191,30.3470721501291
"Lamont","Juv",-87.0473752232589,30.3470732861035
"Lamont","Juv",-87.0473787913859,30.3470815953147
"Lamont","Juv",-87.0474396851167,30.347115217408
"Lamont","Juv",-87.0476879004244,30.3472250277046
"Lamont","Juv",-87.0571313180564,30.3475744441359
"Lamont","Juv",-87.0606535376088,30.3465538629004
"Lamont","Juv",-87.0609212576088,30.3464683161271
"Lamont","Juv",-87.0635428727544,30.3448179708832
"Lamont","Juv",-87.0649537225117,30.343733706914
"Lamont","Juv",-87.0656792309553,30.3417309141376
"Lamont","Juv",-87.0652157810573,30.3401746674687
"Lamont","Juv",-87.0639765721547,30.3372113088731
"Lamont","Juv",-87.0629316420702,30.3346564744634
"Lamont","Juv",-87.0619018921614,30.3320393693815
"Lamont","Juv",-87.0607953054354,30.328943839746
"Lamont","Juv",-87.0620385000028,30.3450023338498
"Lamont","Juv",-87.0588551651593,30.3440320513469
"Lamont","Juv",-87.0563636424126,30.3430115186012
"Lamont","Juv",-87.0475799472274,30.3401523950007
"Lamont","Juv",-87.0417183821445,30.3400201241262
"Lamont","Juv",-87.0351144926144,30.3401023603238
"Lamont","Juv",-87.0399293592604,30.3467084355204
"Lamont","Juv",-87.042142397352,30.3473801445331
"Lamont","Juv",-87.0571050690614,30.3458466956484
"Lamont","Juv",-87.0582619447028,30.3460591792146
"Lamont","Juv",-87.0590752187171,30.3466648776868
"Lamont","Juv",-87.0595968182177,30.3472818439246
"Lamont","Juv",-87.0597024686136,30.3474123009452
"Lamont","Juv",-87.0559526472675,30.3460166083199
"Lamont","Juv",-87.0533455398077,30.3448971824886
"Lamont","Juv",-87.0507295795448,30.3429497574331
"Lamont","Juv",-87.0492815106454,30.3417686686226
"Lamont","Juv",-87.0519194928632,30.3446326385502
"Lamont","Juv",-87.052619910195,30.3454889824391
"Lamont","Juv",-87.0528833505362,30.3458102505812
"Lamont","Juv",-87.0530884863569,30.3460580211293
"Lamont","Juv",-87.0540293181656,30.3471033866862
"Lamont","Juv",-87.0541616711517,30.3472431882069
"Lamont","Juv",-87.0548861432625,30.3478429970267
"Lamont","Juv",-87.0612679049608,30.3484148812311
"Lamont","Juv",-87.0609486798644,30.3469795539709
"Lamont","Juv",-87.0605066115224,30.3460681063083
"Lamont","Juv",-87.0602964206078,30.3456012412248
"Lamont","Juv",-87.0601977964695,30.3453576226079
"Lamont","Juv",-87.0609855764911,30.341159808894
"Lamont","Juv",-87.0616567275178,30.3400272220473
"Lamont","Juv",-87.0646326392244,30.3495724889228
