DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
165366,165366,UT,Strong,03-Oct-2016,21:00:28,03-Oct-2016,21:00:29
165366,165366,UT,Strong,07-Dec-2016,05:32:13,07-Dec-2016,05:32:52
