DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Luan,205541,Mk10,Strong,03-Jan-2021,10:41:16,03-Jan-2021,10:41:17
Luan,205541,Mk10,Strong,23-Aug-2021,08:08:30,23-Aug-2021,08:08:28
