Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6071,165365,23,MA,2,1,17-Feb-2017,01:15:21,-25.5810,-48.3564,,401677326,-120,60,0,17-Feb-2017,01:13:30,-27.2766,-56.2237,213,318,1238,81,90,,,78,176,92,12,40,137,228,162,9,132,215,86,150,0,141,30,1,253,255,214,96,0,0,,,,,,,,,
6071,165365,3,MA,2,1,17-Feb-2017,01:15:21,-25.5810,-48.3564,,401677326,-120,60,0,17-Feb-2017,01:14:13,-27.2766,-56.2237,213,318,1238,81,90,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,3,MA,2,1,17-Feb-2017,01:15:21,-25.5810,-48.3564,,401677326,-120,60,0,17-Feb-2017,01:15:38,-27.2766,-56.2237,213,318,1238,81,90,,,72,103,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,3,MA,2,1,17-Feb-2017,01:15:21,-25.5810,-48.3564,,401677326,-120,60,0,17-Feb-2017,01:16:21,-27.2766,-56.2237,213,318,1238,81,90,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,23,MA,2,1,17-Feb-2017,01:15:21,-25.5810,-48.3564,,401677326,-120,60,0,17-Feb-2017,01:17:03,-27.2766,-56.2237,213,318,1238,81,90,,,77,16,90,12,40,137,228,162,8,133,16,151,20,0,151,30,1,255,255,214,96,0,0,,,,,,,,,
6071,165365,23,MA,0,2,17-Feb-2017,14:08:33,-25.5028,-48.4567,,401677333,-127,50,0,17-Feb-2017,14:07:29,-25.5028,-48.4567,129,2664,13826,513,42,,,72,16,90,12,40,137,228,162,8,184,119,86,84,3,11,24,1,255,255,93,176,0,0,,,,,,,,,
6071,165365,3,MA,0,2,17-Feb-2017,14:08:33,-25.5028,-48.4567,,401677333,-127,50,0,17-Feb-2017,14:08:12,-25.5028,-48.4567,129,2664,13826,513,42,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,3,MA,0,2,17-Feb-2017,14:08:33,-25.5028,-48.4567,,401677333,-127,50,0,17-Feb-2017,14:08:55,-25.5028,-48.4567,129,2664,13826,513,42,,,39,135,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,3,MA,0,2,17-Feb-2017,14:08:33,-25.5028,-48.4567,,401677333,-127,50,0,17-Feb-2017,14:09:38,-25.5028,-48.4567,129,2664,13826,513,42,,,66,219,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6071,165365,23,NP,1,3,17-Feb-2017,17:44:31,-25.5047,-48.4457,,401677337,-132,58,0,17-Feb-2017,17:43:49,-25.5047,-48.4457,86,673,2195,206,173,,,71,208,90,12,40,137,228,162,8,198,188,25,20,4,25,22,1,255,255,221,192,0,0,,,,,,,,,
6071,165365,3,NP,1,3,17-Feb-2017,17:44:31,-25.5047,-48.4457,,401677337,-132,58,0,17-Feb-2017,17:44:32,-25.5047,-48.4457,86,673,2195,206,173,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
