DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Joao,226070,Mk10,Strong,18-Nov-2021,00:52:37,18-Nov-2021,00:52:38
Joao,226070,Mk10,Strong,18-May-2022,13:24:20,18-May-2022,13:24:59
