uid,uuid,prognum,tag_id,utc,lc,iq,lat1,dir1,lon1,dir2,lat2,dir3,lon2,dir4,nb_mes,big_nb_mes,best_level,pass_duration,nopc,calcul_freq,altitude,sensors,error_radius,semi_major_axis,semi_minor_axis,ellipse_orientation,GDOP,POSIX,local_time,Swapped,POSIX,Local Time,Day of Year,Depth (m),SST daily (C),SST weekly (C),SST monthly (C),Current U (cm/s),Current V (cm s-1),Current Mag (cm s-1),Current Dir (deg),Wind U (m s-1),Wind V (m s-1),Wind Mag (m s-1),Wind Dir (deg),CHL daily (mg m-3),CHL weekly (mg m-3),CHL monthly (mg m-3),Productivity weekly (mg C/m^2/Day),Productivity monthly (mg C/m^2/Day),From Shore (km),Wet/Dry,Country,Displacement (km),Distance (km),Cummulative (km),Hours,Cummulative (days),Speed (kph),Bearing (deg),Azimuth (deg),sensors,,,,,,,
5901089,,4296,104833,11/18/2011 2:24,B,0,29.729,N,-85.406,W,22.728,N,-118.619,W,2,0,-129,47,1,401 677627.6,0,11 112 212 50 87 106 101,,,,,,1321619061,11/18/2011 2:24,0,1321619061,11/18/2011 2:24,322,-1.39,19.79,20.06,19.96,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,2.89848,,,1,ocean,United States,3.8,9.94,1731.53,19.78,26.39,0.5,285.5457333,,11 112 212 50 87 106 101,11,112,212,50,87,106,101
5904137,,4296,104833,11/18/2011 7:19,B,0,29.716,N,-85.377,W,22.485,N,-51.566,W,2,0,-132,373,1,401 677627.6,0,11 112 211 53 85 110 79,,,,,,1321636779,11/18/2011 7:19,0,1321636779,11/18/2011 7:19,322,-0.09,19.08,19.92,19.86,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,3.63498,,,0,ocean,United States,4.9,3.15,1734.68,4.92,26.59,0.64,117.1767829,,11 112 211 53 85 110 79,11,112,211,53,85,110,79
5904138,,4296,104833,11/18/2011 9:00,A,0,29.706,N,-85.39,W,32.315,N,-99.365,W,3,0,-136,762,2,401 677627.3,0,74 237 82 173 86 170 213,,,,,,1321642843,11/18/2011 9:00,0,1321642843,11/18/2011 9:00,322,-0.46,19.5,20.07,20.02,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,3.20975,,,0,ocean,United States,5.9,1.68,1736.36,1.68,26.66,1,228.6172561,,74 237 82 173 86 170 213,74,237,82,173,86,170,213
5904142,,4296,104833,11/19/2011 1:57,B,0,29.734,N,-85.376,W,25.347,N,-106.901,W,2,0,-130,47,2,401 677627.3,0,11 118 211 49 84 110 92,,,,,,1321703853,11/19/2011 1:57,0,1321703853,11/19/2011 1:57,323,-0.32,-99.99,19.79,19.69,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,3.82153,,,0,ocean,United States,3,3.4,1739.76,16.95,27.37,0.2,23.57474175,,11 118 211 49 84 110 92,11,118,211,49,84,110,92
5906456,,4296,104833,11/19/2011 12:18,B,0,29.745,N,-85.39,W,39.613,N,-133.752,W,2,0,-133,57,2,401 677627.3,0,12 117 211 52 84 118 89,,,,,,1321741114,11/19/2011 12:18,0,1321741114,11/19/2011 12:18,323,1,-99.99,19.84,19.71,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,3.48073,,,0,dry,United States,1.6,1.82,1741.58,10.35,27.8,0.18,312.0009428,,12 117 211 52 84 118 89,12,117,211,52,84,118,89
5906457,,4296,104833,11/20/2011 1:28,B,0,29.739,N,-85.367,W,27.726,N,-95.998,W,2,0,-130,47,2,401 677627.3,0,12 110 211 51 86 106 98,,,,,,1321788530,11/20/2011 1:28,0,1321788530,11/20/2011 1:28,324,-1.94,-99.99,-99.99,-99.99,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,3,2.32,1743.9,13.17,28.35,0.18,106.6372446,,12 110 211 51 86 106 98,12,110,211,51,86,106,98
5906458,,4296,104833,11/20/2011 2:51,A,0,29.742,N,-85.358,W,19.712,N,-129.235,W,3,0,-134,94,2,401 677621.3,0,12 123 211 47 83 114 99,,,,,,1321793460,11/20/2011 2:51,0,1321793460,11/20/2011 2:51,324,-2,-99.99,-99.99,-99.99,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,2,ocean,United States,3.5,0.93,1744.83,1.37,28.41,0.68,69.09293433,,12 123 211 47 83 114 99,12,123,211,47,83,114,99
5908588,,4296,104833,11/20/2011 7:37,Z,30,29.196,N,-84.626,W,29.814,N,-94.616,W,3,0,-129,97,0,401 677643.2,0,12 108 211 52 85 106 98,,,,,,1321810637,11/20/2011 7:37,0,1321810637,11/20/2011 7:37,324,-31.67,22.36,22.8,22.95,3.29,-14.43,14.84,167.1562681,,,,,0.446085,0.452845,0.570762,,,55,ocean,United States,96.9,93.42,1838.25,4.77,28.61,19.58,130.2634368,,12 108 211 52 85 106 98,12,108,211,52,85,106,98
5908590,,4296,104833,11/20/2011 19:02,B,0,29.733,N,-85.329,W,28.588,N,-90.699,W,2,0,-128,194,1,401 677627.3,0,12 113 211 57 79 110 120,,,,,,1321851729,11/20/2011 19:02,0,1321851729,11/20/2011 19:02,324,-1.74,-99.99,-99.99,-99.99,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,2,ocean,United States,6.4,90.64,1928.89,11.41,29.08,7.94,311.289657,,12 113 211 57 79 110 120,12,113,211,57,79,110,120
5911562,,4296,104833,11/21/2011 10:08,A,0,29.749,N,-85.368,W,39.591,N,-132.415,W,3,0,-133,125,2,401 677636.9,0,12 106 212 50 85 106 113,,,,,,1321906123,11/21/2011 10:08,0,1321906123,11/21/2011 10:08,325,-1.76,-99.99,-99.99,-99.99,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,ocean,United States,2.2,4.17,1933.06,15.11,29.71,0.28,295.1881904,,12 106 212 50 85 106 113,12,106,212,50,85,106,113
5914126,,4296,104833,11/22/2011 7:17,B,0,29.668,N,-85.786,W,27.282,N,-78.32,W,2,0,-129,58,2,401 677636.9,0,12 108 212 53 85 110 129,,,,,,1321982223,11/22/2011 7:17,0,1321982223,11/22/2011 7:17,326,-35.16,22.44,22.62,22.36,-1.43,-2.12,4.97,-145.9992209,,,,,-9.99999999,0.540776,0.619577,,,38,ocean,United States,39.8,41.41,1974.47,21.14,30.59,1.96,257.5882298,,12 108 212 53 85 110 129,12,108,212,53,85,110,129
5922656,,4296,104833,11/26/2011 2:37,B,0,29.732,N,-85.437,W,20.946,N,-125.209,W,2,0,-134,50,1,401 677636.9,0,12 112 214 49 82 106 104,,,,,,1322311054,11/26/2011 2:37,0,1322311054,11/26/2011 2:37,330,-8.96,19.67,19.04,20.17,99999.99,99999.99,,,,,,,-9.99999999,1.91536,1.99409,,,3,ocean,United States,5.6,34.49,2008.96,91.34,34.4,0.38,78.05122959,,12 112 214 49 82 106 104,12,112,214,49,82,106,104
5924955,,4296,104833,11/26/2011 7:38,B,0,29.7,N,-85.292,W,23.86,N,-58.126,W,2,0,-125,104,1,401 677636.9,0,12 111 214 51 81 106 103,,,,,,1322329087,11/26/2011 7:38,0,1322329087,11/26/2011 7:38,330,1.48,-99.99,19.27,19.7,99999.99,99999.99,,,,,,,-9.99999999,-9.99999999,-9.99999999,,,1,dry,United States,11.4,14.46,2023.42,5.01,34.61,2.89,104.15233,,12 111 214 51 81 106 103,12,111,214,51,81,106,103
