DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
160105,160105,UT,Weak,14-Mar-2018,19:58:59,14-Mar-2018,19:59:01
160105,160105,UT,Strong,16-Mar-2018,22:24:16,16-Mar-2018,22:24:16
160105,160105,UT,Strong,22-Jul-2018,21:40:52,22-Jul-2018,21:39:16
