DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt
181925,181925,0.500000,UT,,,13:02:14 30-Aug-2019,,B,-25.4711,-48.4099,,,,,,,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,13:04:07 30-Aug-2019,,B,-25.4711,-48.4099,,,,,2303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,13:31:31 30-Aug-2019,,B,-25.4692,-48.3948,,,,,,3.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,14:11:52 30-Aug-2019,,B,-25.4670,-48.3943,,,,,,3.400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,18:59:49 30-Aug-2019,,1,-25.4655,-48.4627,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,19:03:37 30-Aug-2019,,1,-25.4655,-48.4627,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,19:05:07 30-Aug-2019,19:05:08 30-Aug-2019,1,1,-25.4655,-48.4627,CRC,,,,2515,3.325,,,20.95,,,,,,,,,,,,,,218,45,255,,,,,,,,0,,,,81
181925,181925,0.500000,UT,,,19:06:02 30-Aug-2019,,1,-25.4655,-48.4627,,,,,,,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,19:55:47 31-Aug-2019,,A,-25.4973,-48.4790,,,,,2652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,19:57:22 31-Aug-2019,,A,-25.4973,-48.4790,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,19:57:41 31-Aug-2019,,A,-25.4973,-48.4790,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:36:06 31-Aug-2019,,3,-25.4984,-48.4749,,,,,2662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:36:27 31-Aug-2019,,3,-25.4984,-48.4749,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:37:38 31-Aug-2019,,3,-25.4984,-48.4749,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,21:37:54 31-Aug-2019,21:37:55 31-Aug-2019,1,3,-25.4984,-48.4749,CRC,,,,2665,3.375,,,20.15,,,,,,,,,,,,,,164,41,255,,,,,,,,0,,,,87
181925,181925,0.500000,UT,,,21:38:14 31-Aug-2019,,3,-25.4984,-48.4749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,22:09:08 31-Aug-2019,,0,-25.5117,-48.4641,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:09:38 31-Aug-2019,,0,-25.5117,-48.4641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:10:21 31-Aug-2019,,0,-25.5117,-48.4641,,,,,,,,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:14:31 31-Aug-2019,,0,-25.5117,-48.4641,,,,,2683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:19:55 31-Aug-2019,,B,-25.5094,-48.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:24:47 31-Aug-2019,,B,-25.5094,-48.4632,,,,,,,,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:17:53 01-Sep-2019,,1,-25.5069,-48.4585,,,,,2700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:18:09 01-Sep-2019,,1,-25.5069,-48.4585,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,00:18:24 01-Sep-2019,,1,-25.5069,-48.4585,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:18:55 01-Sep-2019,,1,-25.5069,-48.4585,,,,,,,,,20.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:56:00 01-Sep-2019,,1,-25.5169,-48.4195,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,09:56:31 01-Sep-2019,,1,-25.5169,-48.4195,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:56:52 01-Sep-2019,,1,-25.5169,-48.4195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:57:08 01-Sep-2019,,1,-25.5169,-48.4195,,,,,,,,,20.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:10:00 01-Sep-2019,,A,-25.5170,-48.4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:10:21 01-Sep-2019,,A,-25.5170,-48.4157,,,,,,,,,20.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:21:55 01-Sep-2019,,B,-25.5137,-48.4408,,,,,,,,,20.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:24:33 01-Sep-2019,,B,-25.5137,-48.4408,,,,,2782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:03:00 01-Sep-2019,,3,-25.4884,-48.4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:04:10 01-Sep-2019,,3,-25.4884,-48.4273,,,,,,,,,19.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:07:57 01-Sep-2019,,3,-25.4884,-48.4273,,,,,2918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:10:17 01-Sep-2019,,3,-25.4884,-48.4273,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:12:17 01-Sep-2019,,3,-25.4884,-48.4273,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:05:11 02-Sep-2019,,B,-25.4888,-48.4465,,,,,2934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:42:48 02-Sep-2019,,2,-25.4918,-48.4308,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,01:44:28 02-Sep-2019,,2,-25.4918,-48.4308,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:47:30 02-Sep-2019,,2,-25.4918,-48.4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:10:11 02-Sep-2019,,B,-25.4999,-48.4076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:43:17 02-Sep-2019,,A,-25.4919,-48.4473,,,,,3007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:47:09 02-Sep-2019,,A,-25.4919,-48.4473,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,20:10:52 02-Sep-2019,,B,-25.4916,-48.4457,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,20:41:19 02-Sep-2019,,B,-25.4902,-48.4386,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:43:28 02-Sep-2019,,2,-25.4889,-48.4324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:45:09 02-Sep-2019,,2,-25.4889,-48.4324,,,,,,,,,224.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:48:07 02-Sep-2019,,2,-25.4889,-48.4324,,,,,3074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:49:21 02-Sep-2019,,2,-25.4889,-48.4324,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:50:05 02-Sep-2019,,2,-25.4889,-48.4324,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,07:29:15 03-Sep-2019,,0,-25.4958,-48.4326,,,,,,,,,19.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,07:29:42 03-Sep-2019,,0,-25.4958,-48.4326,,,,,3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,07:29:58 03-Sep-2019,,0,-25.4958,-48.4326,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:12:35 03-Sep-2019,,B,-25.4974,-48.4277,,,,,3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,11:16:13 03-Sep-2019,,B,-25.4966,-48.4301,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:07:54 03-Sep-2019,,B,-25.4889,-48.4292,,,,,19545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:38:49 03-Sep-2019,,0,-25.5039,-48.4466,,,,,3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:39:20 03-Sep-2019,,1,-25.4963,-48.4392,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:39:35 03-Sep-2019,,0,-25.5039,-48.4466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:40:31 03-Sep-2019,,0,-25.5039,-48.4466,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:08:29 04-Sep-2019,,B,-25.4745,-48.4376,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:04:37 04-Sep-2019,,B,-25.4822,-48.4353,,,,,3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:22:12 04-Sep-2019,,0,-25.4838,-48.4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:22:27 04-Sep-2019,,0,-25.4838,-48.4161,,,,,,,,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:22:43 04-Sep-2019,,0,-25.4838,-48.4161,,,,,3423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:22:58 04-Sep-2019,,0,-25.4838,-48.4161,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:23:28 04-Sep-2019,,0,-25.4838,-48.4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:23:59 04-Sep-2019,,0,-25.4838,-48.4161,,,,,3428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:24:14 04-Sep-2019,,0,-25.4838,-48.4161,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:06:10 05-Sep-2019,,0,-25.4978,-48.4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:06:25 05-Sep-2019,,0,-25.4978,-48.4289,,,,,,,,,19.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,00:07:13 05-Sep-2019,,0,-25.4978,-48.4289,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:50:05 05-Sep-2019,,0,-25.4899,-48.4616,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:50:52 05-Sep-2019,,0,-25.4899,-48.4616,,,,,,,,,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:51:07 05-Sep-2019,,0,-25.4899,-48.4616,,,,,3455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:51:22 05-Sep-2019,,0,-25.4899,-48.4616,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,00:51:37 05-Sep-2019,,0,-25.4899,-48.4616,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:51:52 05-Sep-2019,,0,-25.4899,-48.4616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:52:08 05-Sep-2019,,0,-25.4899,-48.4616,,,,,,,,,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,02:29:54 05-Sep-2019,,B,-25.4747,-48.4631,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,02:33:44 05-Sep-2019,,B,-25.4747,-48.4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,09:36:50 05-Sep-2019,,B,-25.4442,-48.5337,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,10:52:35 05-Sep-2019,,B,-25.4557,-48.5066,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:52:57 05-Sep-2019,,B,-25.4557,-48.5066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:42:48 05-Sep-2019,,B,-25.4834,-48.4521,,,,,3552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,13:47:36 05-Sep-2019,,B,-25.4708,-48.4389,,,,,3563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:40:27 05-Sep-2019,,B,-25.4793,-48.4181,,,,,3621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:17:59 05-Sep-2019,,A,-25.4839,-48.4039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:18:14 05-Sep-2019,,A,-25.4839,-48.4039,,,,,,,,,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:18:30 05-Sep-2019,,A,-25.4839,-48.4039,,,,,3631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:32:31 06-Sep-2019,,0,-25.4694,-48.4123,,,,,,,,,,,,,6475,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:32:46 06-Sep-2019,,0,-25.4694,-48.4123,,,,,,,,,18.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:33:17 06-Sep-2019,,0,-25.4694,-48.4123,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:34:03 06-Sep-2019,,0,-25.4694,-48.4123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,08:56:18 06-Sep-2019,,B,-25.5054,-48.4202,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,08:57:19 06-Sep-2019,,B,-25.5054,-48.4202,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:45:31 06-Sep-2019,,B,-25.5014,-48.4173,,,,,3744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:09:44 06-Sep-2019,,B,-25.4976,-48.4175,,,,,,,,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:45:18 06-Sep-2019,,B,-25.4868,-48.4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:48:57 06-Sep-2019,,B,-25.4868,-48.4327,,,,,,,,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,12:40:28 06-Sep-2019,12:40:29 06-Sep-2019,1,B,-25.4823,-48.4374,CRC,,,,3765,3.375,,,18.85,,,,,,,,,,,,,,216,41,255,,,,,,,,5,,,,86
181925,181925,0.500000,UT,,,13:21:49 06-Sep-2019,,B,-25.4787,-48.4409,,,,,,3.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:16:01 06-Sep-2019,,B,-25.4452,-48.4730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:03:28 06-Sep-2019,,1,-25.4912,-48.4418,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:04:54 06-Sep-2019,,1,-25.4912,-48.4418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:06:06 06-Sep-2019,,1,-25.4912,-48.4418,,,,,,,,,837.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:06:24 06-Sep-2019,,1,-25.4912,-48.4418,,,,,3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:08:55 06-Sep-2019,,1,-25.4912,-48.4418,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,21:54:15 06-Sep-2019,,A,-25.4952,-48.4410,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:54:38 06-Sep-2019,,A,-25.4952,-48.4410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:56:00 06-Sep-2019,,A,-25.4952,-48.4410,,,,,,,,,18.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,08:18:51 07-Sep-2019,,B,-25.5000,-48.4007,,,,,,,,,18.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,10:28:26 07-Sep-2019,,B,-25.5030,-48.4122,,,,,3974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:02:32 07-Sep-2019,,3,-25.4879,-48.4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:04:55 07-Sep-2019,,3,-25.4879,-48.4332,,,,,3980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,12:06:13 07-Sep-2019,,3,-25.4879,-48.4332,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,12:07:25 07-Sep-2019,,3,-25.4879,-48.4332,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:53:17 07-Sep-2019,,B,-25.4938,-48.4303,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,21:14:04 07-Sep-2019,,B,-25.4892,-48.4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:39:17 07-Sep-2019,,B,-25.4917,-48.4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:30:03 08-Sep-2019,,B,-25.4936,-48.4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,02:02:13 08-Sep-2019,,B,-25.4950,-48.4310,,,,,,,,,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,09:34:12 08-Sep-2019,,B,-25.5146,-48.4426,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:43:55 08-Sep-2019,,B,-25.5146,-48.4426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:52:36 08-Sep-2019,,B,-25.5114,-48.4632,,,,,,,,,19.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,22:30:24 08-Sep-2019,,B,-25.5112,-48.4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:31:05 09-Sep-2019,,A,-25.4956,-48.4767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,00:31:31 09-Sep-2019,,A,-25.4956,-48.4767,,,,,,,,,19.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:11:09 09-Sep-2019,,1,-25.4826,-48.4259,,,,,4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:11:32 09-Sep-2019,,1,-25.4826,-48.4259,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,01:11:52 09-Sep-2019,,1,-25.4826,-48.4259,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:12:07 09-Sep-2019,,1,-25.4826,-48.4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:12:38 09-Sep-2019,,1,-25.4826,-48.4259,,,,,,,,,19.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,07:59:24 09-Sep-2019,,A,-25.5141,-48.3664,,,,,,,,,19.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,08:00:57 09-Sep-2019,,A,-25.5141,-48.3664,,,,,4408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,08:03:45 09-Sep-2019,,A,-25.5141,-48.3664,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,09:07:05 09-Sep-2019,,B,-25.4791,-48.4127,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:07:47 09-Sep-2019,,B,-25.4791,-48.4127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:33:28 09-Sep-2019,,B,-25.4853,-48.4237,,,,,,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,09:34:33 09-Sep-2019,,B,-25.4835,-48.4250,,,,,4420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,11:13:31 09-Sep-2019,,B,-25.4859,-48.4383,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:44:50 09-Sep-2019,,B,-25.4842,-48.4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,11:47:25 09-Sep-2019,,B,-25.4842,-48.4403,,,,,4437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,12:26:37 09-Sep-2019,,B,-25.4888,-48.4356,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,20:20:35 09-Sep-2019,,B,-25.4545,-48.4594,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,01:46:36 10-Sep-2019,,A,-25.4814,-48.4418,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,1.00a,,01:46:52 10-Sep-2019,,A,-25.4814,-48.4418,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,02:26:25 10-Sep-2019,,A,-25.4930,-48.4450,,,,,,,,,19.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,02:27:22 10-Sep-2019,,A,-25.4930,-48.4450,,,,,4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,07:44:59 10-Sep-2019,,B,-25.4962,-48.4548,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,19:46:28 10-Sep-2019,,B,-25.4932,-48.4710,,,,,4735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,19:49:42 10-Sep-2019,,B,-25.4932,-48.4710,,,,,,3.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:11:51 10-Sep-2019,,B,-25.4876,-48.4413,,,,,,,,,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,20:14:44 10-Sep-2019,,B,-25.4876,-48.4413,,,,,4746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181925,181925,0.500000,UT,,,23:10:50 10-Sep-2019,,1,-25.4843,-48.4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
