DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Black 4.4,205543,Mk10,Strong,12-Jan-2021,18:58:59,12-Jan-2021,18:59:01
Black 4.4,205543,Mk10,Strong,22-Mar-2021,01:01:56,22-Mar-2021,01:01:58
