DeployID,Ptt,DepthSensor,Source,Instr,Day,Time,LocationQuality,Latitude,Longitude,Depth,DRange,Temperature,TRange
142713,142713,,Transmission,Mk10,29-Jul-2016,16:00:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,16:10:00,,,,6.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,16:20:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,16:30:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,16:40:00,,,,1.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,16:50:00,,,,6.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:00:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:10:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:20:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:30:00,,,,3.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:40:00,,,,2.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,17:50:00,,,,5.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:00:00,,,,4.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:10:00,,,,4.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:20:00,,,,6.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:30:00,,,,1.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:40:00,,,,4.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,18:50:00,,,,5.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,19:00:00,,,,4.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,19:10:00,,,,5.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,19:20:00,,,,6.5,0.75,,
142713,142713,,Transmission,Mk10,29-Jul-2016,19:30:00,,,,3.5,0.75,,
