DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142713,142713,,Transmission,Mk10,1,16:00:00 29-Jul-2016,00:00:00 30-Jul-2016,,,,0.0,0.00,16.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 30-Jul-2016,16:00:00 30-Jul-2016,,,,0.0,0.00,18.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 01-Aug-2016,08:00:00 01-Aug-2016,,,,0.0,0.00,18.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 03-Aug-2016,00:00:00 04-Aug-2016,,,,0.0,0.00,25.0,0.25,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 04-Aug-2016,08:00:00 04-Aug-2016,,,,0.0,0.00,22.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 06-Aug-2016,16:00:00 06-Aug-2016,,,,0.0,0.00,10.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 06-Aug-2016,00:00:00 07-Aug-2016,,,,0.0,0.00,10.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 08-Aug-2016,16:00:00 08-Aug-2016,,,,0.0,0.00,23.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 09-Aug-2016,08:00:00 09-Aug-2016,,,,0.0,0.00,6.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 10-Aug-2016,08:00:00 10-Aug-2016,,,,0.0,0.00,9.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 10-Aug-2016,16:00:00 10-Aug-2016,,,,0.0,0.00,10.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 11-Aug-2016,16:00:00 11-Aug-2016,,,,0.0,0.00,10.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 13-Aug-2016,16:00:00 13-Aug-2016,,,,0.0,0.00,10.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 15-Aug-2016,08:00:00 15-Aug-2016,,,,0.0,0.00,9.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 15-Aug-2016,00:00:00 16-Aug-2016,,,,0.0,0.00,20.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 16-Aug-2016,00:00:00 17-Aug-2016,,,,0.0,0.00,10.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 17-Aug-2016,16:00:00 17-Aug-2016,,,,0.0,0.00,20.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 18-Aug-2016,16:00:00 18-Aug-2016,,,,0.0,0.00,15.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 21-Aug-2016,00:00:00 22-Aug-2016,,,,0.0,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 22-Aug-2016,08:00:00 22-Aug-2016,,,,0.0,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 24-Aug-2016,16:00:00 24-Aug-2016,,,,0.0,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 26-Aug-2016,16:00:00 26-Aug-2016,,,,0.5,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 28-Aug-2016,08:00:00 28-Aug-2016,,,,0.5,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 29-Aug-2016,08:00:00 29-Aug-2016,,,,0.5,0.00,10.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 31-Aug-2016,00:00:00 01-Sep-2016,,,,0.5,0.00,11.5,0.00,,,,
142713,142713,,Transmission,Mk10,3,16:00:00 01-Sep-2016,00:00:00 02-Sep-2016,,,,0.0,0.00,11.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 02-Sep-2016,00:00:00 03-Sep-2016,,,,0.0,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 03-Sep-2016,08:00:00 03-Sep-2016,,,,0.5,0.00,22.0,0.00,,,,
142713,142713,,Transmission,Mk10,2,00:00:00 06-Sep-2016,08:00:00 06-Sep-2016,,,,0.5,0.00,11.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 07-Sep-2016,16:00:00 07-Sep-2016,,,,0.0,0.00,22.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 08-Sep-2016,00:00:00 09-Sep-2016,,,,0.0,0.00,20.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 09-Sep-2016,00:00:00 10-Sep-2016,,,,0.5,0.00,21.5,0.00,,,,
142713,142713,,Transmission,Mk10,1,16:00:00 10-Sep-2016,00:00:00 11-Sep-2016,,,,0.5,0.00,22.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,00:00:00 11-Sep-2016,08:00:00 11-Sep-2016,,,,0.0,0.00,22.0,0.00,,,,
142713,142713,,Transmission,Mk10,1,08:00:00 11-Sep-2016,16:00:00 11-Sep-2016,,,,0.0,0.00,22.0,0.00,,,,
