DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Leoncio,41614,Mk10,Strong,07-Dec-2021,21:10:10,07-Dec-2021,21:10:39
Leoncio,41614,Mk10,Strong,26-Apr-2022,07:33:32,26-Apr-2022,07:34:03
