DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Leoncio,41614,,Mk10,,21:10:10 07-Dec-2021,21:10:39 07-Dec-2021,29,3,-3.8466,-32.4161,CRC,1,0,,,,1.016,0.188,,-1.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,621,400,0,,,,
Leoncio,41614,,Mk10,,10:02:16 08-Dec-2021,10:02:45 08-Dec-2021,29,1,-3.8542,-32.4347,CRC,0,0,,,,1.016,0.120,,-1.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,623,401,0,,,,
Leoncio,41614,,Mk10,,,10:03:00 08-Dec-2021,,1,-3.8542,-32.4347,CRC,0,0,,1527,3.504,1.016,0.124,29.90,-1.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,623,401,0,,,,
Leoncio,41614,,Mk10,,10:02:46 08-Dec-2021,10:03:15 08-Dec-2021,29,1,-3.8542,-32.4347,CRC,0,0,,,,1.016,0.124,,-1.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,623,401,0,,,,
Leoncio,41614,,Mk10,,,12:07:39 08-Dec-2021,,2,-3.8515,-32.5084,CRC,1,0,,1621,3.440,1.008,0.132,28.40,-1.0,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,625,400,0,,,,
Leoncio,41614,,Mk10,,,23:39:22 12-Dec-2021,,0,-3.8878,-32.5460,CRC,0,0,,2709,3.376,1.016,0.212,27.90,-1.0,22.0,3,,,,,,,,,,,104,22,255,80,16,,,,,,,737,438,0,,,,
Leoncio,41614,,Mk10,,12:42:23 14-Dec-2021,12:42:53 14-Dec-2021,30,B,-3.8472,-32.5287,CRC,0,0,,,,1.024,0.164,,-1.5,22.0,3,,,,,,,,,,,137,21,255,79,16,,,,,,,784,461,0,,,,
Leoncio,41614,,Mk10,,,13:44:42 17-Dec-2021,,0,-3.8603,-32.4410,CRC,0,0,,3797,3.440,1.016,0.144,28.10,-2.0,20.0,2,,,,,,,,,,,77,21,252,71,16,,,,,,,868,497,0,,,,
Leoncio,41614,,Mk10,,,20:08:31 21-Dec-2021,,0,-3.8268,-32.4152,CRC,0,0,,4821,3.440,1.016,0.148,28.10,-1.0,22.0,2,,,,,,,,,,,97,20,255,69,16,,,,,,,993,552,0,,,,
Leoncio,41614,,Mk10,,18:49:43 01-Jan-2022,18:50:13 01-Jan-2022,30,0,-3.8552,-32.4335,CRC,0,0,,,,1.024,0.132,,-1.5,22.0,2,,,,,,,,,,,130,19,239,72,16,,,,,,,1307,704,0,,,,
Leoncio,41614,,Mk10,,,12:11:52 02-Jan-2022,,A,-3.8623,-32.4474,CRC,0,0,,7125,3.440,1.016,0.144,27.40,-1.0,24.0,3,,,,,,,,,,,140,18,254,72,16,,,,,,,1329,718,0,,,,
Leoncio,41614,,Mk10,,,09:13:55 06-Jan-2022,,1,-3.8516,-32.4378,,0,0,,7957,3.440,1.016,0.136,27.50,-26.5,22.0,4,,,,,,,,,,,175,147,188,50,5812,,,,,,,,,0,,,,
Leoncio,41614,,Mk10,,20:14:46 11-Jan-2022,20:15:16 11-Jan-2022,30,0,-3.9015,-32.3545,CRC,0,0,,,,1.016,0.140,,-1.0,22.0,3,,,,,,,,,,,171,17,234,64,16,,,,,,,1596,855,0,,,,
Leoncio,41614,,Mk10,,,11:51:50 12-Jan-2022,,2,-3.8515,-32.4507,CRC,0,0,,9365,3.376,1.016,0.216,28.00,-1.5,22.0,3,,,,,,,,,,,72,18,234,63,16,,,,,,,1616,866,0,,,,
Leoncio,41614,,Mk10,,,11:54:03 17-Jan-2022,,B,-3.8538,-32.4399,CRC,0,0,,10325,3.376,1.016,0.236,27.70,-1.0,22.0,2,,,,,,,,,,,129,17,255,50,16,,,,,,,1752,926,0,,,,
