DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
162661,162661,,Transmission,Mk10,1,12:28:00 30-Jul-2016,15:49:50 30-Jul-2016,Message,10,,,,12100.000000,12120.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,12:28:00 30-Jul-2016,13:55:10 30-Jul-2016,Surface,,,,,5229,5231,,,,,,,,,,,,,5230,0
162661,162661,,Transmission,Mk10,1,13:55:10 30-Jul-2016,14:08:30 30-Jul-2016,Dive,1,Square,4.5,4.5,799,801,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:08:30 30-Jul-2016,14:08:40 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:08:40 30-Jul-2016,14:11:00 30-Jul-2016,Dive,1,Square,3.0,3.0,139,141,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:11:00 30-Jul-2016,14:11:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:11:10 30-Jul-2016,14:15:00 30-Jul-2016,Dive,1,Square,2.5,2.5,229,231,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:15:00 30-Jul-2016,14:15:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:15:10 30-Jul-2016,14:31:00 30-Jul-2016,Dive,1,Square,4.0,4.0,949,951,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:31:00 30-Jul-2016,14:31:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:31:10 30-Jul-2016,15:49:50 30-Jul-2016,Dive,1,Square,10.5,10.5,4719,4721,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,15:50:00 30-Jul-2016,17:11:50 30-Jul-2016,Message,10,,,,4900.000000,4920.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,15:50:00 30-Jul-2016,15:50:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,15:50:10 30-Jul-2016,16:17:00 30-Jul-2016,Dive,1,Square,14.5,14.5,1609,1611,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,16:17:00 30-Jul-2016,16:17:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,16:17:10 30-Jul-2016,16:29:10 30-Jul-2016,Dive,1,Square,15.0,15.0,719,721,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,16:29:10 30-Jul-2016,16:29:30 30-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162661,162661,,Transmission,Mk10,1,16:29:30 30-Jul-2016,16:43:40 30-Jul-2016,Dive,1,Square,16.0,16.0,849,851,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,16:43:40 30-Jul-2016,16:44:10 30-Jul-2016,Surface,,,,,29,31,,,,,,,,,,,,,20,10
162661,162661,,Transmission,Mk10,1,16:44:10 30-Jul-2016,16:57:10 30-Jul-2016,Dive,1,Square,17.0,17.0,779,781,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,16:57:10 30-Jul-2016,16:57:40 30-Jul-2016,Surface,,,,,29,31,,,,,,,,,,,,,20,10
162661,162661,,Transmission,Mk10,1,16:57:40 30-Jul-2016,17:11:50 30-Jul-2016,Dive,1,Square,17.0,17.0,849,851,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,17:12:00 30-Jul-2016,18:25:20 30-Jul-2016,Message,10,,,,4390.000000,4410.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,17:12:00 30-Jul-2016,17:12:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,17:12:10 30-Jul-2016,17:26:10 30-Jul-2016,Dive,1,Square,17.0,17.0,839,841,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,17:26:10 30-Jul-2016,17:26:50 30-Jul-2016,Surface,,,,,39,41,,,,,,,,,,,,,31,9
162661,162661,,Transmission,Mk10,1,17:26:50 30-Jul-2016,17:53:30 30-Jul-2016,Dive,1,Square,17.5,17.5,1599,1601,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,17:53:30 30-Jul-2016,17:53:40 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,17:53:40 30-Jul-2016,17:59:30 30-Jul-2016,Dive,1,U,5.0,5.0,349,351,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,17:59:30 30-Jul-2016,17:59:40 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,17:59:40 30-Jul-2016,18:10:50 30-Jul-2016,Dive,1,Square,17.5,17.5,669,671,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,18:10:50 30-Jul-2016,18:11:00 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,18:11:00 30-Jul-2016,18:25:20 30-Jul-2016,Dive,1,Square,18.0,18.0,859,861,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,21:05:00 30-Jul-2016,22:54:00 30-Jul-2016,Message,10,,,,6530.000000,6550.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,21:05:00 30-Jul-2016,21:05:20 30-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162661,162661,,Transmission,Mk10,1,21:05:20 30-Jul-2016,21:24:40 30-Jul-2016,Dive,1,Square,17.5,17.5,1159,1161,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,21:24:40 30-Jul-2016,21:25:20 30-Jul-2016,Surface,,,,,39,41,,,,,,,,,,,,,31,9
162661,162661,,Transmission,Mk10,1,21:25:20 30-Jul-2016,21:52:50 30-Jul-2016,Dive,1,Square,17.5,17.5,1649,1651,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,21:52:50 30-Jul-2016,21:53:30 30-Jul-2016,Surface,,,,,39,41,,,,,,,,,,,,,31,9
162661,162661,,Transmission,Mk10,1,21:53:30 30-Jul-2016,22:14:30 30-Jul-2016,Dive,1,Square,17.5,17.5,1259,1261,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,22:14:30 30-Jul-2016,22:15:10 30-Jul-2016,Surface,,,,,39,41,,,,,,,,,,,,,31,9
162661,162661,,Transmission,Mk10,1,22:15:10 30-Jul-2016,22:35:10 30-Jul-2016,Dive,1,Square,18.0,18.0,1199,1201,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,22:35:10 30-Jul-2016,22:35:30 30-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162661,162661,,Transmission,Mk10,1,22:35:30 30-Jul-2016,22:54:00 30-Jul-2016,Dive,1,Square,18.0,18.0,1109,1111,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,03:16:00 31-Jul-2016,05:41:10 31-Jul-2016,Message,9,,,,8701.000000,8719.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,03:16:00 31-Jul-2016,03:17:30 31-Jul-2016,Surface,,,,,89,91,,,,,,,,,,,,,61,29
162661,162661,,Transmission,Mk10,2,03:17:30 31-Jul-2016,03:58:30 31-Jul-2016,Dive,1,Square,18.0,18.0,2459,2461,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,03:58:30 31-Jul-2016,04:00:00 31-Jul-2016,Surface,,,,,89,91,,,,,,,,,,,,,73,17
162661,162661,,Transmission,Mk10,2,04:00:00 31-Jul-2016,04:35:00 31-Jul-2016,Dive,1,Square,18.0,18.0,2099,2101,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,04:35:00 31-Jul-2016,04:36:20 31-Jul-2016,Surface,,,,,79,81,,,,,,,,,,,,,80,0
162661,162661,,Transmission,Mk10,2,04:36:20 31-Jul-2016,05:02:50 31-Jul-2016,Dive,1,Square,18.0,18.0,1589,1591,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,05:02:50 31-Jul-2016,05:04:00 31-Jul-2016,Surface,,,,,69,71,,,,,,,,,,,,,52,18
162661,162661,,Transmission,Mk10,2,05:04:00 31-Jul-2016,05:40:20 31-Jul-2016,Dive,1,Square,18.0,18.0,2179,2181,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,2,05:40:20 31-Jul-2016,05:41:10 31-Jul-2016,Surface,,,,,49,51,,,,,,,,,,,,,50,0
162661,162661,,Transmission,Mk10,1,14:38:00 31-Jul-2016,17:25:40 31-Jul-2016,Message,10,,,,10050.000000,10070.000000,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:38:00 31-Jul-2016,14:38:10 31-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:38:10 31-Jul-2016,14:58:40 31-Jul-2016,Dive,1,Square,23.0,23.0,1229,1231,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,14:58:40 31-Jul-2016,14:58:50 31-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162661,162661,,Transmission,Mk10,1,14:58:50 31-Jul-2016,15:46:20 31-Jul-2016,Dive,1,Square,23.5,23.5,2849,2851,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,1,15:46:20 31-Jul-2016,15:46:40 31-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162661,162661,,Transmission,Mk10,1,15:46:40 31-Jul-2016,16:09:20 31-Jul-2016,Dive,1,Square,23.0,23.0,1359,1361,,,,,,,,,,,,,,
