DeployID,Ptt,DepthSensor,Source,Instr,Date,Time Offset,Count,LocationQuality,Latitude,Longitude,BadTherm,NumBins,Partial,Depth1,MinTemp1,MaxTemp1,%Ox1,Discont1,Depth2,MinTemp2,MaxTemp2,%Ox2,Discont2,Depth3,MinTemp3,MaxTemp3,%Ox3,Discont3,Depth4,MinTemp4,MaxTemp4,%Ox4,Discont4,Depth5,MinTemp5,MaxTemp5,%Ox5,Discont5,Depth6,MinTemp6,MaxTemp6,%Ox6,Discont6,Depth7,MinTemp7,MaxTemp7,%Ox7,Discont7,Depth8,MinTemp8,MaxTemp8,%Ox8,Discont8,Depth9,MinTemp9,MaxTemp9,%Ox9,Discont9,Depth10,MinTemp10,MaxTemp10,%Ox10,Discont10,Depth11,MinTemp11,MaxTemp11,%Ox11,Discont11,Depth12,MinTemp12,MaxTemp12,%Ox12,Discont12,Depth13,MinTemp13,MaxTemp13,%Ox13,Discont13,Depth14,MinTemp14,MaxTemp14,%Ox14,Discont14,Depth15,MinTemp15,MaxTemp15,%Ox15,Discont15
162661,162661,,Transmission,Mk10,12:00:00 30-Jul-2016,10.00,1,,,,0,3,,0.000000,28.60,36.60,,,8.000000,29.00,29.80,,,16.000000,29.60,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,16:00:00 30-Jul-2016,10.00,1,,,,0,3,,0.000000,29.00,30.20,,,8.000000,28.80,29.60,,,16.000000,28.80,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,20:00:00 30-Jul-2016,10.00,1,,,,0,3,,0.000000,29.00,29.60,,,8.000000,29.00,29.20,,,16.000000,28.80,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,08:00:00 31-Jul-2016,10.00,1,,,,0,4,,0.000000,28.60,29.00,,,8.000000,28.20,29.00,,,16.000000,28.00,29.00,,,24.000000,28.80,28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,12:00:00 31-Jul-2016,10.00,1,,,,0,4,,0.000000,28.80,29.40,,,8.000000,28.80,29.40,,,16.000000,28.80,29.40,,,24.000000,28.80,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,12:00:00 01-Aug-2016,10.00,1,,,,0,4,,0.000000,28.80,29.60,,,8.000000,28.80,29.40,,,16.000000,28.80,29.60,,,24.000000,29.00,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,16:00:00 01-Aug-2016,10.00,1,,,,0,3,,0.000000,29.00,29.60,,,8.000000,28.60,29.40,,,16.000000,28.20,29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,04:00:00 02-Aug-2016,10.00,1,,,,0,3,,0.000000,29.00,29.20,,,8.000000,29.00,29.00,,,16.000000,28.60,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,12:00:00 02-Aug-2016,10.00,2,,,,0,4,,0.000000,28.60,29.20,,,8.000000,27.80,29.00,,,16.000000,27.80,29.20,,,24.000000,28.80,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,20:00:00 02-Aug-2016,10.00,1,,,,0,3,,0.000000,28.40,29.80,,,8.000000,26.60,29.40,,,16.000000,26.40,29.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,00:00:00 03-Aug-2016,10.00,1,,,,0,3,,0.000000,28.20,29.80,,,8.000000,26.40,29.20,,,16.000000,26.40,28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162661,162661,,Transmission,Mk10,16:00:00 03-Aug-2016,10.00,1,,,,0,6,,0.000000,29.60,30.20,,,8.000000,26.40,30.20,,,16.000000,26.00,29.80,,,24.000000,23.80,27.60,,,32.000000,21.80,24.40,,,40.000000,21.80,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
