DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Buddy,205544,Mk10,Strong,18-Jan-2021,10:39:06,18-Jan-2021,10:39:12
Buddy,205544,Mk10,Strong,04-May-2021,19:43:32,04-May-2021,19:43:42
