,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
Buddy,10-Jan-2021,21:40:00,20,6.000000,60,5,0,7,,,,,,,,,,,,,,15,11,22681,,,,32,11339,,,,21,7893,,,,4,16088,,,,27,30381,,,,8,13704,,,,1,32540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,10-Jan-2021,22:40:00,8,6.000000,61,5,1,8,,,,,,,,,,,,,,15,31,27853,,,,21,1794,,,,11,29028,,,,1,8042,,,,22,17668,,,,8,19689,,,,16,20149,,,,27,9753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,10-Jan-2021,23:40:00,6,6.000000,62,5,1,8,,,,,,,,,,,,,,15,3,22675,,,,7,5509,,,,31,24558,,,,11,14808,,,,8,22988,,,,21,467,,,,4,8404,,,,9,8750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,00:40:00,3,6.000000,63,,1,9,,,,,,,,,,,,,,15,3,3263,,,,1,11504,,,,4,10942,,,,26,18723,,,,11,15674,,,,9,8612,,,,7,27737,,,,21,21415,,,,8,13884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,02:40:00,1,6.000000,65,,1,9,,,,,,,,,,,,,,15,22,20644,,,,3,5582,,,,9,24000,,,,14,14933,,,,6,10904,,,,28,24390,,,,7,14986,,,,30,8302,,,,1,8512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,03:40:00,1,6.000000,66,5,1,7,,,,,,,,,,,,,,15,7,25639,,,,14,26071,,,,17,528,,,,3,19690,,,,28,22003,,,,30,5483,,,,9,29850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,04:40:00,2,6.000000,67,5,1,6,,,,,,,,,,,,,,15,19,14018,,,,7,18586,,,,14,13128,,,,28,18936,,,,8,5995,,,,30,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,05:40:00,2,6.000000,68,,1,9,,,,,,,,,,,,,,15,17,10425,,,,28,8446,,,,30,26121,,,,14,7730,,,,6,1038,,,,19,11471,,,,9,31332,,,,7,20270,,,,5,17948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,16:44:00,5,6.000000,72,5,0,5,,,,,,,,,,,,,,15,10,29052,,,,15,11916,,,,20,14706,,,,18,10830,,,,23,24364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,17:59:00,4,6.000000,73,,1,9,,,,,,,,,,,,,,15,18,24890,,,,20,26884,,,,10,9764,,,,23,20611,,,,32,21076,,,,24,22180,,,,27,14131,,,,29,18382,,,,2,14883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,18:59:00,2,6.000000,74,6,1,6,,,,,,,,,,,,,,15,31,17748,,,,27,26344,,,,29,32402,,,,18,6812,,,,32,23332,,,,26,30954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,20:01:45,1,6.000000,75,,0,9,,,,,,,,,,,,,,15,27,1989,,,,8,18011,,,,32,6519,,,,11,2166,,,,10,16688,,,,21,1496,,,,31,5122,,,,20,24170,,,,23,19134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,21:26:36,2,6.000000,76,7,0,7,,,,,,,,,,,,,,15,8,3090,,,,11,17777,,,,27,1458,,,,31,5761,,,,21,27896,,,,22,13188,,,,4,20582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,11-Jan-2021,22:54:00,1,6.000000,77,8,0,6,,,,,,,,,,,,,,15,22,32608,,,,21,12749,,,,11,15002,,,,1,9916,,,,4,9653,,,,31,18631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,00:32:13,5,6.000000,78,10,0,7,,,,,,,,,,,,,,15,1,25495,,,,7,27544,,,,11,26845,,,,21,7750,,,,3,182,,,,22,2107,,,,4,15319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,06:52:37,3,6.000000,80,17,0,4,,,,,,,,,,,,,,15,14,1953,,,,30,3663,,,,28,29260,,,,17,21598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,08:26:45,2,6.000000,81,18,0,8,,,,,,,,,,,,,,15,30,13080,,,,2,4234,,,,13,28838,,,,6,29182,,,,15,14210,,,,5,31801,,,,7,10486,,,,19,22668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,09:29:26,2,6.000000,82,18,0,8,,,,,,,,,,,,,,15,30,7912,,,,14,28786,,,,6,94,,,,28,23999,,,,13,18594,,,,15,9671,,,,5,2370,,,,2,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,11:32:37,5,6.000000,83,22,0,5,,,,,,,,,,,,,,15,12,20816,,,,2,9316,,,,25,11947,,,,29,16530,,,,5,20278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,12:33:38,1,6.000000,84,22,0,7,,,,,,,,,,,,,,15,29,28838,,,,25,16880,,,,2,10186,,,,18,27478,,,,5,7250,,,,12,9692,,,,24,28492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,15:55:15,4,6.000000,85,25,0,7,,,,,,,,,,,,,,15,26,26824,,,,18,26019,,,,29,10638,,,,10,15484,,,,15,31358,,,,20,3276,,,,23,8440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,16:57:00,1,6.000000,86,25,0,6,,,,,,,,,,,,,,15,20,18766,,,,23,26890,,,,10,26743,,,,32,24780,,,,18,1617,,,,15,30655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,18:15:32,3,6.000000,87,25,0,8,,,,,,,,,,,,,,15,31,6952,,,,10,26804,,,,29,27453,,,,26,29330,,,,32,30546,,,,23,30462,,,,16,23644,,,,20,11045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,12-Jan-2021,22:28:48,1,6.000000,89,30,0,5,,,,,,,,,,,,,,15,22,11792,,,,31,8963,,,,8,26464,,,,21,5389,,,,3,12171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,07:39:06,1,6.000000,92,40,0,4,,,,,,,,,,,,,,15,2,4214,,,,6,1268,,,,13,15046,,,,30,5724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,08:48:46,1,6.000000,93,,0,9,,,,,,,,,,,,,,15,2,28786,,,,6,517,,,,30,16688,,,,14,25946,,,,13,5220,,,,15,13658,,,,28,29506,,,,5,26682,,,,17,24329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,09:53:45,1,6.000000,94,40,0,4,,,,,,,,,,,,,,15,24,17203,,,,19,20998,,,,6,1794,,,,2,11937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,11:01:40,3,6.000000,95,40,0,6,,,,,,,,,,,,,,15,5,13756,,,,13,4774,,,,24,29880,,,,28,16322,,,,15,5128,,,,2,21883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,12:37:50,2,6.000000,96,41,0,7,,,,,,,,,,,,,,15,24,19232,,,,12,4230,,,,5,8409,,,,15,7228,,,,2,25467,,,,13,28455,,,,18,20442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,14:20:43,1,6.000000,97,42,0,6,,,,,,,,,,,,,,15,18,4118,,,,29,23033,,,,15,22927,,,,5,8918,,,,12,775,,,,25,12852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,16:54:10,3,6.000000,98,45,0,7,,,,,,,,,,,,,,15,29,28100,,,,18,7380,,,,32,1380,,,,15,31371,,,,26,23760,,,,25,25372,,,,31,15118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,17:56:44,1,6.000000,99,45,0,6,,,,,,,,,,,,,,15,10,24168,,,,27,31363,,,,32,21644,,,,23,32347,,,,20,7982,,,,29,22420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,19:57:35,1,6.000000,100,45,0,8,,,,,,,,,,,,,,15,32,8747,,,,11,137,,,,27,16099,,,,10,30282,,,,8,8085,,,,31,27730,,,,21,1995,,,,18,26030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddy,13-Jan-2021,22:30:26,1,6.000000,101,47,0,8,,,,,,,,,,,,,,15,22,2364,,,,31,27062,,,,1,23597,,,,16,32572,,,,4,29683,,,,10,12508,,,,3,2159,,,,26,31986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
