DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Buddy,205544,,Mk10,,,23:45:16 10-Jan-2021,,3,-3.8470,-32.4179,CRC,1,0,,500,3.568,1.040,0.160,23.90,1.0,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,67,4,,,,,
Buddy,205544,,Mk10,,,01:21:16 11-Jan-2021,,1,-3.8475,-32.4161,CRC,1,0,,564,3.504,1.048,0.160,23.40,0.5,0.0,0,,,,,,,,,,,255,255,255,80,16,,,,,,,68,4,,,,,
Buddy,205544,,Mk10,,,10:27:46 14-Jan-2021,,B,-3.8795,-32.4415,CRC,0,0,,1541,3.504,1.048,0.132,27.30,0.5,24.0,-1,,,,,,,,,,,90,21,255,80,16,,,,,,,163,56,,,,,
Buddy,205544,,Mk10,,,10:29:44 17-Jan-2021,,B,-3.8850,-32.4742,CRC,0,0,,2373,3.504,1.040,0.136,27.50,0.5,24.0,-1,,,,,,,,,,,106,18,255,80,16,,,,,,,250,103,,,,,
Buddy,205544,,Mk10,,,08:47:33 18-Jan-2021,,B,-3.8718,-32.4416,CRC,0,0,,2629,3.504,1.040,0.164,27.40,0.5,24.0,-1,,,,,,,,,,,228,20,255,80,16,,,,,,,277,119,,,,,
Buddy,205544,,Mk10,,10:39:06 18-Jan-2021,10:39:12 18-Jan-2021,6,B,-3.8689,-32.4315,CRC,0,0,,,,1.040,0.144,,0.5,24.0,-1,,,,,,,,,,,151,20,255,80,16,,,,,,,279,119,,,,,
Buddy,205544,,Mk10,,19:27:30 19-Jan-2021,19:27:36 19-Jan-2021,6,A,-3.8671,-32.4339,CRC,0,0,,,,1.040,0.156,,0.5,24.0,-1,,,,,,,,,,,255,20,255,80,16,,,,,,,314,131,,,,,
Buddy,205544,,Mk10,,,22:23:11 21-Jan-2021,,A,-3.8735,-32.4329,CRC,0,0,,3461,3.504,1.032,0.140,27.70,0.5,24.0,-1,,,,,,,,,,,226,20,255,80,16,,,,,,,376,167,,,,,
Buddy,205544,,Mk10,,11:31:53 24-Jan-2021,11:32:00 24-Jan-2021,7,2,-3.8668,-32.4330,CRC,0,0,,,,1.040,0.188,,0.5,24.0,-1,,,,,,,,,,,236,19,255,80,16,,,,,,,451,211,,,,,
Buddy,205544,,Mk10,,12:30:55 28-Jan-2021,12:31:01 28-Jan-2021,6,0,-3.8753,-32.4441,CRC,0,0,,,,1.048,0.188,,0.5,24.0,-1,,,,,,,,,,,99,19,255,78,16,,,,,,,576,285,,,,,
Buddy,205544,,Mk10,,12:57:31 31-Jan-2021,12:57:37 31-Jan-2021,6,A,-3.8801,-32.4296,CRC,0,0,,,,1.048,0.224,,0.5,24.0,-1,,,,,,,,,,,131,19,255,78,16,,,,,,,656,330,,,,,
Buddy,205544,,Mk10,,,20:01:55 31-Jan-2021,,0,-3.8768,-32.4309,CRC,0,0,,5765,3.504,1.040,0.152,27.90,0.5,24.0,-1,,,,,,,,,,,162,19,255,78,16,,,,,,,663,331,,,,,
