DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
Buddy,205544,Mk10,DS,6,5,0,,,22:01:00 10-Jan-2021,NK,3,-3.8459,-32.4128,-3.8459,-32.4128,56,,401677641,-117
Buddy,205544,Mk10,DS,7,5,1,,,22:19:45 10-Jan-2021,MA,3,-3.8472,-32.4191,-3.8472,-32.4191,56,,401677646,-116
Buddy,205544,Mk10,DS,2,1,0,,,22:25:00 10-Jan-2021,NP,B,-3.8477,-32.4186,-3.8477,-32.4186,6,,401677648,-127
Buddy,205544,Mk10,DS,2,0,1,630,630,22:40:45 10-Jan-2021,MC,B,-3.8468,-32.4161,-3.8468,-32.4161,6,,401677650,-132
Buddy,205544,Mk10,DS,6,1,3,,,23:32:30 10-Jan-2021,MB,3,-3.8472,-32.4166,-3.8472,-32.4166,68,,401677655,-129
Buddy,205544,Mk10,DS,8,3,0,,,23:41:30 10-Jan-2021,NN,3,-3.8470,-32.4179,-3.8470,-32.4179,56,,401677655,-123
Buddy,205544,Mk10,DS,3,0,0,135,90,00:00:15 11-Jan-2021,MA,3,-3.8466,-32.4181,-3.8466,-32.4181,56,,401677656,-119
Buddy,205544,Mk10,DS,6,2,0,,,00:31:00 11-Jan-2021,MC,3,-3.8465,-32.4164,-3.8465,-32.4164,58,,401677658,-117
Buddy,205544,Mk10,DS,1,0,0,,,01:10:45 11-Jan-2021,MB,B,-3.8462,-32.4160,-3.8462,-32.4160,8,,401677660,-131
Buddy,205544,Mk10,DS,4,0,0,90,90,01:22:00 11-Jan-2021,NN,1,-3.8475,-32.4161,-3.8475,-32.4161,56,,401677661,-127
Buddy,205544,Mk10,DS,3,0,1,225,180,07:22:00 11-Jan-2021,A1,A,-3.8341,-32.4225,-3.8341,-32.4225,8,,401677663,-137
Buddy,205544,Mk10,DS,5,0,2,180,90,07:40:15 11-Jan-2021,SR,2,-3.8461,-32.4155,-3.8461,-32.4155,56,,401677664,-135
Buddy,205544,Mk10,DS,3,0,1,225,180,07:49:45 11-Jan-2021,NP,A,-3.8475,-32.4145,-3.8475,-32.4145,6,,401677665,-137
Buddy,205544,Mk10,DS,3,0,0,90,90,08:54:15 11-Jan-2021,A1,A,-3.8488,-32.4162,-3.8488,-32.4162,8,,401677665,-124
Buddy,205544,Mk10,DS,5,1,1,,,19:13:15 11-Jan-2021,A1,2,-3.8709,-32.4384,-3.8709,-32.4384,58,,401677638,-141
Buddy,205544,Mk10,DS,3,0,1,128,82,20:20:03 11-Jan-2021,SR,A,-3.8591,-32.4444,-3.8591,-32.4444,7,,401677624,-118
Buddy,205544,Mk10,DS,2,0,0,147,147,20:30:59 11-Jan-2021,NP,B,-3.8667,-32.4431,-3.8667,-32.4431,6,,401677627,-125
Buddy,205544,Mk10,DS,1,0,1,,,20:51:55 11-Jan-2021,A1,B,-3.8672,-32.4431,-3.8672,-32.4431,6,,401677631,-139
Buddy,205544,Mk10,DS,1,0,0,,,23:26:34 11-Jan-2021,NN,B,-3.8580,-32.4485,-3.8580,-32.4485,8,,401677632,-135
Buddy,205544,Mk10,DS,2,0,1,237,237,00:02:09 12-Jan-2021,MC,B,-3.8764,-32.4402,-3.8764,-32.4402,8,,401677631,-122
Buddy,205544,Mk10,DS,1,0,1,,,00:50:28 12-Jan-2021,MB,B,-3.8801,-32.4390,-3.8801,-32.4390,8,,401677635,-136
Buddy,205544,Mk10,DS,3,0,2,270,19,08:28:06 12-Jan-2021,NK,A,-3.8476,-32.4331,-3.8476,-32.4331,8,,401677641,-130
Buddy,205544,Mk10,DS,3,0,2,96,57,08:40:16 12-Jan-2021,A1,A,-3.8744,-32.4316,-3.8744,-32.4316,6,,401677639,-129
Buddy,205544,Mk10,DS,4,0,2,167,16,08:54:31 12-Jan-2021,SR,3,-3.8724,-32.4344,-3.8724,-32.4344,66,,401677637,-128
Buddy,205544,Mk10,DS,3,0,0,115,84,09:23:28 12-Jan-2021,NP,A,-3.8707,-32.4333,-3.8707,-32.4333,6,,401677638,-127
Buddy,205544,Mk10,DS,2,0,1,28,28,10:09:58 12-Jan-2021,NK,B,-3.8607,-32.4344,-3.8607,-32.4344,8,,401677641,-129
Buddy,205544,Mk10,DS,2,0,2,30,30,10:37:16 12-Jan-2021,MA,B,-3.8791,-32.4363,-3.8791,-32.4363,6,,401677631,-115
Buddy,205544,Mk10,DS,2,0,2,30,30,10:37:16 12-Jan-2021,NN,B,-3.8644,-32.4255,-3.8644,-32.4255,6,,401677642,-130
Buddy,205544,Mk10,DS,2,0,1,75,75,11:05:05 12-Jan-2021,MC,B,-3.8755,-32.4275,-3.8755,-32.4275,6,,401677641,-120
Buddy,205544,Mk10,DS,2,0,1,116,116,12:16:11 12-Jan-2021,NN,B,-3.8718,-32.4285,-3.8718,-32.4285,8,,401677635,-127
Buddy,205544,Mk10,DS,2,0,1,22,22,20:38:41 12-Jan-2021,A1,B,-3.8688,-32.4299,-3.8688,-32.4299,8,,401677637,-132
Buddy,205544,Mk10,DS,1,0,0,,,21:04:59 12-Jan-2021,NK,B,-3.8684,-32.4271,-3.8684,-32.4271,6,,401677635,-128
Buddy,205544,Mk10,DS,1,0,1,,,22:01:18 12-Jan-2021,NP,B,-3.8656,-32.4231,-3.8656,-32.4231,8,,401677635,-129
Buddy,205544,Mk10,DS,1,0,0,,,23:46:42 12-Jan-2021,MC,B,-3.8638,-32.4214,-3.8638,-32.4214,8,,401677636,-119
Buddy,205544,Mk10,DS,1,0,0,,,00:55:15 13-Jan-2021,NN,B,-3.8635,-32.4219,-3.8635,-32.4219,8,,401677637,-133
Buddy,205544,Mk10,DS,4,0,1,144,31,08:19:45 13-Jan-2021,SR,2,-3.8723,-32.4376,-3.8723,-32.4376,68,,401677641,-122
Buddy,205544,Mk10,DS,2,0,0,53,53,08:26:15 13-Jan-2021,A1,B,-3.8725,-32.4357,-3.8725,-32.4357,6,,401677639,-125
Buddy,205544,Mk10,DS,4,0,1,118,15,09:07:55 13-Jan-2021,NP,2,-3.8740,-32.4341,-3.8740,-32.4341,58,,401677637,-125
Buddy,205544,Mk10,DS,1,0,0,,,09:40:44 13-Jan-2021,NK,B,-3.8741,-32.4337,-3.8741,-32.4337,8,,401677637,-133
Buddy,205544,Mk10,DS,1,0,0,,,10:22:39 13-Jan-2021,MA,B,-3.8742,-32.4333,-3.8742,-32.4333,8,,401677637,-124
