DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Lasquinha,205537,Mk10,Strong,25-Nov-2020,01:51:38,24-Nov-2020,23:51:40
Lasquinha,205537,Mk10,Strong,06-Jun-2021,21:27:03,06-Jun-2021,19:26:58
