DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Lasquinha,205537,,Mk10,,01:51:38 25-Nov-2020,23:51:40 24-Nov-2020,-7197,2,-3.8498,-32.4265,CRC,1,0,,,,1.008,0.156,,-0.5,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,32,2,,,,,
Lasquinha,205537,,Mk10,,12:12:16 02-Dec-2020,10:12:18 02-Dec-2020,-7197,2,-3.8380,-32.4409,CRC,0,0,,,,1.000,0.156,,0.0,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,42,2,,,,,
Lasquinha,205537,,Mk10,,13:29:10 02-Dec-2020,11:29:12 02-Dec-2020,-7197,1,-3.8468,-32.4425,CRC,1,0,,,,1.008,0.128,,0.0,0.0,0,,,,,,,,,,,255,255,255,80,,,,,,,,44,3,,,,,
Lasquinha,205537,,Mk10,,,13:07:23 05-Dec-2020,,0,-3.8723,-32.4265,CRC,0,0,,1517,3.376,1.008,0.188,27.80,-1.0,14.0,0,,,,,,,,,,,255,18,255,80,16,,,,,,,140,50,,,,,
Lasquinha,205537,,Mk10,,10:05:10 07-Dec-2020,08:05:12 07-Dec-2020,-7197,A,-3.8541,-32.4372,CRC,0,0,,,,1.008,0.128,,-1.0,18.0,1,,,,,,,,,,,255,18,255,80,16,,,,,,,204,87,,,,,
Lasquinha,205537,,Mk10,,22:26:36 09-Dec-2020,20:26:37 09-Dec-2020,-7198,B,-3.8436,-32.4387,CRC,0,0,,,,1.008,0.160,,-0.5,24.0,1,,,,,,,,,,,216,18,255,80,16,,,,,,,278,118,,,,,
Lasquinha,205537,,Mk10,,,11:46:07 12-Dec-2020,,1,-3.8429,-32.4504,CRC,0,0,,3117,3.376,1.008,0.144,27.70,-1.0,22.0,1,,,,,,,,,,,249,17,255,76,16,,,,,,,377,183,,,,,
Lasquinha,205537,,Mk10,,,09:32:19 17-Dec-2020,,1,-3.8441,-32.4489,,0,0,,5355,3.376,0.272,0.764,27.50,39.0,694.0,-17,,,,,,,,,,,159,35,123,243,35605,,,,,,,,,,,,,
Lasquinha,205537,,Mk10,,12:48:45 17-Dec-2020,10:48:46 17-Dec-2020,-7198,1,-3.8489,-32.4434,CRC,0,0,,,,1.008,0.160,,-1.0,24.0,0,,,,,,,,,,,255,16,255,76,16,,,,,,,544,279,,,,,
Lasquinha,205537,,Mk10,,,07:59:27 19-Dec-2020,,B,-3.8327,-32.5122,CRC,0,0,,4845,3.376,1.008,0.200,27.50,-1.0,26.0,1,,,,,,,,,,,69,16,255,50,16,,,,,,,603,311,,,,,
Lasquinha,205537,,Mk10,,,11:52:34 19-Dec-2020,,A,-3.8495,-32.4277,CRC,0,0,,4909,3.376,1.008,0.136,27.60,-1.0,26.0,1,,,,,,,,,,,194,16,255,75,16,,,,,,,607,311,,,,,
Lasquinha,205537,,Mk10,,10:11:35 20-Dec-2020,08:11:36 20-Dec-2020,-7198,1,-3.8501,-32.4456,CRC,0,0,,,,1.008,0.144,,-1.0,24.0,2,,,,,,,,,,,253,16,255,75,16,,,,,,,632,322,,,,,
Lasquinha,205537,,Mk10,,,10:08:21 20-Dec-2020,,0,-3.8231,-32.4471,CRC,0,0,,5165,3.376,1.008,0.176,27.40,-0.5,24.0,1,,,,,,,,,,,255,16,255,75,16,,,,,,,634,322,,,,,
Lasquinha,205537,,Mk10,,,09:20:36 21-Dec-2020,,0,-3.8423,-32.4251,CRC,0,0,,5421,3.376,1.008,0.144,27.50,-1.0,24.0,1,,,,,,,,,,,218,16,255,75,16,,,,,,,670,345,,,,,
Lasquinha,205537,,Mk10,,13:35:21 21-Dec-2020,11:35:22 21-Dec-2020,-7198,B,-3.8566,-32.4572,CRC,0,0,,,,0.992,0.144,,-1.0,24.0,1,,,,,,,,,,,236,16,255,75,16,,,,,,,672,345,,,,,
Lasquinha,205537,,Mk10,,10:22:57 22-Dec-2020,08:22:58 22-Dec-2020,-7198,1,-3.8505,-32.4266,CRC,0,0,,,,1.008,0.136,,-0.5,26.0,1,,,,,,,,,,,255,16,255,75,16,,,,,,,700,360,,,,,
Lasquinha,205537,,Mk10,,,08:11:59 24-Dec-2020,,B,-3.8471,-32.4621,CRC,0,0,,6189,3.376,1.008,0.188,27.40,-0.5,24.0,1,,,,,,,,,,,123,16,255,75,16,,,,,,,760,390,,,,,
Lasquinha,205537,,Mk10,,,11:48:46 25-Dec-2020,,B,-3.8461,-32.4398,CRC,0,0,,6509,3.376,1.008,0.144,27.60,-0.5,26.0,2,,,,,,,,,,,255,16,255,75,16,,,,,,,793,404,,,,,
Lasquinha,205537,,Mk10,,,07:39:48 26-Dec-2020,,0,-3.8622,-32.4459,CRC,0,0,,6701,3.376,1.008,0.132,27.40,-1.0,26.0,2,,,,,,,,,,,250,16,255,75,16,,,,,,,821,419,,,,,
