DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
142703,142703,Mk10,14:48:20 16-Feb-2016,,,,,,CRC 45388.18256,13:00:00 12-Oct-2016,TwentyMinTimeline,91,20,194,152,212,57,248,57,240,0,105,158,65,124,20,3,24,6,24,8,48,44,145,133,108,115,86,76,115,140,253,
142703,142703,Mk10,10:15:02 23-Jun-2016,,,2,19.4270,-99.0988,CRC 9298.42119,05:00:00 23-Jun-2016,DivePDT,146,69,33,174,82,32,169,173,230,56,0,,,,,,,,,,,,,,,,,,,,,
142703,142703,Mk10,10:17:58 23-Jun-2016,,,2,19.4270,-99.0988,CRC 10826.13034,05:00:00 23-Jun-2016,TAD,18,164,161,174,81,78,16,60,163,236,96,,,,,,,,,,,,,,,,,,,,,
142703,142703,Mk10,03:22:28 02-Jul-2016,,,,,,CRC 2026.63467,06:00:00 01-Jul-2016,TAD,16,126,161,194,99,114,40,0,128,0,64,,,,,,,,,,,,,,,,,,,,,
142703,142703,Mk10,00:48:28 10-Jul-2016,,,B,18.5015,-88.3269,CRC 12478.55278,16:00:00 09-Jul-2016,TimeSeries,211,11,225,211,8,0,194,93,93,223,119,116,157,200,137,200,136,136,136,136,138,137,213,220,137,201,223,93,221,201,220,
142703,142703,Mk10,12:15:06 31-Jul-2016,,,2,21.2189,-86.7390,CRC 35784.42835,12:15:01 31-Jul-2016,Status,4,1,254,195,193,139,200,50,18,17,17,5,136,91,255,253,68,66,0,,,,,,,,,,,,,
142703,142703,Mk10,12:22:16 31-Jul-2016,,,2,21.2189,-86.7390,CRC 4734.57983,12:15:00 31-Jul-2016,Fast-GPS,113,39,225,254,196,240,26,235,252,145,172,49,44,209,78,110,14,27,234,61,202,69,138,174,206,0,64,,,,,
142703,142703,Mk10,12:23:42 31-Jul-2016,,,2,21.2189,-86.7390,CRC 33565.17372,00:00:00 08-Jul-2016,TAT,40,49,209,208,0,156,83,213,229,0,1,,,,,,,,,,,,,,,,,,,,,
142703,142703,Mk10,14:55:54 31-Jul-2016,,,2,21.2408,-86.7498,CRC 16333.594,01:00:00 08-Jul-2016,PDT,147,252,209,208,24,42,27,144,49,104,104,,,,,,,,,,,,,,,,,,,,,
142703,142703,Mk10,14:58:29 31-Jul-2016,,,2,21.2408,-86.7498,CRC 49024.42585,04:00:00 29-Dec-2014,DiveDepth,59,248,11,58,69,194,36,135,62,108,255,,,,,,,,,,,,,,,,,,,,,
