DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
142703,142703,,Transmission,Mk10,2,00:00:00 23-Jun-2016,08:00:00 23-Jun-2016,,,,0.0,0.00,0.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 09-Jul-2016,16:00:00 09-Jul-2016,,,,0.0,0.00,2.0,0.00,,,,
142703,142703,,Transmission,Mk10,2,08:00:00 31-Jul-2016,16:00:00 31-Jul-2016,,,,0.0,0.00,9.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 01-Aug-2016,00:00:00 02-Aug-2016,,,,0.0,0.00,22.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 04-Aug-2016,00:00:00 05-Aug-2016,,,,0.0,0.00,25.0,0.25,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 06-Aug-2016,16:00:00 06-Aug-2016,,,,0.0,0.00,26.0,0.25,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 10-Aug-2016,08:00:00 10-Aug-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 12-Aug-2016,00:00:00 13-Aug-2016,,,,0.0,0.00,24.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 14-Aug-2016,08:00:00 14-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 16-Aug-2016,08:00:00 16-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 16-Aug-2016,16:00:00 16-Aug-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 18-Aug-2016,08:00:00 18-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 18-Aug-2016,16:00:00 18-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 22-Aug-2016,08:00:00 22-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 24-Aug-2016,08:00:00 24-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 24-Aug-2016,00:00:00 25-Aug-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 25-Aug-2016,16:00:00 25-Aug-2016,,,,0.0,0.00,28.0,0.25,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 26-Aug-2016,00:00:00 27-Aug-2016,,,,0.0,0.00,25.0,0.25,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 30-Aug-2016,00:00:00 31-Aug-2016,,,,0.0,0.00,22.5,0.00,,,,
142703,142703,,Transmission,Mk10,2,00:00:00 06-Sep-2016,08:00:00 06-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 07-Sep-2016,08:00:00 07-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 08-Sep-2016,08:00:00 08-Sep-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 09-Sep-2016,00:00:00 10-Sep-2016,,,,0.0,0.00,23.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,08:00:00 10-Sep-2016,16:00:00 10-Sep-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 13-Sep-2016,08:00:00 13-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142703,142703,,Transmission,Mk10,2,16:00:00 13-Sep-2016,00:00:00 14-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142703,142703,,Transmission,Mk10,2,00:00:00 14-Sep-2016,08:00:00 14-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,1,16:00:00 14-Sep-2016,00:00:00 15-Sep-2016,,,,0.0,0.00,23.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 16-Sep-2016,08:00:00 16-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
142703,142703,,Transmission,Mk10,2,16:00:00 19-Sep-2016,00:00:00 20-Sep-2016,,,,0.0,0.00,24.5,0.00,,,,
142703,142703,,Transmission,Mk10,1,00:00:00 20-Sep-2016,08:00:00 20-Sep-2016,,,,0.0,0.00,24.0,0.00,,,,
