,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
Green,09-Feb-2017,10:41:10,1,10.000000,106,2,0,7,,,,,,,,,,,,,,15,13,17188,,,,29,10754,,,,15,9733,,,,2,23225,,,,5,31951,,,,20,10176,,,,6,7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,19-Feb-2017,11:59:12,1,10.000000,142,64,0,8,,,,,,,,,,,,,,15,29,1080,,,,15,18156,,,,20,814,,,,13,24614,,,,21,12008,,,,24,23236,,,,18,5916,,,,5,8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,22-Feb-2017,21:31:43,1,10.000000,153,109,0,4,,,,,,,,,,,,,,15,23,23380,,,,16,3188,,,,26,200,,,,4,30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,23-Feb-2017,22:57:37,1,10.000000,157,112,0,7,,,,,,,,,,,,,,15,27,22342,,,,7,32277,,,,11,7932,,,,23,25050,,,,16,1178,,,,8,2247,,,,1,14886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,26-Feb-2017,21:21:23,1,10.000000,168,120,0,6,,,,,,,,,,,,,,15,27,19252,,,,8,1342,,,,23,25928,,,,7,15425,,,,9,8573,,,,3,8749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,03-Mar-2017,01:23:51,1,10.000000,182,,0,9,,,,,,,,,,,,,,15,28,6054,,,,7,22702,,,,11,24099,,,,30,8582,,,,8,17378,,,,22,20509,,,,17,11722,,,,1,22425,,,,3,28588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,04-Mar-2017,10:17:46,1,10.000000,187,173,0,8,,,,,,,,,,,,,,15,15,18148,,,,29,318,,,,13,670,,,,20,7660,,,,5,20583,,,,24,27741,,,,21,30114,,,,2,11308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,05-Mar-2017,20:31:19,1,10.000000,192,,0,9,,,,,,,,,,,,,,15,27,24240,,,,26,14345,,,,8,20220,,,,3,5764,,,,9,27217,,,,23,22611,,,,22,31834,,,,14,12251,,,,16,6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,09-Mar-2017,00:00:29,1,10.000000,202,212,0,6,,,,,,,,,,,,,,15,17,32006,,,,8,1864,,,,7,26984,,,,9,7380,,,,1,8108,,,,11,31581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,12-Mar-2017,04:15:21,3,10.000000,213,234,0,7,,,,,,,,,,,,,,15,28,27144,,,,6,29367,,,,2,20035,,,,17,32551,,,,12,3690,,,,5,27671,,,,9,25658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
