DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Green,162055,Mk10,Strong,21-Feb-2017,00:05:07,21-Feb-2017,00:05:17
Green,162055,Mk10,Strong,10-May-2017,13:57:50,10-May-2017,13:58:02
