,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
162055,09-Feb-2017,10:41:10,1,10.000000,106,2,0,7,25.4094,-80.2974,10:41:20.35 09-Feb-2017,FastGPS,25.4094,-80.2974,,,9.7,0.3,,,,15,13,17188,,,,29,10754,,,,15,9733,,,,2,23225,,,,5,31951,,,,20,10176,,,,6,7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,19-Feb-2017,11:59:12,1,10.000000,142,64,0,8,25.4100,-80.2969,11:59:22.08 19-Feb-2017,FastGPS,25.4100,-80.2969,,,7.0,0.1,,,,15,29,1080,,,,15,18156,,,,20,814,,,,13,24614,,,,21,12008,,,,24,23236,,,,18,5916,,,,5,8145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,22-Feb-2017,21:31:43,1,10.000000,153,109,0,4,25.4057,-80.2984,13:57:13 22-Feb-2017,MA,,,,,,,,,,15,23,23380,,,,16,3188,,,,26,200,,,,4,30780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,23-Feb-2017,22:57:37,1,10.000000,157,112,0,7,25.4071,-80.2991,22:57:47.73 23-Feb-2017,FastGPS,25.4071,-80.2991,,,11.4,0.7,,,,15,27,22342,,,,7,32277,,,,11,7932,,,,23,25050,,,,16,1178,,,,8,2247,,,,1,14886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,26-Feb-2017,21:21:23,1,10.000000,168,120,0,6,25.4061,-80.2989,21:21:33.77 26-Feb-2017,FastGPS,25.4061,-80.2989,,,10.5,0.8,,,,15,27,19252,,,,8,1342,,,,23,25928,,,,7,15425,,,,9,8573,,,,3,8749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,03-Mar-2017,01:23:51,1,10.000000,182,,0,9,25.4088,-80.2971,01:24:00.37 03-Mar-2017,FastGPS,25.4088,-80.2971,,,10.4,-0.6,,,,15,28,6054,,,,7,22702,,,,11,24099,,,,30,8582,,,,8,17378,,,,22,20509,,,,17,11722,,,,1,22425,,,,3,28588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,04-Mar-2017,10:17:46,1,10.000000,187,173,0,8,25.4078,-80.2967,10:17:55.92 04-Mar-2017,FastGPS,25.4078,-80.2967,,,9.4,-0.1,,,,15,15,18148,,,,29,318,,,,13,670,,,,20,7660,,,,5,20583,,,,24,27741,,,,21,30114,,,,2,11308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,05-Mar-2017,20:31:19,1,10.000000,192,,0,9,25.4061,-80.2991,20:31:29.94 05-Mar-2017,FastGPS,25.4061,-80.2991,,,8.0,0.9,,,,15,27,24240,,,,26,14345,,,,8,20220,,,,3,5764,,,,9,27217,,,,23,22611,,,,22,31834,,,,14,12251,,,,16,6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,09-Mar-2017,00:00:29,1,10.000000,202,212,0,6,25.4087,-80.2981,00:00:39.55 09-Mar-2017,FastGPS,25.4087,-80.2981,,,1.3,0.5,,,,15,17,32006,,,,8,1864,,,,7,26984,,,,9,7380,,,,1,8108,,,,11,31581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162055,12-Mar-2017,04:15:21,3,10.000000,213,234,0,7,25.4089,-80.2972,04:15:30.65 12-Mar-2017,FastGPS,25.4089,-80.2972,,,3.5,-0.3,,,,15,28,27144,,,,6,29367,,,,2,20035,,,,17,32551,,,,12,3690,,,,5,27671,,,,9,25658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
