DeployID,Ptt,Instr,Date,Duplicates,Satellite,LocationQuality,Latitude,Longitude,Reason,Possible Timestamp,Possible Type,Byte 0,Byte 1,Byte 2,Byte 3,Byte 4,Byte 5,Byte 6,Byte 7,Byte 8,Byte 9,Byte 10,Byte 11,Byte 12,Byte 13,Byte 14,Byte 15,Byte 16,Byte 17,Byte 18,Byte 19,Byte 20,Byte 21,Byte 22,Byte 23,Byte 24,Byte 25,Byte 26,Byte 27,Byte 28,Byte 29,Byte 30,Byte 31
165367,165367,UT,09:23:02 25-Feb-2017,,,B,-25.4309,-48.5504,CRC 6.106,,,32,75,0,0,0,0,0,16,196,32,18,1,233,80,0,106,1,64,43,,,,,,,,,,,,,
165367,165367,UT,17:48:27 25-Feb-2017,,,A,-25.4585,-48.5274,CRC 223.231,17:48:29 25-Feb-2017,Status,91,240,90,12,40,138,20,175,28,199,7,89,20,3,183,20,1,127,28,254,136,77,189,,,,,,,,,
165367,165367,UT,17:53:55 25-Feb-2017,,,A,-25.4585,-48.5274,CRC 6.15,17:53:55 25-Feb-2017,Status,38,221,199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,165367,UT,01:30:04 26-Feb-2017,,,B,-25.4823,-48.5321,CRC 1.3,01:30:04 26-Feb-2017,Status,33,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,165367,UT,11:03:57 26-Feb-2017,,,B,-25.4843,-48.5487,CRC 10.8,11:03:57 26-Feb-2017,Status,26,133,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,165367,UT,17:34:39 26-Feb-2017,,,B,-25.4887,-48.4428,CRC 142.89,17:34:41 26-Feb-2017,Status,81,208,90,12,40,138,20,175,29,70,42,88,18,4,237,18,1,159,191,17,237,165,251,,,,,,,,,
165367,165367,UT,17:41:34 26-Feb-2017,,,B,-25.4887,-48.4428,CRC 13.0,17:41:34 26-Feb-2017,Status,13,86,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,165367,UT,19:32:02 26-Feb-2017,,,B,-25.4786,-48.4334,CRC 2.3,19:32:02 26-Feb-2017,Status,18,81,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165367,165367,UT,06:33:02 27-Feb-2017,,,B,-25.4744,-48.4083,CRC 237.93,06:33:05 27-Feb-2017,Status,93,176,90,12,40,138,20,175,29,154,17,88,148,5,181,18,9,142,19,221,80,0,0,,,,,,,,,
165367,165367,UT,11:09:52 27-Feb-2017,,,B,-25.4829,-48.4404,CRC 63.158,11:09:55 27-Feb-2017,Status,71,240,90,12,40,138,20,175,29,172,157,216,20,5,221,18,3,74,19,213,31,255,254,,,,,,,,,
165367,165367,UT,11:12:16 27-Feb-2017,,,B,-25.4829,-48.4404,CRC 9.15,11:12:16 27-Feb-2017,Status,41,238,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
