DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,LocationQuality,Latitude,Longitude,MinDepth,MinDepthAccuracy,MaxDepth,MaxDepthAccuracy,MinTemp,MinTempAccuracy,MaxTemp,MaxTempAccuracy
162068,162068,,Transmission,Mk10,1,00:00:00 01-Aug-2016,08:00:00 01-Aug-2016,,,,0.0,0.00,17.0,0.00,,,,
162068,162068,,Transmission,Mk10,1,08:00:00 02-Aug-2016,16:00:00 02-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 04-Aug-2016,08:00:00 04-Aug-2016,,,,0.0,0.00,21.0,0.00,,,,
162068,162068,,Transmission,Mk10,1,16:00:00 04-Aug-2016,00:00:00 05-Aug-2016,,,,0.0,0.00,21.0,0.00,,,,
162068,162068,,Transmission,Mk10,1,16:00:00 07-Aug-2016,00:00:00 08-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 08-Aug-2016,08:00:00 08-Aug-2016,,,,0.0,0.00,21.0,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 09-Aug-2016,08:00:00 09-Aug-2016,,,,0.0,0.00,23.0,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 12-Aug-2016,08:00:00 12-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 13-Aug-2016,08:00:00 13-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,08:00:00 16-Aug-2016,16:00:00 16-Aug-2016,,,,0.0,0.00,25.0,0.25,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 17-Aug-2016,08:00:00 17-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,00:00:00 20-Aug-2016,08:00:00 20-Aug-2016,,,,0.0,0.00,18.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,08:00:00 21-Aug-2016,16:00:00 21-Aug-2016,,,,0.0,0.00,22.5,0.00,,,,
162068,162068,,Transmission,Mk10,1,08:00:00 22-Aug-2016,16:00:00 22-Aug-2016,,,,0.0,0.00,23.5,0.00,,,,
162068,162068,,Transmission,Mk10,2,08:00:00 23-Aug-2016,16:00:00 23-Aug-2016,,,,0.0,0.00,25.0,0.25,,,,
