DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
162068,162068,,Transmission,Mk10,2,12:28:00 30-Jul-2016,15:23:50 30-Jul-2016,Message,10,,,,10540.000000,10560.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,12:28:00 30-Jul-2016,13:56:20 30-Jul-2016,Surface,,,,,5299,5301,,,,,,,,,,,,,5300,0
162068,162068,,Transmission,Mk10,2,13:56:20 30-Jul-2016,14:18:20 30-Jul-2016,Dive,1,Square,3.5,3.5,1319,1321,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,14:18:20 30-Jul-2016,14:18:30 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,2,14:18:30 30-Jul-2016,14:21:20 30-Jul-2016,Dive,1,Square,3.0,3.0,169,171,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,14:21:20 30-Jul-2016,14:21:30 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,2,14:21:30 30-Jul-2016,14:33:10 30-Jul-2016,Dive,1,Square,5.5,5.5,699,701,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,14:33:10 30-Jul-2016,14:33:20 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,2,14:33:20 30-Jul-2016,15:05:00 30-Jul-2016,Dive,1,U,7.0,7.0,1899,1901,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,15:05:00 30-Jul-2016,15:05:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,2,15:05:10 30-Jul-2016,15:23:50 30-Jul-2016,Dive,1,Square,4.5,4.5,1119,1121,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,21:18:00 30-Jul-2016,00:11:00 31-Jul-2016,Message,10,,,,10370.000000,10390.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,21:18:00 30-Jul-2016,21:18:10 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,21:18:10 30-Jul-2016,21:43:10 30-Jul-2016,Dive,1,Square,14.0,14.0,1499,1501,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,21:43:10 30-Jul-2016,21:43:30 30-Jul-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162068,162068,,Transmission,Mk10,1,21:43:30 30-Jul-2016,21:55:10 30-Jul-2016,Dive,1,Square,14.5,14.5,699,701,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,21:55:10 30-Jul-2016,21:55:20 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,21:55:20 30-Jul-2016,22:24:20 30-Jul-2016,Dive,1,Square,17.0,17.0,1739,1741,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,22:24:20 30-Jul-2016,22:24:30 30-Jul-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,22:24:30 30-Jul-2016,23:48:10 30-Jul-2016,Dive,1,Square,18.5,18.5,5019,5021,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,23:48:10 30-Jul-2016,23:48:50 30-Jul-2016,Surface,,,,,39,41,,,,,,,,,,,,,40,0
162068,162068,,Transmission,Mk10,1,23:48:50 30-Jul-2016,00:11:00 31-Jul-2016,Dive,1,Square,20.0,20.0,1329,1331,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,15:27:00 01-Aug-2016,16:52:00 01-Aug-2016,Message,10,,,,5090.000000,5110.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,15:27:00 01-Aug-2016,15:27:20 01-Aug-2016,Surface,,,,,19,21,,,,,,,,,,,,,20,0
162068,162068,,Transmission,Mk10,1,15:27:20 01-Aug-2016,15:51:30 01-Aug-2016,Dive,1,Square,19.5,19.5,1449,1451,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,15:51:30 01-Aug-2016,15:52:20 01-Aug-2016,Surface,,,,,49,51,,,,,,,,,,,,,40,10
162068,162068,,Transmission,Mk10,1,15:52:20 01-Aug-2016,16:06:10 01-Aug-2016,Dive,1,Square,19.5,19.5,829,831,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,16:06:10 01-Aug-2016,16:06:40 01-Aug-2016,Surface,,,,,29,31,,,,,,,,,,,,,30,0
162068,162068,,Transmission,Mk10,1,16:06:40 01-Aug-2016,16:29:40 01-Aug-2016,Dive,1,Square,19.5,19.5,1379,1381,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,16:29:40 01-Aug-2016,16:30:20 01-Aug-2016,Surface,,,,,39,41,,,,,,,,,,,,,40,0
162068,162068,,Transmission,Mk10,1,16:30:20 01-Aug-2016,16:47:20 01-Aug-2016,Dive,1,Square,17.5,17.5,1019,1021,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,16:47:20 01-Aug-2016,16:48:50 01-Aug-2016,Surface,,,,,89,91,,,,,,,,,,,,,32,58
162068,162068,,Transmission,Mk10,1,16:48:50 01-Aug-2016,16:52:00 01-Aug-2016,Dive,1,V,4.5,4.5,189,191,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,16:52:00 01-Aug-2016,18:30:00 01-Aug-2016,Message,10,,,,5870.000000,5890.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,16:52:00 01-Aug-2016,16:52:10 01-Aug-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,2,16:52:10 01-Aug-2016,17:08:10 01-Aug-2016,Dive,1,Square,19.5,19.5,959,961,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,17:08:10 01-Aug-2016,17:09:00 01-Aug-2016,Surface,,,,,49,51,,,,,,,,,,,,,40,10
162068,162068,,Transmission,Mk10,2,17:09:00 01-Aug-2016,17:32:50 01-Aug-2016,Dive,1,Square,19.5,19.5,1429,1431,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,17:32:50 01-Aug-2016,17:34:00 01-Aug-2016,Surface,,,,,69,71,,,,,,,,,,,,,61,9
162068,162068,,Transmission,Mk10,2,17:34:00 01-Aug-2016,17:58:50 01-Aug-2016,Dive,1,Square,17.5,17.5,1489,1491,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,17:58:50 01-Aug-2016,17:59:40 01-Aug-2016,Surface,,,,,49,51,,,,,,,,,,,,,40,10
162068,162068,,Transmission,Mk10,2,17:59:40 01-Aug-2016,18:23:20 01-Aug-2016,Dive,1,Square,17.0,17.0,1419,1421,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,2,18:23:20 01-Aug-2016,18:24:50 01-Aug-2016,Surface,,,,,89,91,,,,,,,,,,,,,90,0
162068,162068,,Transmission,Mk10,2,18:24:50 01-Aug-2016,18:30:00 01-Aug-2016,Dive,1,Square,17.0,17.0,309,311,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,04:34:00 02-Aug-2016,08:05:30 02-Aug-2016,Message,9,,,,12681.000000,12699.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,04:34:00 02-Aug-2016,04:34:50 02-Aug-2016,Surface,,,,,49,51,,,,,,,,,,,,,31,19
162068,162068,,Transmission,Mk10,1,04:34:50 02-Aug-2016,05:22:50 02-Aug-2016,Dive,1,Square,14.5,14.5,2879,2881,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,05:22:50 02-Aug-2016,05:24:40 02-Aug-2016,Surface,,,,,109,111,,,,,,,,,,,,,71,39
162068,162068,,Transmission,Mk10,1,05:24:40 02-Aug-2016,06:14:30 02-Aug-2016,Dive,1,Square,14.0,14.0,2989,2991,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,06:14:30 02-Aug-2016,06:16:00 02-Aug-2016,Surface,,,,,89,91,,,,,,,,,,,,,41,49
162068,162068,,Transmission,Mk10,1,06:16:00 02-Aug-2016,07:03:30 02-Aug-2016,Dive,1,Square,14.0,14.0,2849,2851,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,07:03:30 02-Aug-2016,07:05:30 02-Aug-2016,Surface,,,,,119,121,,,,,,,,,,,,,74,46
162068,162068,,Transmission,Mk10,1,07:05:30 02-Aug-2016,08:04:20 02-Aug-2016,Dive,1,Square,14.0,14.0,3529,3531,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,08:04:20 02-Aug-2016,08:05:30 02-Aug-2016,Surface,,,,,69,71,,,,,,,,,,,,,52,18
162068,162068,,Transmission,Mk10,1,12:29:00 02-Aug-2016,14:25:30 02-Aug-2016,Message,10,,,,6980.000000,7000.000000,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,12:29:00 02-Aug-2016,12:58:10 02-Aug-2016,Dive,1,V,23.0,23.0,1749,1751,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,12:58:10 02-Aug-2016,12:58:20 02-Aug-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,12:58:20 02-Aug-2016,13:22:40 02-Aug-2016,Dive,1,U,22.5,22.5,1459,1461,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,13:22:40 02-Aug-2016,13:22:50 02-Aug-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,13:22:50 02-Aug-2016,13:58:20 02-Aug-2016,Dive,1,Square,20.0,20.0,2129,2131,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,13:58:20 02-Aug-2016,13:58:30 02-Aug-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
162068,162068,,Transmission,Mk10,1,13:58:30 02-Aug-2016,14:23:30 02-Aug-2016,Dive,1,Square,17.5,17.5,1499,1501,,,,,,,,,,,,,,
162068,162068,,Transmission,Mk10,1,14:23:30 02-Aug-2016,14:23:40 02-Aug-2016,Surface,,,,,9,11,,,,,,,,,,,,,10,0
