DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon
161641,161641,0.500000,UT,,17:17:17 01-Oct-2016,17:17:14 01-Oct-2016,-2,1,-25.4821,-48.4341,CRC,,,,760,3.200,,,24.00,,,,,,,,,,,,,,255,255,,,,,,,,,0,,,
161641,161641,0.500000,UT,,,17:17:43 01-Oct-2016,,1,-25.4821,-48.4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:18:12 01-Oct-2016,,1,-25.4821,-48.4341,,,,,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:18:41 01-Oct-2016,,1,-25.4821,-48.4341,,,,,,,,,24.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:21:06 01-Oct-2016,,1,-25.4821,-48.4341,,,,,,,,,24.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,19:45:37 01-Oct-2016,,B,-25.4829,-48.4343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,21:21:53 01-Oct-2016,21:21:50 01-Oct-2016,-2,B,-25.4798,-48.4355,CRC,,,,941,3.075,,,21.25,,,,,,,,,,,,,,153,255,,,,,,,,,0,,,
161641,161641,0.500000,UT,,,00:34:20 02-Oct-2016,,B,-25.4784,-48.4349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,10:08:21 02-Oct-2016,,B,-25.4761,-48.4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,11:45:25 02-Oct-2016,,B,-25.4781,-48.4362,,,,,1065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:02:59 02-Oct-2016,,B,-25.4795,-48.4404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,22:35:34 02-Oct-2016,,B,-25.4823,-48.4398,,,,,,,,,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,09:51:03 03-Oct-2016,,B,-25.4904,-48.4351,,,,,,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,1.00a,,18:34:37 03-Oct-2016,,B,-25.4904,-48.4337,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,21:01:50 03-Oct-2016,,B,-25.4893,-48.4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,12:45:02 04-Oct-2016,,B,-25.4824,-48.4301,,,,,,,,,20.90,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,20:51:24 04-Oct-2016,,B,-25.4828,-48.4230,,,,,,,,,21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,08:53:33 05-Oct-2016,,B,-25.4818,-48.4155,,,,,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,08:55:43 05-Oct-2016,08:55:36 05-Oct-2016,-6,B,-25.4818,-48.4155,CRC,,,,1521,3.150,,,20.80,,,,,,,,,,,,,,248,43,,,,,,,,,2,,,
161641,161641,0.500000,UT,,,21:17:16 05-Oct-2016,,A,-25.4827,-48.4560,,,,,1608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,21:19:30 05-Oct-2016,,A,-25.4827,-48.4560,,,,,,,,,21.40,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,1.00a,,21:25:10 05-Oct-2016,,A,-25.4827,-48.4560,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,07:57:53 06-Oct-2016,,B,-25.4759,-48.4595,,,,,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,09:17:17 06-Oct-2016,,B,-25.4749,-48.4519,,,,,,,,,21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:59:59 06-Oct-2016,,B,-25.4852,-48.4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,18:00:31 06-Oct-2016,,B,-25.4852,-48.4282,,,,,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,20:25:53 06-Oct-2016,,B,-25.4779,-48.4267,,,,,,,,,20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,20:26:59 06-Oct-2016,,B,-25.4779,-48.4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,22:11:19 06-Oct-2016,,B,-25.4776,-48.4253,,,,,,,,,20.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:47:20 07-Oct-2016,,B,-25.4778,-48.4455,,,,,1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,1.00a,,21:55:57 07-Oct-2016,,B,-25.4870,-48.4502,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,10:02:24 08-Oct-2016,,B,-25.4888,-48.4441,,,,,,,,,839.65,,,,,,,,,,,,,,,,,,,,,,,,,,,
161641,161641,0.500000,UT,,,17:37:01 08-Oct-2016,,A,-25.4846,-48.4341,,,,,,,,,23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
