DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Luquinha,205538,Mk10,Strong,09-Dec-2020,13:11:13,09-Dec-2020,11:11:15
Luquinha,205538,Mk10,Strong,06-Feb-2021,12:25:16,06-Feb-2021,10:25:18
