DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,MinDepth,MinAccuracy,MinSource,MaxDepth,MaxAccuracy,MaxSource
Luquinha,205538,,Mk10,08:00:00 25-Nov-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 25-Nov-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 02-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 02-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 03-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 03-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 04-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 04-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 05-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 05-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 06-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 06-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 07-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 07-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 08-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 08-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 09-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 09-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 10-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 10-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 11-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 11-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 12-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 12-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 13-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 13-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 14-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 14-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 15-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 15-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 16-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 16-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 17-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 18-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 18-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 19-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 19-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 20-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 20-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 21-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 21-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 22-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 22-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 23-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 23-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 24-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 24-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 25-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 25-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 26-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 26-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 27-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,20:00:00 27-Dec-2020,,,,0.000000,0.000000,Status,,,
Luquinha,205538,,Mk10,08:00:00 28-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,20:00:00 28-Dec-2020,,,,0.000000,0.000000,Fast-GPS,,,
Luquinha,205538,,Mk10,08:00:00 29-Dec-2020,,,,0.000000,0.000000,Status,,,
