DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
Luquinha,205538,,Mk10,20:00:00 04-Dec-2020,,,,0.0,28.3,Status
Luquinha,205538,,Mk10,09:00:00 07-Dec-2020,,,,0.0,27.5,Status
Luquinha,205538,,Mk10,12:00:00 09-Dec-2020,,,,0.0,27.6,Status
Luquinha,205538,,Mk10,11:00:00 10-Dec-2020,,,,0.0,27.5,Status
Luquinha,205538,,Mk10,21:00:00 15-Dec-2020,,,,0.0,27.6,Status
Luquinha,205538,,Mk10,20:00:00 20-Dec-2020,,,,0.0,27.7,Status
Luquinha,205538,,Mk10,09:00:00 23-Dec-2020,,,,0.0,27.4,Status
Luquinha,205538,,Mk10,08:00:00 25-Dec-2020,,,,0.0,27.4,Status
Luquinha,205538,,Mk10,09:00:00 27-Dec-2020,,,,0.0,27.3,Status
Luquinha,205538,,Mk10,20:00:00 27-Dec-2020,,,,0.0,27.8,Status
Luquinha,205538,,Mk10,10:00:00 29-Dec-2020,,,,0.0,27.3,Status
Luquinha,205538,,Mk10,09:00:00 06-Jan-2021,,,,0.0,27.4,Status
Luquinha,205538,,Mk10,08:00:00 10-Jan-2021,,,,0.0,27.4,Status
Luquinha,205538,,Mk10,09:00:00 11-Jan-2021,,,,0.0,27.4,Status
Luquinha,205538,,Mk10,13:00:00 12-Jan-2021,,,,0.0,27.5,Status
Luquinha,205538,,Mk10,10:00:00 14-Jan-2021,,,,0.0,27.5,Status
Luquinha,205538,,Mk10,20:00:00 20-Jan-2021,,,,0.0,27.6,Status
Luquinha,205538,,Mk10,22:00:00 21-Jan-2021,,,,0.0,27.6,Status
Luquinha,205538,,Mk10,08:00:00 23-Jan-2021,,,,0.0,27.5,Status
Luquinha,205538,,Mk10,10:00:00 24-Jan-2021,,,,0.0,27.7,Status
Luquinha,205538,,Mk10,10:00:00 25-Jan-2021,,,,0.0,28.0,Status
Luquinha,205538,,Mk10,12:00:00 30-Jan-2021,,,,0.0,28.1,Status
Luquinha,205538,,Mk10,07:00:00 31-Jan-2021,,,,0.0,28.2,Status
