DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Mr. Green (2nd tracking),226071,Mk10,Strong,18-Nov-2021,00:48:40,18-Nov-2021,00:48:41
Mr. Green (2nd tracking),226071,Mk10,Strong,04-Jun-2022,00:44:22,04-Jun-2022,00:44:52
