DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
Caramelo,226073,Mk10,DS,1,0,1,,,23:51:49 17-Nov-2021,NP,B,47.6901,-122.1652,47.6901,-122.1652,8,,401650000,-138
Caramelo,226073,Mk10,DS,4,0,0,80,60,00:51:34 18-Nov-2021,NK,1,47.6782,-122.1339,47.6782,-122.1339,58,,401677597,-125
Caramelo,226073,Mk10,DS,8,0,1,68,60,01:24:49 18-Nov-2021,SR,3,47.6765,-122.1346,47.6765,-122.1346,58,,401677599,-123
Caramelo,226073,Mk10,DS,13,0,2,65,60,01:26:49 18-Nov-2021,NP,3,47.6751,-122.1362,47.6751,-122.1362,56,,401677600,-122
Caramelo,226073,Mk10,DS,13,0,0,65,60,02:27:49 18-Nov-2021,NK,3,47.6773,-122.1319,47.6773,-122.1319,58,,401677603,-117
Caramelo,226073,Mk10,DS,12,0,0,60,60,02:59:19 18-Nov-2021,SR,3,47.6776,-122.1347,47.6776,-122.1347,58,,401677604,-125
Caramelo,226073,Mk10,DS,14,0,1,64,60,03:08:49 18-Nov-2021,NP,3,47.6782,-122.1280,47.6782,-122.1280,56,,401677604,-117
Caramelo,226073,Mk10,DS,11,0,1,60,60,03:26:19 18-Nov-2021,MC,3,47.6767,-122.1344,47.6767,-122.1344,56,,401677608,-116
Caramelo,226073,Mk10,DS,11,0,0,66,60,03:40:19 18-Nov-2021,NN,3,47.6775,-122.1354,47.6775,-122.1354,56,,401677607,-114
Caramelo,226073,Mk10,DS,10,0,0,73,60,04:04:49 18-Nov-2021,NK,3,47.6777,-122.1331,47.6777,-122.1331,58,,401677608,-131
Caramelo,226073,Mk10,DS,11,0,1,66,60,04:15:24 18-Nov-2021,MB,3,47.6770,-122.1358,47.6770,-122.1358,56,,401677608,-122
Caramelo,226073,Mk10,DS,9,0,0,60,60,04:45:49 18-Nov-2021,SR,3,47.6746,-122.1287,47.6746,-122.1287,57,,401677614,-125
Caramelo,226073,Mk10,DS,7,0,1,60,60,04:50:19 18-Nov-2021,NP,3,47.6740,-122.1278,47.6740,-122.1278,56,,401677617,-129
Caramelo,226073,Mk10,DS,15,0,1,60,60,05:06:49 18-Nov-2021,MC,1,47.6872,-122.1016,47.6872,-122.1016,46,,401677621,-110
Caramelo,226073,Mk10,DS,13,0,0,70,60,05:22:19 18-Nov-2021,NN,2,47.6883,-122.0869,47.6883,-122.0869,56,,401677628,-117
Caramelo,226073,Mk10,DS,3,0,0,15,15,13:33:33 10-Dec-2021,NN,A,-3.8792,-32.2612,5.5003,-71.8869,60,,401677600,-132
Caramelo,226073,Mk10,DS,7,0,0,91,91,20:16:47 10-Dec-2021,SR,3,-3.8471,-32.4143,-3.8471,-32.4143,58,,401677523,-119
Caramelo,226073,Mk10,DS,3,0,1,91,91,20:38:46 10-Dec-2021,NP,A,-3.8477,-32.4163,-3.8477,-32.4163,6,,401677527,-127
Caramelo,226073,Mk10,DS,5,0,0,113,91,21:28:04 10-Dec-2021,NK,3,-3.8460,-32.4130,-3.8460,-32.4130,58,,401677531,-121
Caramelo,226073,Mk10,DS,6,0,2,127,91,22:21:54 10-Dec-2021,NP,3,-3.8467,-32.4167,-3.8467,-32.4167,68,,401677531,-127
Caramelo,226073,Mk10,DS,2,0,0,91,91,22:33:17 10-Dec-2021,MC,B,-3.8469,-32.4150,-3.8469,-32.4150,6,,401677532,-122
Caramelo,226073,Mk10,DS,2,0,1,273,273,22:49:58 10-Dec-2021,NN,B,-3.8465,-32.4157,-3.8465,-32.4157,6,,401677534,-135
Caramelo,226073,Mk10,DS,4,0,1,151,91,23:21:34 10-Dec-2021,MB,3,-3.8470,-32.4150,-3.8470,-32.4150,68,,401677536,-129
Caramelo,226073,Mk10,DS,7,0,0,106,91,00:15:58 11-Dec-2021,MC,3,-3.8472,-32.4159,-3.8472,-32.4159,58,,401677534,-114
Caramelo,226073,Mk10,DS,5,0,0,113,91,00:29:18 11-Dec-2021,NN,3,-3.8473,-32.4164,-3.8473,-32.4164,56,,401677535,-115
Caramelo,226073,Mk10,DS,4,0,0,91,91,07:10:28 11-Dec-2021,SR,3,-3.8465,-32.4151,-3.8465,-32.4151,68,,401677540,-122
Caramelo,226073,Mk10,DS,2,0,0,91,91,08:30:51 11-Dec-2021,NK,B,-3.8484,-32.4175,-3.8484,-32.4175,8,,401677545,-126
Caramelo,226073,Mk10,DS,7,0,2,91,91,09:23:10 11-Dec-2021,NP,1,-3.8502,-32.4034,-3.8502,-32.4034,58,,401677540,-129
Caramelo,226073,Mk10,DS,2,0,0,182,182,10:08:40 11-Dec-2021,NK,B,-3.8491,-32.4164,-3.8491,-32.4164,8,,401677545,-133
Caramelo,226073,Mk10,DS,4,0,0,91,91,11:16:10 11-Dec-2021,MC,3,-3.8464,-32.4154,-3.8464,-32.4154,58,,401677548,-122
Caramelo,226073,Mk10,DS,3,0,0,136,91,11:37:39 11-Dec-2021,NN,A,-3.8457,-32.4155,-3.8457,-32.4155,6,,401677550,-137
Caramelo,226073,Mk10,DS,6,3,1,,,12:42:00 29-Jan-2022,MC,2,-3.8728,-32.4340,-3.8728,-32.4340,60,,401677646,-118
Caramelo,226073,Mk10,DS,5,0,1,96,29,20:27:07 29-Jan-2022,NK,1,-3.8737,-32.4370,-3.8737,-32.4370,58,,401677562,-129
Caramelo,226073,Mk10,DS,6,0,2,111,37,20:51:32 29-Jan-2022,NP,2,-3.8733,-32.4299,-3.8733,-32.4299,56,,401677564,-124
Caramelo,226073,Mk10,DS,4,0,1,110,67,20:55:36 29-Jan-2022,SR,1,-3.8746,-32.4329,-3.8746,-32.4329,56,,401677560,-122
Caramelo,226073,Mk10,DS,3,0,2,15,15,22:05:30 29-Jan-2022,NK,A,-3.8633,-32.4303,-3.8633,-32.4303,8,,401677558,-121
Caramelo,226073,Mk10,DS,2,0,0,206,206,22:32:49 29-Jan-2022,NP,B,-3.8696,-32.4264,-3.8696,-32.4264,8,,401677562,-125
Caramelo,226073,Mk10,DS,1,0,1,,,00:25:22 30-Jan-2022,MB,B,-3.8687,-32.4237,-3.8687,-32.4237,8,,401677561,-129
Caramelo,226073,Mk10,DS,1,0,0,,,00:38:28 30-Jan-2022,NN,B,-3.8696,-32.4259,-3.8696,-32.4259,6,,401677558,-117
Caramelo,226073,Mk10,DS,2,0,0,98,98,07:48:24 30-Jan-2022,SR,B,-3.8700,-32.4265,-3.8700,-32.4265,8,,401677557,-122
Caramelo,226073,Mk10,DS,2,0,1,93,93,07:59:51 30-Jan-2022,NP,B,-3.8700,-32.4172,-3.8700,-32.4172,6,,401677563,-133
Caramelo,226073,Mk10,DS,4,0,2,130,15,09:10:50 30-Jan-2022,NK,0,-3.8695,-32.4277,-3.8695,-32.4277,48,,401677563,-120
Caramelo,226073,Mk10,DS,2,0,1,282,282,09:46:19 30-Jan-2022,NP,B,-3.8748,-32.4181,-3.8748,-32.4181,8,,401677562,-129
Caramelo,226073,Mk10,DS,3,0,2,25,15,10:47:19 30-Jan-2022,NK,A,-3.8805,-32.4274,-3.8805,-32.4274,8,,401677560,-129
Caramelo,226073,Mk10,DS,3,0,2,25,15,10:47:19 30-Jan-2022,MC,A,-3.8850,-32.4275,-3.8850,-32.4275,,,401677562,-127
Caramelo,226073,Mk10,DS,2,0,1,15,15,11:28:03 30-Jan-2022,MB,B,-3.8839,-32.4291,-3.8839,-32.4291,8,,401677553,-121
Caramelo,226073,Mk10,DS,12,0,2,17,15,12:20:57 30-Jan-2022,MC,2,-3.8793,-32.4322,-3.8793,-32.4322,58,,401677561,-113
Caramelo,226073,Mk10,DS,6,0,0,15,15,13:25:04 30-Jan-2022,NN,0,-3.8592,-32.4203,-3.8592,-32.4203,58,,401677568,-128
Caramelo,226073,Mk10,DS,19,0,2,27,15,18:45:27 30-Jan-2022,SR,2,-3.8650,-32.4296,-3.8650,-32.4296,58,,401677562,-127
Caramelo,226073,Mk10,DS,3,0,2,15,15,20:00:53 30-Jan-2022,NK,A,-3.8617,-32.4331,,,8,,401677558,-135
Caramelo,226073,Mk10,DS,1,0,0,,,20:27:37 30-Jan-2022,SR,B,-3.8664,-32.4333,,,6,,401677563,-121
Caramelo,226073,Mk10,DS,4,0,2,233,108,22:23:42 30-Jan-2022,NP,3,-3.8769,-32.4461,,,68,,401677561,-126
Caramelo,226073,Mk10,DS,1,0,1,,,23:21:51 30-Jan-2022,MC,B,-3.8774,-32.4471,-3.8774,-32.4471,8,,401677556,-118
Caramelo,226073,Mk10,DS,1,0,1,,,00:06:38 31-Jan-2022,MB,B,-3.8745,-32.4462,-3.8745,-32.4462,8,,401677559,-126
Caramelo,226073,Mk10,DS,3,0,1,15,15,08:40:19 31-Jan-2022,NK,A,-3.8600,-32.4408,-3.8600,-32.4408,8,,401677566,-124
Caramelo,226073,Mk10,DS,12,0,1,54,15,08:55:31 31-Jan-2022,SR,2,-3.8762,-32.4375,-3.8762,-32.4375,58,,401677560,-122
Caramelo,226073,Mk10,DS,1,0,0,,,09:02:05 31-Jan-2022,A1,B,-3.8731,-32.4631,-3.8731,-32.4631,8,,401677554,-133
Caramelo,226073,Mk10,DS,5,0,1,99,15,09:27:53 31-Jan-2022,NP,1,-3.8714,-32.4663,-3.8714,-32.4663,56,,401677558,-119
Caramelo,226073,Mk10,DS,2,0,2,15,15,10:25:59 31-Jan-2022,MC,B,-3.8715,-32.4656,-3.8715,-32.4656,8,,401677552,-132
Caramelo,226073,Mk10,DS,6,0,1,15,15,10:26:29 31-Jan-2022,NK,0,-3.8725,-32.4645,-3.8725,-32.4645,56,,401677566,-129
Caramelo,226073,Mk10,DS,5,0,2,22,15,11:26:51 31-Jan-2022,NN,0,-3.8786,-32.4680,-3.8786,-32.4680,58,,401677564,-125
Caramelo,226073,Mk10,DS,4,0,0,15,15,13:12:11 31-Jan-2022,NN,0,-3.8752,-32.4409,-3.8752,-32.4409,48,,401677560,-126
Caramelo,226073,Mk10,DS,1,0,0,,,19:52:33 31-Jan-2022,SR,B,-3.8702,-32.4193,-3.8702,-32.4193,8,,401677557,-121
Caramelo,226073,Mk10,DS,2,0,0,126,126,20:32:14 31-Jan-2022,NP,B,-3.8791,-32.4370,-3.8791,-32.4370,8,,401677560,-129
Caramelo,226073,Mk10,DS,1,0,0,,,21:14:50 31-Jan-2022,NK,B,-3.8813,-32.4357,-3.8813,-32.4357,8,,401677562,-126
Caramelo,226073,Mk10,DS,1,0,0,,,22:09:52 31-Jan-2022,NP,B,-3.8825,-32.4395,-3.8825,-32.4395,8,,401677562,-126
Caramelo,226073,Mk10,DS,1,0,1,,,22:54:27 31-Jan-2022,NK,B,-3.8832,-32.4391,-3.8832,-32.4391,8,,401677559,-125
Caramelo,226073,Mk10,DS,2,0,1,414,414,23:01:22 31-Jan-2022,MC,B,-3.8842,-32.4314,-3.8842,-32.4314,8,,401677562,-124
Caramelo,226073,Mk10,DS,1,0,0,,,23:50:44 31-Jan-2022,MB,B,-3.8843,-32.4316,-3.8843,-32.4316,8,,401677557,-130
Caramelo,226073,Mk10,DS,3,0,0,153,134,06:46:53 01-Feb-2022,SR,A,-3.8566,-32.4308,-3.8566,-32.4308,8,,401677549,-126
Caramelo,226073,Mk10,DS,1,0,1,,,08:19:57 01-Feb-2022,NK,B,-3.8603,-32.4344,-3.8603,-32.4344,8,,401677559,-130
Caramelo,226073,Mk10,DS,4,0,1,191,136,08:23:41 01-Feb-2022,SR,3,-3.8713,-32.4342,-3.8713,-32.4342,58,,401677554,-118
Caramelo,226073,Mk10,DS,1,0,0,,,08:50:22 01-Feb-2022,A1,B,-3.8711,-32.4340,-3.8711,-32.4340,6,,401677557,-137
Caramelo,226073,Mk10,DS,11,0,1,48,15,09:17:14 01-Feb-2022,NP,3,-3.8714,-32.4372,-3.8714,-32.4372,56,,401677556,-122
Caramelo,226073,Mk10,DS,3,0,1,286,15,09:51:17 01-Feb-2022,NK,A,-3.8779,-32.4405,-3.8779,-32.4405,8,,401677555,-125
Caramelo,226073,Mk10,DS,1,0,0,,,10:00:35 01-Feb-2022,MC,B,-3.8719,-32.4372,-3.8719,-32.4372,6,,401677553,-129
Caramelo,226073,Mk10,DS,1,0,1,,,11:00:12 01-Feb-2022,NP,B,-3.8754,-32.4383,-3.8754,-32.4383,8,,401677554,-137
Caramelo,226073,Mk10,DS,2,0,0,19,19,11:20:02 01-Feb-2022,NN,B,-3.8659,-32.4396,-3.8659,-32.4396,6,,401677557,-123
Caramelo,226073,Mk10,DS,1,0,0,,,11:37:12 01-Feb-2022,MC,B,-3.8662,-32.4399,-3.8662,-32.4399,6,,401677556,-123
Caramelo,226073,Mk10,DS,2,0,0,15,15,19:06:19 01-Feb-2022,A1,B,-3.8753,-32.4352,-3.8753,-32.4352,8,,401677559,-127
