DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
Caramelo,226073,,Mk10,14:00:00 10-Dec-2021,,,,0.0,27.0,Status
Caramelo,226073,,Mk10,10:00:00 30-Jan-2022,,,,0.0,28.0,Status
Caramelo,226073,,Mk10,00:00:00 03-Feb-2022,,,,0.0,28.4,Status
Caramelo,226073,,Mk10,09:00:00 03-Feb-2022,,,,0.0,28.2,Status
Caramelo,226073,,Mk10,21:00:00 04-Feb-2022,,,,0.0,28.3,Status
Caramelo,226073,,Mk10,10:00:00 05-Feb-2022,,,,0.0,28.1,Status
Caramelo,226073,,Mk10,08:00:00 06-Feb-2022,,,,0.0,28.1,Status
Caramelo,226073,,Mk10,10:00:00 06-Feb-2022,,,,0.0,28.1,Status
Caramelo,226073,,Mk10,22:00:00 06-Feb-2022,,,,0.0,28.5,Status
Caramelo,226073,,Mk10,09:00:00 07-Feb-2022,,,,0.0,28.2,Status
Caramelo,226073,,Mk10,09:00:00 14-Feb-2022,,,,0.0,28.0,Status
Caramelo,226073,,Mk10,07:00:00 19-Feb-2022,,,,0.0,27.8,Status
Caramelo,226073,,Mk10,21:00:00 21-Feb-2022,,,,0.0,28.3,Status
Caramelo,226073,,Mk10,08:00:00 23-Feb-2022,,,,0.0,28.2,Status
Caramelo,226073,,Mk10,19:00:00 05-Mar-2022,,,,0.0,28.6,Status
Caramelo,226073,,Mk10,10:00:00 12-Mar-2022,,,,0.0,28.3,Status
Caramelo,226073,,Mk10,08:00:00 15-Mar-2022,,,,0.0,28.7,Status
Caramelo,226073,,Mk10,23:00:00 15-Mar-2022,,,,0.0,29.0,Status
Caramelo,226073,,Mk10,09:00:00 16-Mar-2022,,,,0.0,29.1,Status
Caramelo,226073,,Mk10,00:00:00 17-Mar-2022,,,,0.0,29.7,Status
Caramelo,226073,,Mk10,21:00:00 17-Mar-2022,,,,0.0,29.8,Status
Caramelo,226073,,Mk10,11:00:00 25-Mar-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,21:00:00 25-Mar-2022,,,,0.0,29.6,Status
Caramelo,226073,,Mk10,09:00:00 29-Mar-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,14:00:00 29-Mar-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,13:00:00 30-Mar-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,11:00:00 31-Mar-2022,,,,0.0,29.2,Status
Caramelo,226073,,Mk10,20:00:00 05-Apr-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,00:00:00 11-Apr-2022,,,,0.0,29.4,Status
Caramelo,226073,,Mk10,23:00:00 14-Apr-2022,,,,0.0,29.8,Status
Caramelo,226073,,Mk10,22:00:00 15-Apr-2022,,,,0.0,30.0,Status
Caramelo,226073,,Mk10,08:00:00 16-Apr-2022,,,,0.0,29.6,Status
Caramelo,226073,,Mk10,22:00:00 16-Apr-2022,,,,0.0,29.9,Status
Caramelo,226073,,Mk10,23:00:00 19-Apr-2022,,,,0.0,30.0,Status
Caramelo,226073,,Mk10,09:00:00 20-Apr-2022,,,,0.0,29.7,Status
Caramelo,226073,,Mk10,01:00:00 22-Apr-2022,,,,0.0,30.1,Status
Caramelo,226073,,Mk10,09:00:00 23-Apr-2022,,,,0.0,29.7,Status
Caramelo,226073,,Mk10,13:00:00 25-Apr-2022,,,,0.0,29.6,Status
Caramelo,226073,,Mk10,23:00:00 27-Apr-2022,,,,0.0,29.1,Status
Caramelo,226073,,Mk10,00:00:00 29-Apr-2022,,,,0.0,28.9,Status
Caramelo,226073,,Mk10,09:00:00 30-Apr-2022,,,,0.0,28.9,Status
Caramelo,226073,,Mk10,19:00:00 02-May-2022,,,,0.0,29.1,Status
Caramelo,226073,,Mk10,20:00:00 03-May-2022,,,,0.0,29.2,Status
Caramelo,226073,,Mk10,11:00:00 04-May-2022,,,,0.0,28.9,Status
Caramelo,226073,,Mk10,20:00:00 07-May-2022,,,,0.0,28.2,Status
Caramelo,226073,,Mk10,21:00:00 08-May-2022,,,,0.0,28.5,Status
Caramelo,226073,,Mk10,00:00:00 12-May-2022,,,,0.0,27.8,Status
Caramelo,226073,,Mk10,23:00:00 12-May-2022,,,,0.0,28.1,Status
Caramelo,226073,,Mk10,09:00:00 13-May-2022,,,,0.0,28.0,Status
Caramelo,226073,,Mk10,10:00:00 17-May-2022,,,,0.0,28.3,Status
Caramelo,226073,,Mk10,20:00:00 19-May-2022,,,,0.0,29.1,Status
Caramelo,226073,,Mk10,21:00:00 20-May-2022,,,,0.0,29.3,Status
Caramelo,226073,,Mk10,10:00:00 22-May-2022,,,,0.0,28.8,Status
Caramelo,226073,,Mk10,21:00:00 26-May-2022,,,,0.0,28.3,Status
Caramelo,226073,,Mk10,09:00:00 27-May-2022,,,,0.0,27.9,Status
Caramelo,226073,,Mk10,09:00:00 28-May-2022,,,,0.0,28.0,Status
Caramelo,226073,,Mk10,11:00:00 30-May-2022,,,,0.0,28.0,Status
Caramelo,226073,,Mk10,20:00:00 30-May-2022,,,,0.0,28.4,Status
