DeployID,Ptt,DepthSensor,Source,Instr,Count,Start,End,What,Number,Shape,DepthMin,DepthMax,DurationMin,DurationMax,Shallow,Deep
Green,142706,,Transmission,Mk10,2,23:26:50 08-Feb-2017,23:27:00 08-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,23:27:00 08-Feb-2017,00:04:00 09-Feb-2017,Dive,1,Square,2.0,2.0,2219,2221,,
Green,142706,,Transmission,Mk10,2,00:04:00 09-Feb-2017,00:04:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,00:04:10 09-Feb-2017,00:16:30 09-Feb-2017,Dive,1,Square,2.0,2.0,739,741,,
Green,142706,,Transmission,Mk10,2,00:16:30 09-Feb-2017,00:16:40 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,00:16:00 09-Feb-2017,02:30:40 09-Feb-2017,Message,10,,,,8070.000000,8090.000000,,
Green,142706,,Transmission,Mk10,1,00:16:00 09-Feb-2017,00:35:10 09-Feb-2017,Dive,1,Square,2.0,2.0,1149,1151,,
Green,142706,,Transmission,Mk10,1,00:35:10 09-Feb-2017,00:35:20 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,00:35:20 09-Feb-2017,00:45:00 09-Feb-2017,Dive,1,Square,2.0,2.0,579,581,,
Green,142706,,Transmission,Mk10,1,00:45:00 09-Feb-2017,00:45:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,00:45:10 09-Feb-2017,00:59:10 09-Feb-2017,Dive,1,Square,2.0,2.0,839,841,,
Green,142706,,Transmission,Mk10,1,00:59:10 09-Feb-2017,00:59:20 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,00:59:20 09-Feb-2017,01:10:20 09-Feb-2017,Dive,1,Square,2.0,2.0,659,661,,
Green,142706,,Transmission,Mk10,1,01:10:20 09-Feb-2017,01:10:30 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,01:10:30 09-Feb-2017,02:30:30 09-Feb-2017,Dive,1,Square,2.0,2.0,4799,4801,,
Green,142706,,Transmission,Mk10,1,02:30:30 09-Feb-2017,02:30:40 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,04:36:00 09-Feb-2017,06:18:50 09-Feb-2017,Message,10,,,,6160.000000,6180.000000,,
Green,142706,,Transmission,Mk10,2,04:36:00 09-Feb-2017,05:28:00 09-Feb-2017,Dive,1,Square,1.5,1.5,3119,3121,,
Green,142706,,Transmission,Mk10,2,05:28:00 09-Feb-2017,05:28:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,05:28:10 09-Feb-2017,05:34:00 09-Feb-2017,Dive,1,Square,1.5,1.5,349,351,,
Green,142706,,Transmission,Mk10,2,05:34:00 09-Feb-2017,05:34:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,05:34:10 09-Feb-2017,05:49:50 09-Feb-2017,Dive,1,Square,1.5,1.5,939,941,,
Green,142706,,Transmission,Mk10,2,05:49:50 09-Feb-2017,05:50:00 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,05:50:00 09-Feb-2017,06:06:40 09-Feb-2017,Dive,1,Square,1.0,1.0,999,1001,,
Green,142706,,Transmission,Mk10,2,06:06:40 09-Feb-2017,06:06:50 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,06:06:50 09-Feb-2017,06:18:40 09-Feb-2017,Dive,1,Square,1.0,1.0,709,711,,
Green,142706,,Transmission,Mk10,2,06:18:40 09-Feb-2017,06:18:50 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,06:19:00 09-Feb-2017,07:02:30 09-Feb-2017,Message,10,,,,2600.000000,2620.000000,,
Green,142706,,Transmission,Mk10,1,06:19:00 09-Feb-2017,06:25:10 09-Feb-2017,Dive,1,Square,1.0,1.0,369,371,,
Green,142706,,Transmission,Mk10,1,06:25:10 09-Feb-2017,06:25:20 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,06:25:20 09-Feb-2017,06:39:20 09-Feb-2017,Dive,1,Square,1.0,1.0,839,841,,
Green,142706,,Transmission,Mk10,1,06:39:20 09-Feb-2017,06:39:30 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,06:39:30 09-Feb-2017,06:46:00 09-Feb-2017,Dive,1,Square,1.0,1.0,389,391,,
Green,142706,,Transmission,Mk10,1,06:46:00 09-Feb-2017,06:46:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,06:46:10 09-Feb-2017,06:55:00 09-Feb-2017,Dive,1,Square,1.0,1.0,529,531,,
Green,142706,,Transmission,Mk10,1,06:55:00 09-Feb-2017,06:55:20 09-Feb-2017,Surface,,,,,19,21,20,0
Green,142706,,Transmission,Mk10,1,06:55:20 09-Feb-2017,07:02:20 09-Feb-2017,Dive,1,Square,1.0,1.0,419,421,,
Green,142706,,Transmission,Mk10,1,07:02:20 09-Feb-2017,07:02:30 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,07:02:00 09-Feb-2017,09:59:00 09-Feb-2017,Message,10,,,,10610.000000,10630.000000,,
Green,142706,,Transmission,Mk10,1,07:02:00 09-Feb-2017,07:13:50 09-Feb-2017,Dive,1,Square,1.5,1.5,709,711,,
Green,142706,,Transmission,Mk10,1,07:13:50 09-Feb-2017,07:14:40 09-Feb-2017,Surface,,,,,49,51,21,29
Green,142706,,Transmission,Mk10,1,07:14:40 09-Feb-2017,07:31:00 09-Feb-2017,Dive,1,Square,1.5,1.5,979,981,,
Green,142706,,Transmission,Mk10,1,07:31:00 09-Feb-2017,07:31:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,07:31:10 09-Feb-2017,08:33:20 09-Feb-2017,Dive,1,Square,1.5,1.5,3729,3731,,
Green,142706,,Transmission,Mk10,1,08:33:20 09-Feb-2017,08:33:30 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,08:33:30 09-Feb-2017,08:53:00 09-Feb-2017,Dive,1,Square,1.5,1.5,1169,1171,,
Green,142706,,Transmission,Mk10,1,08:53:00 09-Feb-2017,08:53:10 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,08:53:10 09-Feb-2017,09:58:50 09-Feb-2017,Dive,1,Square,1.5,1.5,3939,3941,,
Green,142706,,Transmission,Mk10,1,09:58:50 09-Feb-2017,09:59:00 09-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,08:31:00 10-Feb-2017,11:01:50 10-Feb-2017,Message,10,,,,9040.000000,9060.000000,,
Green,142706,,Transmission,Mk10,1,08:31:00 10-Feb-2017,08:47:40 10-Feb-2017,Dive,1,Square,1.0,1.0,999,1001,,
Green,142706,,Transmission,Mk10,1,08:47:40 10-Feb-2017,08:48:00 10-Feb-2017,Surface,,,,,19,21,20,0
Green,142706,,Transmission,Mk10,1,08:48:00 10-Feb-2017,10:21:50 10-Feb-2017,Dive,1,Square,1.5,1.5,5629,5631,,
Green,142706,,Transmission,Mk10,1,10:21:50 10-Feb-2017,10:22:10 10-Feb-2017,Surface,,,,,19,21,20,0
Green,142706,,Transmission,Mk10,1,10:22:10 10-Feb-2017,10:33:20 10-Feb-2017,Dive,1,Square,1.0,1.0,669,671,,
Green,142706,,Transmission,Mk10,1,10:33:20 10-Feb-2017,10:33:30 10-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,10:33:30 10-Feb-2017,10:46:50 10-Feb-2017,Dive,1,Square,1.0,1.0,799,801,,
Green,142706,,Transmission,Mk10,1,10:46:50 10-Feb-2017,10:47:20 10-Feb-2017,Surface,,,,,29,31,20,10
Green,142706,,Transmission,Mk10,1,10:47:20 10-Feb-2017,11:01:10 10-Feb-2017,Dive,1,Square,1.5,1.5,829,831,,
Green,142706,,Transmission,Mk10,1,11:01:10 10-Feb-2017,11:01:50 10-Feb-2017,Surface,,,,,39,41,31,9
Green,142706,,Transmission,Mk10,1,04:49:00 11-Feb-2017,07:17:00 11-Feb-2017,Message,10,,,,8870.000000,8890.000000,,
Green,142706,,Transmission,Mk10,1,04:49:00 11-Feb-2017,04:50:00 11-Feb-2017,Surface,,,,,59,61,50,10
Green,142706,,Transmission,Mk10,1,04:50:00 11-Feb-2017,05:11:20 11-Feb-2017,Dive,1,Square,2.0,2.0,1279,1281,,
Green,142706,,Transmission,Mk10,1,05:11:20 11-Feb-2017,05:12:20 11-Feb-2017,Surface,,,,,59,61,41,19
Green,142706,,Transmission,Mk10,1,05:12:20 11-Feb-2017,06:19:50 11-Feb-2017,Dive,1,Square,2.0,2.0,4049,4051,,
Green,142706,,Transmission,Mk10,1,06:19:50 11-Feb-2017,06:20:20 11-Feb-2017,Surface,,,,,29,31,30,0
Green,142706,,Transmission,Mk10,1,06:20:20 11-Feb-2017,06:36:40 11-Feb-2017,Dive,1,Square,1.5,1.5,979,981,,
Green,142706,,Transmission,Mk10,1,06:36:40 11-Feb-2017,06:36:50 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,06:36:50 11-Feb-2017,06:56:40 11-Feb-2017,Dive,1,Square,1.0,1.0,1189,1191,,
Green,142706,,Transmission,Mk10,1,06:56:40 11-Feb-2017,06:58:10 11-Feb-2017,Surface,,,,,89,91,41,49
Green,142706,,Transmission,Mk10,1,06:58:10 11-Feb-2017,07:17:00 11-Feb-2017,Dive,1,Square,1.5,1.5,1129,1131,,
Green,142706,,Transmission,Mk10,1,10:54:00 11-Feb-2017,18:53:50 11-Feb-2017,Message,9,,,,28752.000000,28828.000000,,
Green,142706,,Transmission,Mk10,1,10:54:00 11-Feb-2017,10:54:10 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,10:54:10 11-Feb-2017,11:43:20 11-Feb-2017,Dive,1,Square,1.0,1.0,2949,2951,,
Green,142706,,Transmission,Mk10,1,11:43:20 11-Feb-2017,11:43:30 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,11:43:30 11-Feb-2017,11:59:20 11-Feb-2017,Dive,1,Square,1.5,1.5,949,951,,
Green,142706,,Transmission,Mk10,1,11:59:20 11-Feb-2017,11:59:30 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,11:59:30 11-Feb-2017,16:44:30 11-Feb-2017,Dive,1,Square,2.0,2.0,17070,17130,,
Green,142706,,Transmission,Mk10,1,16:44:30 11-Feb-2017,16:44:40 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,16:44:40 11-Feb-2017,18:53:40 11-Feb-2017,Dive,1,Square,2.0,2.0,7739,7741,,
Green,142706,,Transmission,Mk10,1,18:53:40 11-Feb-2017,18:53:50 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,18:53:00 11-Feb-2017,00:18:10 12-Feb-2017,Message,9,,,,19501.000000,19519.000000,,
Green,142706,,Transmission,Mk10,1,18:53:00 11-Feb-2017,19:32:30 11-Feb-2017,Dive,1,Square,2.0,2.0,2369,2371,,
Green,142706,,Transmission,Mk10,1,19:32:30 11-Feb-2017,19:32:40 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,19:32:40 11-Feb-2017,20:07:20 11-Feb-2017,Dive,1,Square,1.5,1.5,2079,2081,,
Green,142706,,Transmission,Mk10,1,20:07:20 11-Feb-2017,20:07:30 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,20:07:30 11-Feb-2017,20:33:00 11-Feb-2017,Dive,1,Square,1.5,1.5,1529,1531,,
Green,142706,,Transmission,Mk10,1,20:33:00 11-Feb-2017,20:33:10 11-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,20:33:10 11-Feb-2017,23:46:50 11-Feb-2017,Dive,1,Square,1.5,1.5,11619,11621,,
Green,142706,,Transmission,Mk10,1,23:46:50 11-Feb-2017,23:47:20 11-Feb-2017,Surface,,,,,29,31,30,0
Green,142706,,Transmission,Mk10,1,23:47:20 11-Feb-2017,00:18:10 12-Feb-2017,Dive,1,Square,1.5,1.5,1849,1851,,
Green,142706,,Transmission,Mk10,2,07:18:00 12-Feb-2017,09:00:10 12-Feb-2017,Message,10,,,,6120.000000,6140.000000,,
Green,142706,,Transmission,Mk10,2,07:18:00 12-Feb-2017,07:18:40 12-Feb-2017,Surface,,,,,39,41,31,9
Green,142706,,Transmission,Mk10,2,07:18:40 12-Feb-2017,07:37:50 12-Feb-2017,Dive,1,Square,1.0,1.0,1149,1151,,
Green,142706,,Transmission,Mk10,2,07:37:50 12-Feb-2017,07:38:40 12-Feb-2017,Surface,,,,,49,51,40,10
Green,142706,,Transmission,Mk10,2,07:38:40 12-Feb-2017,07:56:30 12-Feb-2017,Dive,1,Square,1.0,1.0,1069,1071,,
Green,142706,,Transmission,Mk10,2,07:56:30 12-Feb-2017,07:57:10 12-Feb-2017,Surface,,,,,39,41,31,9
Green,142706,,Transmission,Mk10,2,07:57:10 12-Feb-2017,08:15:40 12-Feb-2017,Dive,1,Square,1.5,1.5,1109,1111,,
Green,142706,,Transmission,Mk10,2,08:15:40 12-Feb-2017,08:15:50 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,08:15:50 12-Feb-2017,08:45:20 12-Feb-2017,Dive,1,Square,1.0,1.0,1769,1771,,
Green,142706,,Transmission,Mk10,2,08:45:20 12-Feb-2017,08:45:30 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,08:45:30 12-Feb-2017,09:00:10 12-Feb-2017,Dive,1,Square,1.0,1.0,879,881,,
Green,142706,,Transmission,Mk10,1,09:00:00 12-Feb-2017,13:53:00 12-Feb-2017,Message,10,,,,17570.000000,17590.000000,,
Green,142706,,Transmission,Mk10,1,09:00:00 12-Feb-2017,09:00:10 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,09:00:10 12-Feb-2017,09:14:10 12-Feb-2017,Dive,1,Square,1.0,1.0,839,841,,
Green,142706,,Transmission,Mk10,1,09:14:10 12-Feb-2017,09:14:20 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,09:14:20 12-Feb-2017,10:03:30 12-Feb-2017,Dive,1,Square,1.0,1.0,2949,2951,,
Green,142706,,Transmission,Mk10,1,10:03:30 12-Feb-2017,10:03:40 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,10:03:40 12-Feb-2017,10:28:30 12-Feb-2017,Dive,1,Square,1.0,1.0,1489,1491,,
Green,142706,,Transmission,Mk10,1,10:28:30 12-Feb-2017,10:28:40 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,10:28:40 12-Feb-2017,13:32:30 12-Feb-2017,Dive,1,Square,1.5,1.5,11029,11031,,
Green,142706,,Transmission,Mk10,1,13:32:30 12-Feb-2017,13:32:40 12-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,13:32:40 12-Feb-2017,13:53:00 12-Feb-2017,Dive,1,Square,1.5,1.5,1219,1221,,
Green,142706,,Transmission,Mk10,2,04:53:00 13-Feb-2017,06:23:40 13-Feb-2017,Message,10,,,,5430.000000,5450.000000,,
Green,142706,,Transmission,Mk10,2,04:53:00 13-Feb-2017,04:53:30 13-Feb-2017,Surface,,,,,29,31,20,10
Green,142706,,Transmission,Mk10,2,04:53:30 13-Feb-2017,05:10:40 13-Feb-2017,Dive,1,Square,1.5,1.5,1029,1031,,
Green,142706,,Transmission,Mk10,2,05:10:40 13-Feb-2017,05:10:50 13-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,05:10:50 13-Feb-2017,05:31:50 13-Feb-2017,Dive,1,Square,1.5,1.5,1259,1261,,
Green,142706,,Transmission,Mk10,2,05:31:50 13-Feb-2017,05:32:00 13-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,2,05:32:00 13-Feb-2017,05:48:00 13-Feb-2017,Dive,1,Square,1.0,1.0,959,961,,
Green,142706,,Transmission,Mk10,2,05:48:00 13-Feb-2017,05:48:30 13-Feb-2017,Surface,,,,,29,31,30,0
Green,142706,,Transmission,Mk10,2,05:48:30 13-Feb-2017,06:05:20 13-Feb-2017,Dive,1,Square,1.5,1.5,1009,1011,,
Green,142706,,Transmission,Mk10,2,06:05:20 13-Feb-2017,06:06:10 13-Feb-2017,Surface,,,,,49,51,21,29
Green,142706,,Transmission,Mk10,2,06:06:10 13-Feb-2017,06:23:40 13-Feb-2017,Dive,1,Square,1.5,1.5,1049,1051,,
Green,142706,,Transmission,Mk10,1,16:26:00 13-Feb-2017,03:19:40 14-Feb-2017,Message,9,,,,39182.000000,39258.000000,,
Green,142706,,Transmission,Mk10,1,16:26:00 13-Feb-2017,18:04:10 13-Feb-2017,Dive,1,Square,2.0,2.0,5889,5891,,
Green,142706,,Transmission,Mk10,1,18:04:10 13-Feb-2017,18:04:20 13-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,18:04:20 13-Feb-2017,21:32:50 13-Feb-2017,Dive,1,Square,2.0,2.0,12509,12511,,
Green,142706,,Transmission,Mk10,1,21:32:50 13-Feb-2017,21:33:00 13-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,21:33:00 13-Feb-2017,02:11:00 14-Feb-2017,Dive,1,Square,1.5,1.5,16650,16710,,
Green,142706,,Transmission,Mk10,1,02:11:00 14-Feb-2017,02:11:10 14-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,02:11:10 14-Feb-2017,03:02:10 14-Feb-2017,Dive,1,Square,1.5,1.5,3059,3061,,
Green,142706,,Transmission,Mk10,1,03:02:10 14-Feb-2017,03:02:30 14-Feb-2017,Surface,,,,,19,21,20,0
Green,142706,,Transmission,Mk10,1,03:02:30 14-Feb-2017,03:19:40 14-Feb-2017,Dive,1,Square,1.5,1.5,1029,1031,,
Green,142706,,Transmission,Mk10,1,09:43:00 15-Feb-2017,14:02:20 15-Feb-2017,Message,10,,,,15550.000000,15570.000000,,
Green,142706,,Transmission,Mk10,1,09:43:00 15-Feb-2017,09:43:10 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,09:43:10 15-Feb-2017,10:50:40 15-Feb-2017,Dive,1,Square,2.0,2.0,4049,4051,,
Green,142706,,Transmission,Mk10,1,10:50:40 15-Feb-2017,10:50:50 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,10:50:50 15-Feb-2017,11:37:30 15-Feb-2017,Dive,1,Square,1.5,1.5,2799,2801,,
Green,142706,,Transmission,Mk10,1,11:37:30 15-Feb-2017,11:37:40 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,11:37:40 15-Feb-2017,11:41:40 15-Feb-2017,Dive,1,Square,1.0,1.0,239,241,,
Green,142706,,Transmission,Mk10,1,11:41:40 15-Feb-2017,11:41:50 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,11:41:50 15-Feb-2017,12:01:00 15-Feb-2017,Dive,1,Square,1.5,1.5,1149,1151,,
Green,142706,,Transmission,Mk10,1,12:01:00 15-Feb-2017,12:01:10 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,1,12:01:10 15-Feb-2017,14:02:20 15-Feb-2017,Dive,1,Square,2.0,2.0,7269,7271,,
Green,142706,,Transmission,Mk10,3,18:41:00 15-Feb-2017,01:09:10 16-Feb-2017,Message,10,,,,23251.000000,23329.000000,,
Green,142706,,Transmission,Mk10,3,18:41:00 15-Feb-2017,18:41:10 15-Feb-2017,Surface,,,,,9,11,10,0
Green,142706,,Transmission,Mk10,3,18:41:10 15-Feb-2017,23:31:10 15-Feb-2017,Dive,1,Square,2.0,2.0,17370,17430,,
Green,142706,,Transmission,Mk10,3,23:31:10 15-Feb-2017,23:31:20 15-Feb-2017,Surface,,,,,9,11,10,0
