DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Green,142706,,Mk10,,,23:19:15 08-Feb-2017,,2,25.4874,-80.3181,,0,0,,20980,3.376,,,25.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,02:46:40 11-Feb-2017,,B,25.4731,-80.3081,,0,0,,63771,3.376,,,36.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,12:04:50 14-Feb-2017,12:04:56 14-Feb-2017,6,A,25.4919,-80.3148,CRC,0,0,,,,0.968,0.236,,0.5,2.0,0,,,,,,,,,,,,18,255,77,16,,,,,,,,,,,,,
Green,142706,,Mk10,,07:29:37 21-Feb-2017,07:29:44 21-Feb-2017,7,A,25.4985,-80.3278,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,22:28:32 21-Feb-2017,22:28:39 21-Feb-2017,7,A,25.4868,-80.3183,CRC,0,0,,,,0.944,0.244,,1.0,2.0,0,,,,,,,,,,,,17,229,64,16,,,,,,,,,,,,,
Green,142706,,Mk10,,19:38:33 26-Feb-2017,19:38:39 26-Feb-2017,6,B,25.4975,-80.3190,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,01:37:24 03-Mar-2017,01:37:31 03-Mar-2017,7,B,25.4957,-80.3170,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,23:59:26 05-Mar-2017,23:59:33 05-Mar-2017,7,B,25.4940,-80.3268,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,13:29:14 07-Mar-2017,,B,25.4942,-80.3216,,0,0,,7899,3.312,,,19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,00:47:42 08-Mar-2017,00:47:49 08-Mar-2017,7,B,25.4987,-80.3186,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,15:01:31 10-Mar-2017,,A,25.4991,-80.3318,,0,0,,8667,3.376,,,23.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,20:37:29 10-Mar-2017,20:37:36 10-Mar-2017,7,3,25.4923,-80.3056,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,10:23:29 14-Mar-2017,10:23:36 14-Mar-2017,7,A,25.4945,-80.3200,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,02:29:29 15-Mar-2017,02:29:36 15-Mar-2017,7,A,25.5004,-80.3032,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,01:03:28 16-Mar-2017,,B,25.4963,-80.3203,,0,0,,10459,3.376,,,22.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,15:41:54 18-Mar-2017,15:42:01 18-Mar-2017,7,B,25.4974,-80.3179,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,11:16:56 20-Mar-2017,,B,25.4980,-80.3190,,0,0,,11483,3.376,,,21.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,20:18:53 20-Mar-2017,,B,25.4969,-80.3223,,0,0,,11611,3.312,,,23.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,11:40:26 23-Mar-2017,11:40:33 23-Mar-2017,7,0,25.4896,-80.3022,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,19:55:35 23-Mar-2017,19:55:43 23-Mar-2017,8,3,25.5008,-80.3125,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,,01:41:22 25-Mar-2017,,B,25.4933,-80.3268,,0,0,,12891,3.376,,,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,14:02:18 25-Mar-2017,14:02:26 25-Mar-2017,8,B,25.4972,-80.3156,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,15:54:16 27-Mar-2017,15:54:23 27-Mar-2017,7,B,25.5034,-80.3186,CRC,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green,142706,,Mk10,,12:31:18 29-Mar-2017,12:31:26 29-Mar-2017,8,A,25.4864,-80.3184,CRC,0,0,,,,0.992,0.224,,1.0,4.0,0,,,,,,,,,,,,17,175,50,16,,,,,,,,,,,,,
