DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Green,142706,Mk10,Strong,14-Feb-2017,12:04:50,14-Feb-2017,12:04:56
Green,142706,Mk10,Strong,28-May-2017,11:09:43,28-May-2017,11:09:53
