DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
Julio Grande,195967,Mk10,DS,3,0,3,8,4,00:37:42 05-Dec-2019,NK,A,47.9231,-122.1284,47.9231,-122.1284,,,401677543,-133
Julio Grande,195967,Mk10,DS,3,0,3,8,4,00:37:39 05-Dec-2019,K,A,47.9230,-122.1280,,,,,401677543,-133
Julio Grande,195967,Mk10,DS,2,0,0,90,90,19:13:55 16-Dec-2019,SR,B,-9.3200,-8.3587,-4.0229,-32.4813,,,401677446,-134
Julio Grande,195967,Mk10,DS,2,0,0,90,90,19:13:11 16-Dec-2019,R,B,-9.3200,-8.3590,,,,,401677446,-134
Julio Grande,195967,Mk10,DS,3,2,0,,,19:55:40 16-Dec-2019,NP,A,-3.8536,-32.4183,-3.8536,-32.4183,4,,401677567,-129
Julio Grande,195967,Mk10,DS,3,2,0,,,19:58:11 16-Dec-2019,P,A,-3.8540,-32.4180,,,4,,401677567,-129
Julio Grande,195967,Mk10,DS,6,5,0,,,20:52:40 16-Dec-2019,SR,2,-3.8446,-32.4224,-3.8446,-32.4224,58,,401677577,-129
Julio Grande,195967,Mk10,DS,6,5,0,,,20:56:41 16-Dec-2019,R,2,-3.8450,-32.4220,,,58,,401677577,-129
Julio Grande,195967,Mk10,DS,5,2,0,,,21:02:04 16-Dec-2019,NK,1,-3.8403,-32.4234,-3.8403,-32.4234,46,,401677560,-122
Julio Grande,195967,Mk10,DS,5,2,0,,,21:04:11 16-Dec-2019,K,1,-3.8400,-32.4230,,,46,,401677560,-122
Julio Grande,195967,Mk10,DS,1,0,0,,,21:35:40 16-Dec-2019,NP,B,-3.8105,-32.4081,-3.8105,-32.4081,8,,401677542,-130
Julio Grande,195967,Mk10,DS,1,0,0,,,21:35:41 16-Dec-2019,P,B,-3.8110,-32.4080,,,8,,401677542,-130
Julio Grande,195967,Mk10,DS,1,0,0,,,22:08:40 16-Dec-2019,MA,B,-3.8304,-32.4146,-3.8304,-32.4146,8,,401677545,-125
Julio Grande,195967,Mk10,DS,1,0,0,,,22:08:41 16-Dec-2019,A,B,-3.8300,-32.4150,,,8,,401677545,-125
Julio Grande,195967,Mk10,DS,4,1,0,,,22:39:25 16-Dec-2019,NK,1,-3.8458,-32.4182,-3.8458,-32.4182,57,,401677551,-123
Julio Grande,195967,Mk10,DS,4,1,0,,,22:40:11 16-Dec-2019,K,1,-3.8460,-32.4180,,,57,,401677551,-123
Julio Grande,195967,Mk10,DS,1,0,0,,,22:44:40 16-Dec-2019,MC,B,-3.8457,-32.4177,-3.8457,-32.4177,6,,401677551,-126
Julio Grande,195967,Mk10,DS,1,0,0,,,22:44:41 16-Dec-2019,C,B,-3.8460,-32.4180,,,6,,401677551,-126
Julio Grande,195967,Mk10,DS,1,0,1,,,23:23:40 16-Dec-2019,MB,B,-3.8332,-32.4126,-3.8332,-32.4126,8,,401677553,-134
Julio Grande,195967,Mk10,DS,1,0,1,,,23:23:41 16-Dec-2019,B,B,-3.8330,-32.4130,,,8,,401677553,-134
Julio Grande,195967,Mk10,DS,8,5,0,,,23:31:10 16-Dec-2019,NN,3,-3.8480,-32.4197,-3.8480,-32.4197,56,,401677558,-124
Julio Grande,195967,Mk10,DS,8,5,0,,,23:38:41 16-Dec-2019,N,3,-3.8480,-32.4200,,,56,,401677558,-124
Julio Grande,195967,Mk10,DS,8,4,1,,,23:52:55 16-Dec-2019,MA,3,-3.8471,-32.4169,-3.8471,-32.4169,56,,401677560,-120
Julio Grande,195967,Mk10,DS,8,4,1,,,23:53:41 16-Dec-2019,A,3,-3.8470,-32.4170,,,56,,401677560,-120
Julio Grande,195967,Mk10,DS,7,1,1,,,00:25:55 17-Dec-2019,MC,3,-3.8482,-32.4155,-3.8482,-32.4155,58,,401677560,-116
Julio Grande,195967,Mk10,DS,7,1,1,,,00:28:11 17-Dec-2019,C,3,-3.8480,-32.4160,,,58,,401677560,-116
Julio Grande,195967,Mk10,DS,7,1,1,,,07:03:06 17-Dec-2019,NP,3,-3.8487,-32.4150,-3.8487,-32.4150,58,,401677557,-124
Julio Grande,195967,Mk10,DS,7,1,1,,,07:03:51 17-Dec-2019,P,3,-3.8490,-32.4150,,,58,,401677557,-124
Julio Grande,195967,Mk10,DS,4,1,0,,,07:48:28 17-Dec-2019,SR,3,-3.8473,-32.4166,-3.8473,-32.4166,58,,401677559,-120
Julio Grande,195967,Mk10,DS,4,1,0,,,07:51:51 17-Dec-2019,R,3,-3.8470,-32.4170,,,58,,401677559,-120
Julio Grande,195967,Mk10,DS,7,2,2,,,08:39:51 17-Dec-2019,NP,2,-3.8506,-32.4020,-3.8506,-32.4020,57,,401677575,-129
Julio Grande,195967,Mk10,DS,7,2,2,,,08:47:21 17-Dec-2019,P,2,-3.8510,-32.4020,,,57,,401677575,-129
Julio Grande,195967,Mk10,DS,3,0,0,90,90,09:24:51 17-Dec-2019,SR,A,-3.8476,-32.4139,-3.8476,-32.4139,8,,401677579,-128
Julio Grande,195967,Mk10,DS,3,0,0,90,90,09:24:51 17-Dec-2019,R,A,-3.8480,-32.4140,,,8,,401677579,-128
Julio Grande,195967,Mk10,DS,7,2,0,,,09:37:55 17-Dec-2019,NK,2,-3.8481,-32.4142,-3.8481,-32.4142,56,,401677582,-121
Julio Grande,195967,Mk10,DS,7,2,0,,,09:42:51 17-Dec-2019,K,2,-3.8480,-32.4140,,,56,,401677582,-121
Julio Grande,195967,Mk10,DS,5,1,0,,,10:33:51 17-Dec-2019,NN,1,-3.8432,-32.4246,-3.8432,-32.4246,47,,401677597,-133
Julio Grande,195967,Mk10,DS,5,1,0,,,10:38:21 17-Dec-2019,N,1,-3.8430,-32.4250,,,47,,401677597,-133
Julio Grande,195967,Mk10,DS,11,2,1,,,10:41:21 17-Dec-2019,MA,2,-3.8468,-32.4191,-3.8468,-32.4191,6,,401677602,-126
Julio Grande,195967,Mk10,DS,11,2,1,,,10:51:51 17-Dec-2019,A,2,-3.8470,-32.4190,,,6,,401677602,-126
Julio Grande,195967,Mk10,DS,6,1,0,,,11:21:51 17-Dec-2019,MC,3,-3.8448,-32.4134,-3.8448,-32.4134,68,,401677610,-117
Julio Grande,195967,Mk10,DS,6,1,0,,,11:24:51 17-Dec-2019,C,3,-3.8450,-32.4130,,,68,,401677610,-117
Julio Grande,195967,Mk10,DS,3,0,1,315,90,11:56:21 17-Dec-2019,MB,A,-3.8451,-32.4144,-3.8451,-32.4144,8,,401677604,-125
Julio Grande,195967,Mk10,DS,3,0,1,315,90,12:05:21 17-Dec-2019,B,A,-3.8450,-32.4140,,,8,,401677604,-125
Julio Grande,195967,Mk10,DS,3,0,0,180,180,12:15:51 17-Dec-2019,NN,A,-3.8484,-32.4147,-3.8484,-32.4147,6,,401677604,-130
Julio Grande,195967,Mk10,DS,3,0,0,180,180,12:17:21 17-Dec-2019,N,A,-3.8480,-32.4150,,,6,,401677604,-130
Julio Grande,195967,Mk10,DS,3,0,1,180,90,12:24:06 17-Dec-2019,MA,A,-3.8408,-32.4128,-3.8408,-32.4128,6,,401677609,-124
Julio Grande,195967,Mk10,DS,3,0,1,180,90,12:23:21 17-Dec-2019,A,A,-3.8410,-32.4130,,,6,,401677609,-124
Julio Grande,195967,Mk10,DS,2,0,1,360,360,13:02:21 17-Dec-2019,MC,B,-3.8407,-32.4108,-3.8407,-32.4108,8,,401677614,-122
Julio Grande,195967,Mk10,DS,2,0,1,360,360,13:02:21 17-Dec-2019,C,B,-3.8410,-32.4110,,,8,,401677614,-122
Julio Grande,195967,Mk10,DS,8,1,1,,,00:02:36 18-Dec-2019,MC,3,-3.8477,-32.4185,-3.8477,-32.4185,58,,401677570,-116
Julio Grande,195967,Mk10,DS,8,1,1,,,00:07:51 18-Dec-2019,C,3,-3.8480,-32.4180,,,58,,401677570,-116
Julio Grande,195967,Mk10,DS,5,0,2,72,15,18:35:42 23-Dec-2019,NP,3,-3.8470,-32.4330,-3.8470,-32.4330,60,,401677610,-130
Julio Grande,195967,Mk10,DS,5,0,2,72,15,18:36:57 23-Dec-2019,P,3,-3.8470,-32.4330,,,60,,401677610,-130
Julio Grande,195967,Mk10,DS,4,0,0,156,14,20:18:24 23-Dec-2019,NP,2,-3.8508,-32.4400,-3.8508,-32.4400,58,,401677582,-125
Julio Grande,195967,Mk10,DS,4,0,0,156,14,20:21:06 23-Dec-2019,P,2,-3.8510,-32.4400,,,58,,401677582,-125
Julio Grande,195967,Mk10,DS,4,0,0,90,15,20:30:00 23-Dec-2019,SR,2,-3.8528,-32.4411,-3.8528,-32.4411,66,,401677585,-124
Julio Grande,195967,Mk10,DS,4,0,0,90,15,20:29:11 23-Dec-2019,R,2,-3.8530,-32.4410,,,66,,401677585,-124
Julio Grande,195967,Mk10,DS,2,0,1,15,15,21:24:23 23-Dec-2019,NK,B,-3.8493,-32.4429,-3.8493,-32.4429,8,,401677583,-128
Julio Grande,195967,Mk10,DS,2,0,1,15,15,21:24:16 23-Dec-2019,K,B,-3.8490,-32.4430,,,8,,401677583,-128
Julio Grande,195967,Mk10,DS,3,0,0,307,236,23:05:22 23-Dec-2019,MA,A,-3.8544,-32.4524,-3.8544,-32.4524,8,,401677583,-118
Julio Grande,195967,Mk10,DS,3,0,0,307,236,23:02:13 23-Dec-2019,A,A,-3.8540,-32.4520,,,8,,401677583,-118
Julio Grande,195967,Mk10,DS,3,0,0,184,55,07:17:01 24-Dec-2019,NP,A,-3.8559,-32.4387,-3.8559,-32.4387,8,,401677587,-127
Julio Grande,195967,Mk10,DS,3,0,0,184,55,07:17:02 24-Dec-2019,P,A,-3.8560,-32.4390,,,8,,401677587,-127
Julio Grande,195967,Mk10,DS,2,0,0,387,387,09:08:05 24-Dec-2019,SR,B,-3.8551,-32.4437,-3.8551,-32.4437,8,,401677586,-124
Julio Grande,195967,Mk10,DS,2,0,0,387,387,09:04:52 24-Dec-2019,R,B,-3.8550,-32.4440,,,8,,401677586,-124
Julio Grande,195967,Mk10,DS,2,0,1,201,201,09:57:38 24-Dec-2019,NK,B,-3.8520,-32.4441,-3.8520,-32.4441,8,,401677587,-127
Julio Grande,195967,Mk10,DS,2,0,1,201,201,09:55:58 24-Dec-2019,K,B,-3.8520,-32.4440,,,8,,401677587,-127
Julio Grande,195967,Mk10,DS,2,0,0,15,15,10:42:12 24-Dec-2019,MC,B,-3.8535,-32.4432,-3.8535,-32.4432,8,,401677587,-121
Julio Grande,195967,Mk10,DS,2,0,0,15,15,10:42:05 24-Dec-2019,C,B,-3.8540,-32.4430,,,8,,401677587,-121
Julio Grande,195967,Mk10,DS,2,0,0,565,565,10:52:05 24-Dec-2019,NN,B,-3.8511,-32.4481,-3.8511,-32.4481,6,,401677587,-127
Julio Grande,195967,Mk10,DS,2,0,0,565,565,10:52:05 24-Dec-2019,N,B,-3.8510,-32.4480,,,6,,401677587,-127
Julio Grande,195967,Mk10,DS,2,0,0,416,416,11:37:57 24-Dec-2019,MA,B,-3.8520,-32.4449,-3.8520,-32.4449,8,,401677589,-129
Julio Grande,195967,Mk10,DS,2,0,0,416,416,11:37:57 24-Dec-2019,A,B,-3.8520,-32.4450,,,8,,401677589,-129
Julio Grande,195967,Mk10,DS,1,0,0,,,12:17:49 24-Dec-2019,MC,B,-3.8514,-32.4458,-3.8514,-32.4458,8,,401677589,-118
Julio Grande,195967,Mk10,DS,1,0,0,,,12:17:49 24-Dec-2019,C,B,-3.8510,-32.4460,,,8,,401677589,-118
Julio Grande,195967,Mk10,DS,2,0,0,19,19,12:32:06 24-Dec-2019,NN,B,-3.8449,-32.4412,-3.8449,-32.4412,6,,401677591,-137
Julio Grande,195967,Mk10,DS,2,0,0,19,19,12:31:57 24-Dec-2019,N,B,-3.8450,-32.4410,,,6,,401677591,-137
Julio Grande,195967,Mk10,DS,1,0,1,,,20:08:20 24-Dec-2019,NP,B,-3.8472,-32.4439,-3.8472,-32.4439,8,,401677588,-130
