,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Day,Time,Count,Time Offset,LocNumber,Failures,Hauled Out,Satellites,InitLat,InitLon,InitTime,InitType,Latitude,Longitude,Height,Bad Sats,R95,Residual,Time Error,TWIC Power,Fastloc Power,Noise,Range Bits,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR,Id,Range,Signal,Doppler,CNR
Julio Grande,26-Dec-2019,05:28:00,8,41.000000,100,,0,9,,,,,,,,,,,,,,15,3,15031,,,,8,9373,,,,23,17476,,,,11,21597,,,,4,3216,,,,28,20339,,,,22,10637,,,,1,14820,,,,9,19864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,07:32:05,6,41.000000,101,25,0,4,,,,,,,,,,,,,,15,9,19742,,,,28,24853,,,,17,27790,,,,6,20794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,10:11:06,8,41.000000,102,26,0,7,,,,,,,,,,,,,,15,15,9137,,,,2,19650,,,,5,31252,,,,17,8751,,,,13,19331,,,,19,23234,,,,7,21476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,12:13:43,2,41.000000,103,,0,9,,,,,,,,,,,,,,15,6,30093,,,,19,1867,,,,5,26096,,,,24,16170,,,,12,2777,,,,13,10874,,,,28,7120,,,,15,26818,,,,2,25159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,14:20:19,2,41.000000,104,26,0,5,,,,,,,,,,,,,,15,5,31143,,,,2,13537,,,,12,9276,,,,24,4459,,,,15,12523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,16:26:16,6,41.000000,105,26,0,6,,,,,,,,,,,,,,15,29,20005,,,,15,32210,,,,5,29970,,,,21,23208,,,,12,31768,,,,25,9961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,18:35:16,6,41.000000,106,,0,9,,,,,,,,,,,,,,15,26,29352,,,,10,11297,,,,21,26560,,,,32,21198,,,,20,15855,,,,16,3306,,,,15,5593,,,,29,31424,,,,25,7238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,26-Dec-2019,22:13:23,4,41.000000,107,29,0,6,,,,,,,,,,,,,,15,8,4597,,,,14,11017,,,,31,26663,,,,32,1099,,,,10,29348,,,,21,32730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,01:05:11,6,41.000000,108,31,0,6,,,,,,,,,,,,,,15,27,7406,,,,16,5183,,,,26,18276,,,,8,30228,,,,1,9849,,,,18,15252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,03:58:15,6,41.000000,109,33,0,7,,,,,,,,,,,,,,15,23,3401,,,,7,30481,,,,4,9978,,,,9,5815,,,,22,1511,,,,3,23406,,,,11,5366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,05:58:45,6,41.000000,110,33,0,4,,,,,,,,,,,,,,15,17,27314,,,,7,10936,,,,30,6159,,,,28,1492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,08:00:36,12,41.000000,111,33,0,7,,,,,,,,,,,,,,15,9,24978,,,,23,25160,,,,17,13269,,,,6,23828,,,,7,23368,,,,19,24042,,,,28,18283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,10:03:28,14,41.000000,112,33,0,4,,,,,,,,,,,,,,15,17,23427,,,,30,21880,,,,28,6925,,,,7,1018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,12:06:29,6,41.000000,113,33,0,5,,,,,,,,,,,,,,15,15,2355,,,,13,24366,,,,6,13660,,,,2,30760,,,,29,18114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,14:06:00,4,41.000000,114,33,0,7,,,,,,,,,,,,,,15,12,4984,,,,2,9661,,,,5,24572,,,,29,27138,,,,15,32526,,,,25,14916,,,,13,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,16:27:22,2,41.000000,115,33,0,6,,,,,,,,,,,,,,15,20,29171,,,,29,105,,,,21,26787,,,,10,2178,,,,12,19200,,,,15,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,18:47:29,2,41.000000,116,33,0,8,,,,,,,,,,,,,,15,20,14760,,,,10,5441,,,,15,17438,,,,21,9895,,,,29,24524,,,,26,12346,,,,16,15649,,,,24,27138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,20:49:37,4,41.000000,117,33,0,7,,,,,,,,,,,,,,15,29,16368,,,,31,8557,,,,32,4464,,,,27,24999,,,,26,6304,,,,16,31058,,,,14,14202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,27-Dec-2019,22:49:22,2,41.000000,118,33,0,8,,,,,,,,,,,,,,15,10,26530,,,,27,29399,,,,32,907,,,,31,16143,,,,20,20240,,,,26,16976,,,,14,28814,,,,21,19782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,01:08:16,4,41.000000,119,,0,9,,,,,,,,,,,,,,15,16,22475,,,,27,5165,,,,10,9891,,,,31,25380,,,,1,27672,,,,26,26013,,,,11,21659,,,,18,20774,,,,8,29470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,08:06:45,2,41.000000,122,33,0,5,,,,,,,,,,,,,,15,9,24807,,,,6,20058,,,,23,20358,,,,11,31138,,,,30,3475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,10:51:18,4,41.000000,123,35,0,7,,,,,,,,,,,,,,15,17,15003,,,,30,16871,,,,19,25634,,,,28,18226,,,,2,16878,,,,6,22300,,,,15,29106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,13:53:05,4,41.000000,124,38,0,5,,,,,,,,,,,,,,15,12,19336,,,,24,30682,,,,5,30311,,,,15,4723,,,,2,16432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,15:55:36,4,41.000000,125,38,0,7,,,,,,,,,,,,,,15,5,12151,,,,29,28452,,,,24,13578,,,,13,12277,,,,12,7443,,,,20,6653,,,,15,6022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,17:56:35,8,41.000000,126,38,0,8,,,,,,,,,,,,,,15,21,26141,,,,20,25276,,,,10,20954,,,,26,31459,,,,12,32117,,,,15,13824,,,,24,22851,,,,29,8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,28-Dec-2019,20:42:30,12,41.000000,127,38,0,4,,,,,,,,,,,,,,15,27,9720,,,,21,6134,,,,10,17936,,,,20,5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,00:00:32,4,41.000000,128,39,0,7,,,,,,,,,,,,,,15,23,14798,,,,31,10145,,,,22,15351,,,,27,27435,,,,8,20324,,,,11,30638,,,,4,26284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,02:54:52,2,41.000000,129,,0,9,,,,,,,,,,,,,,15,8,10598,,,,26,22372,,,,1,4185,,,,16,10773,,,,23,2812,,,,4,10674,,,,7,12926,,,,11,16347,,,,18,1123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,07:58:51,2,41.000000,131,,0,9,,,,,,,,,,,,,,15,9,30444,,,,7,21100,,,,30,22595,,,,28,4247,,,,11,30867,,,,6,2794,,,,13,5988,,,,1,29696,,,,17,20549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,10:23:17,2,41.000000,132,,0,9,,,,,,,,,,,,,,15,30,19691,,,,5,12072,,,,15,22074,,,,7,15987,,,,6,30251,,,,2,17383,,,,19,20923,,,,13,22977,,,,17,21783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,14:29:32,2,41.000000,134,39,0,6,,,,,,,,,,,,,,15,2,27141,,,,29,15656,,,,25,18999,,,,5,8472,,,,12,22026,,,,15,22524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,29-Dec-2019,18:32:01,2,41.000000,136,39,0,8,,,,,,,,,,,,,,15,10,29596,,,,26,26652,,,,15,28947,,,,21,23274,,,,32,11873,,,,29,16422,,,,20,17962,,,,16,16753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,01:46:55,2,41.000000,139,42,0,8,,,,,,,,,,,,,,15,26,12812,,,,16,21252,,,,8,26933,,,,11,29268,,,,7,10465,,,,18,20411,,,,22,28982,,,,1,2381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,04:31:41,4,41.000000,140,43,0,7,,,,,,,,,,,,,,15,7,31173,,,,9,15931,,,,8,5040,,,,3,5837,,,,23,21656,,,,22,1569,,,,4,624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,06:50:38,4,41.000000,141,43,0,8,,,,,,,,,,,,,,15,7,13221,,,,5,23326,,,,28,21358,,,,9,10291,,,,17,20469,,,,30,14822,,,,11,2354,,,,19,25135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,09:28:06,4,41.000000,142,45,0,6,,,,,,,,,,,,,,15,7,1018,,,,30,8976,,,,17,6836,,,,6,18137,,,,28,11040,,,,2,29284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,11:32:09,4,41.000000,143,45,0,7,,,,,,,,,,,,,,15,19,24940,,,,5,23883,,,,30,15904,,,,13,20683,,,,24,7538,,,,12,31468,,,,6,20191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,13:44:50,4,41.000000,144,45,0,7,,,,,,,,,,,,,,15,12,31675,,,,2,29300,,,,25,389,,,,29,12630,,,,5,10689,,,,15,18104,,,,13,27546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,16:20:40,2,41.000000,145,45,0,8,,,,,,,,,,,,,,15,12,1584,,,,10,22589,,,,29,10704,,,,15,3710,,,,21,27580,,,,20,7058,,,,24,18833,,,,5,15036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,18:33:10,2,41.000000,146,45,0,8,,,,,,,,,,,,,,15,25,20464,,,,24,25937,,,,10,5358,,,,29,24712,,,,32,10674,,,,14,19970,,,,26,9240,,,,15,22351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,20:46:19,8,41.000000,147,45,0,7,,,,,,,,,,,,,,15,31,22296,,,,27,6828,,,,29,31872,,,,32,17506,,,,16,14492,,,,26,20628,,,,14,20513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,30-Dec-2019,23:27:43,6,41.000000,148,,0,9,,,,,,,,,,,,,,15,31,19262,,,,27,11854,,,,10,14488,,,,26,8972,,,,16,10670,,,,8,11546,,,,20,1171,,,,32,72,,,,4,31890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,01:41:09,8,41.000000,149,,0,9,,,,,,,,,,,,,,15,7,5228,,,,18,24494,,,,11,31961,,,,23,29661,,,,8,28029,,,,3,18673,,,,4,19847,,,,22,26134,,,,1,4105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,03:41:02,6,41.000000,150,45,0,8,,,,,,,,,,,,,,15,8,8386,,,,27,7795,,,,7,3990,,,,22,9952,,,,1,21033,,,,23,8709,,,,4,15047,,,,11,10954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,05:43:41,6,41.000000,151,,0,9,,,,,,,,,,,,,,15,7,26378,,,,23,4579,,,,28,19333,,,,11,2654,,,,8,31092,,,,30,21993,,,,1,29034,,,,4,28400,,,,9,23632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,08:36:18,6,41.000000,152,46,0,6,,,,,,,,,,,,,,15,7,4279,,,,30,15089,,,,9,1865,,,,19,2036,,,,6,22290,,,,1,2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,10:57:09,2,41.000000,153,,0,9,,,,,,,,,,,,,,15,5,22088,,,,15,17498,,,,13,4407,,,,2,17139,,,,30,11915,,,,17,27431,,,,19,11687,,,,6,25531,,,,24,28658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,13:39:16,4,41.000000,154,48,0,8,,,,,,,,,,,,,,15,12,23083,,,,15,13736,,,,5,5975,,,,2,30510,,,,13,24474,,,,32,25981,,,,29,8538,,,,24,8909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,16:25:04,2,41.000000,155,49,0,7,,,,,,,,,,,,,,15,10,675,,,,24,14225,,,,29,7972,,,,12,17332,,,,21,9096,,,,20,1124,,,,25,21620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,19:22:31,6,41.000000,156,,0,9,,,,,,,,,,,,,,15,16,15035,,,,10,19784,,,,26,21781,,,,14,30873,,,,31,26780,,,,32,28907,,,,21,7086,,,,29,3753,,,,20,9436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,21:52:02,4,41.000000,157,51,0,7,,,,,,,,,,,,,,15,27,1454,,,,8,30548,,,,32,30154,,,,10,22925,,,,20,26706,,,,31,18266,,,,16,21044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,31-Dec-2019,23:55:20,2,41.000000,158,,0,9,,,,,,,,,,,,,,15,27,24908,,,,4,10153,,,,8,24118,,,,11,677,,,,23,3080,,,,22,18148,,,,1,31669,,,,31,6230,,,,18,20178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,01-Jan-2020,11:49:00,4,41.000000,162,58,0,8,,,,,,,,,,,,,,15,24,4956,,,,12,21950,,,,19,24276,,,,6,21037,,,,5,15959,,,,28,30532,,,,30,19430,,,,13,521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julio Grande,01-Jan-2020,13:56:57,4,41.000000,163,58,0,6,,,,,,,,,,,,,,15,12,29734,,,,15,32438,,,,5,15957,,,,2,26283,,,,24,21236,,,,13,23014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
