DeployID,Ptt,DepthSensor,Instr,SW,RTC,Received,Time Offset,LocationQuality,Latitude,Longitude,Type,HauledOut,BrokenThermistor,BrokenLink,Transmits,BattVoltage,TransmitVoltage,TransmitCurrent,Temperature,Depth,MaxDepth,ZeroDepthOffset,LightLevel,NoDawnDusk,ReleaseType,ReleaseTime,InitiallyBroken,BurnMinutes,ReleaseDepth,FastGPSPower,TWICPower,PowerLimit,WetDry,MinWetDry,MaxWetDry,WetDryThreshold,StatusWord,TransmitPower,Resets,PreReleaseTilt,PreReleaseTiltSd,PreReleaseTiltCount,XmitQueue,FastGPSLocNumber,FastGPSFailures,BattDiscon,Tilt,S11,ReleaseWetDry,ReleaseTemperature
Julio Grande,195967,,Mk10,,,19:13:11 16-Dec-2019,,B,-9.3200,-8.3587,CRC,1,0,,442,3.440,1.016,0.200,27.30,0.5,0.0,-1,,,,,,,,,,,255,255,255,80,,,,,,,,66,4,0,,,,
Julio Grande,195967,,Mk10,,22:14:40 16-Dec-2019,19:14:41 16-Dec-2019,-10798,B,-9.3200,-8.3587,CRC,1,0,,,,1.016,0.196,,0.0,0.0,-1,,,,,,,,,,,255,255,255,80,,,,,,,,66,4,0,,,,
Julio Grande,195967,,Mk10,,12:24:10 17-Dec-2019,12:24:51 17-Dec-2019,41,A,-3.8408,-32.4128,CRC,1,0,,,,1.024,0.200,,0.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,75,5,0,,,,
Julio Grande,195967,,Mk10,,,23:58:51 17-Dec-2019,,3,-3.8477,-32.4185,CRC,1,0,,1267,3.440,1.016,0.180,26.90,0.0,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,80,9,0,,,,
Julio Grande,195967,,Mk10,,23:59:40 17-Dec-2019,00:00:21 18-Dec-2019,41,3,-3.8477,-32.4185,CRC,1,0,,,,1.016,0.180,,0.0,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,80,9,0,,,,
Julio Grande,195967,,Mk10,,,00:01:51 18-Dec-2019,,3,-3.8477,-32.4185,CRC,1,0,,1269,3.440,1.016,0.184,26.90,0.0,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,80,9,0,,,,
Julio Grande,195967,,Mk10,,18:36:16 23-Dec-2019,18:36:57 23-Dec-2019,41,3,-3.8470,-32.4330,CRC,0,0,,,,1.016,0.136,,0.0,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,88,13,0,,,,
Julio Grande,195967,,Mk10,,,18:37:12 23-Dec-2019,,3,-3.8470,-32.4330,CRC,0,0,,1492,3.440,1.016,0.136,29.10,0.5,0.0,1,,,,,,,,,,,255,255,255,80,,,,,,,,88,13,0,,,,
Julio Grande,195967,,Mk10,,,22:23:34 25-Dec-2019,,B,-3.8380,-32.4111,CRC,0,0,,1970,3.440,1.016,0.168,28.10,0.0,16.0,1,,,,,,,,,,,170,29,255,85,16,,,,,,,121,23,0,,,,
Julio Grande,195967,,Mk10,,,06:57:31 26-Dec-2019,,0,-3.8407,-32.4105,CRC,0,0,,2034,3.440,1.016,0.148,27.80,-0.5,30.0,0,,,,,,,,,,,255,21,255,85,16,,,,,,,125,24,0,,,,
Julio Grande,195967,,Mk10,,19:29:50 27-Dec-2019,19:30:31 27-Dec-2019,41,0,-3.8368,-32.4219,CRC,0,0,,,,1.016,0.148,,0.0,26.0,0,,,,,,,,,,,254,20,255,85,16,,,,,,,149,32,0,,,,
