DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Luigi,41587,UT,Strong,07-Dec-2021,21:12:55,07-Dec-2021,21:12:56
Luigi,41587,UT,Strong,28-Jul-2022,23:47:09,28-Jul-2022,23:50:31
