DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
Perninha,226072,Mk10,Strong,20-Jan-2022,20:38:53,20-Jan-2022,20:39:02
Perninha,226072,Mk10,Strong,14-Jul-2022,08:57:47,14-Jul-2022,08:58:14
