DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
169274,169274,UT,Strong,27-Apr-2017,23:22:20,27-Apr-2017,23:22:24
169274,169274,UT,Strong,13-May-2017,23:33:44,13-May-2017,23:33:51
