DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
159783,159783,Mk10,Weak,02-May-2016,23:04:06,02-May-2016,23:04:06
159783,159783,Mk10,Strong,01-Jun-2016,03:11:29,01-Jun-2016,03:11:32
