DeployID,Ptt,DepthSensor,Instr,Date,LocationQuality,Latitude,Longitude,Depth,Temperature,Source
160105,160105,0.500000,UT,13:00:00 22-May-2016,,,,0.0,21.3,Status
160105,160105,0.500000,UT,19:00:00 22-May-2016,,,,0.0,21.0,Status
160105,160105,0.500000,UT,00:00:00 23-May-2016,,,,0.0,21.4,Status
160105,160105,0.500000,UT,04:00:00 23-May-2016,,,,0.0,21.3,Status
160105,160105,0.500000,UT,06:00:00 24-May-2016,,,,0.0,21.1,Status
160105,160105,0.500000,UT,21:00:00 24-May-2016,,,,0.0,20.9,Status
160105,160105,0.500000,UT,09:00:00 25-May-2016,,,,0.0,20.8,Status
160105,160105,0.500000,UT,18:00:00 25-May-2016,,,,0.0,20.8,Status
160105,160105,0.500000,UT,11:00:00 26-May-2016,,,,0.0,20.5,Status
160105,160105,0.500000,UT,20:00:00 26-May-2016,,,,0.0,20.9,Status
160105,160105,0.500000,UT,23:00:00 26-May-2016,,,,0.0,20.5,Status
160105,160105,0.500000,UT,20:00:00 29-May-2016,,,,0.0,20.8,Status
160105,160105,0.500000,UT,04:00:00 02-Jun-2016,,,,0.0,20.1,Status
160105,160105,0.500000,UT,21:00:00 03-Jun-2016,,,,0.0,20.4,Status
160105,160105,0.500000,UT,11:00:00 06-Jun-2016,,,,0.0,19.8,Status
160105,160105,0.500000,UT,10:00:00 08-Jun-2016,,,,0.0,18.3,Status
160105,160105,0.500000,UT,17:00:00 10-Jun-2016,,,,0.0,20.1,Status
160105,160105,0.500000,UT,19:00:00 10-Jun-2016,,,,0.0,19.8,Status
160105,160105,0.500000,UT,09:00:00 11-Jun-2016,,,,0.0,18.0,Status
160105,160105,0.500000,UT,13:00:00 12-Jun-2016,,,,0.0,19.3,Status
160105,160105,0.500000,UT,21:00:00 12-Jun-2016,,,,0.0,18.0,Status
160105,160105,0.500000,UT,09:00:00 13-Jun-2016,,,,0.0,17.6,Status
160105,160105,0.500000,UT,20:00:00 13-Jun-2016,,,,0.0,18.5,Status
160105,160105,0.500000,UT,13:00:00 14-Jun-2016,,,,0.0,19.4,Status
160105,160105,0.500000,UT,08:00:00 16-Jun-2016,,,,0.0,18.4,Status
160105,160105,0.500000,UT,19:00:00 18-Jun-2016,,,,0.0,18.1,Status
160105,160105,0.500000,UT,18:00:00 20-Jun-2016,,,,0.0,18.2,Status
160105,160105,0.500000,UT,09:00:00 22-Jun-2016,,,,0.0,18.0,Status
160105,160105,0.500000,UT,12:00:00 22-Jun-2016,,,,0.0,18.2,Status
160105,160105,0.500000,UT,00:00:00 23-Jun-2016,,,,0.0,18.1,Status
160105,160105,0.500000,UT,20:00:00 23-Jun-2016,,,,0.0,18.1,Status
160105,160105,0.500000,UT,08:00:00 26-Jun-2016,,,,0.0,18.4,Status
160105,160105,0.500000,UT,19:00:00 28-Jun-2016,,,,0.0,19.5,Status
160105,160105,0.500000,UT,00:00:00 29-Jun-2016,,,,0.0,19.5,Status
160105,160105,0.500000,UT,22:00:00 29-Jun-2016,,,,0.0,18.8,Status
160105,160105,0.500000,UT,06:00:00 30-Jun-2016,,,,0.0,18.0,Status
160105,160105,0.500000,UT,12:00:00 05-Jul-2016,,,,0.0,18.8,Status
160105,160105,0.500000,UT,07:00:00 06-Jul-2016,,,,0.0,18.5,Status
160105,160105,0.500000,UT,18:00:00 07-Jul-2016,,,,0.0,19.4,Status
160105,160105,0.500000,UT,13:00:00 08-Jul-2016,,,,0.0,19.8,Status
160105,160105,0.500000,UT,21:00:00 08-Jul-2016,,,,0.0,19.6,Status
160105,160105,0.500000,UT,18:00:00 11-Jul-2016,,,,0.0,22.2,Status
160105,160105,0.500000,UT,21:00:00 11-Jul-2016,,,,0.0,21.4,Status
160105,160105,0.500000,UT,18:00:00 12-Jul-2016,,,,0.0,22.6,Status
160105,160105,0.500000,UT,19:00:00 12-Jul-2016,,,,0.0,21.6,Status
160105,160105,0.500000,UT,17:00:00 13-Jul-2016,,,,0.0,21.1,Status
160105,160105,0.500000,UT,22:00:00 13-Jul-2016,,,,0.0,20.8,Status
160105,160105,0.500000,UT,10:00:00 14-Jul-2016,,,,0.0,20.3,Status
160105,160105,0.500000,UT,11:00:00 25-Jul-2016,,,,0.0,19.0,Status
160105,160105,0.500000,UT,17:00:00 25-Jul-2016,,,,0.0,28.5,Status
160105,160105,0.500000,UT,18:00:00 25-Jul-2016,,,,0.0,26.8,Status
160105,160105,0.500000,UT,19:00:00 25-Jul-2016,,,,0.0,26.9,Status
160105,160105,0.500000,UT,18:00:00 27-Jul-2016,,,,0.0,5.3,Status
160105,160105,0.500000,UT,18:00:00 29-Jul-2016,,,,0.0,20.8,Status
160105,160105,0.500000,UT,19:00:00 01-Aug-2016,,,,0.0,21.8,Status
160105,160105,0.500000,UT,19:00:00 02-Aug-2016,,,,0.0,22.5,Status
