Prog,PTT,Len,Satellite,Class,Pass,PassDate,PassTime,Latitude,Longitude,Comment,Frequency,Power,IQ,Dups,MsgDate,MsgTime,Latitude2,Longitude2,Duration,Error radius,Error Semi-major axis,Error Semi-minor axis,Error Ellipse orientation,Offset,Offset orientation,SENSOR #01,SENSOR #02,SENSOR #03,SENSOR #04,SENSOR #05,SENSOR #06,SENSOR #07,SENSOR #08,SENSOR #09,SENSOR #10,SENSOR #11,SENSOR #12,SENSOR #13,SENSOR #14,SENSOR #15,SENSOR #16,SENSOR #17,SENSOR #18,SENSOR #19,SENSOR #20,SENSOR #21,SENSOR #22,SENSOR #23,SENSOR #24,SENSOR #25,SENSOR #26,SENSOR #27,SENSOR #28,SENSOR #29,SENSOR #30,SENSOR #31,SENSOR #32
6056,160105,3,MA,B,3,21-May-2016,12:57:09,-25.5719,-48.3659,,401677287,-127,,0,21-May-2016,12:56:47,-25.5719,-48.3659,45,1420,11388,177,61,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,B,3,21-May-2016,12:57:09,-25.5719,-48.3659,,401677287,-127,,0,21-May-2016,12:57:32,-25.5719,-48.3659,45,1420,11388,177,61,,,41,127,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,SR,B,4,22-May-2016,10:40:07,-25.5859,-48.3875,,401677279,-135,,0,22-May-2016,10:40:08,-25.5859,-48.3875,,4227,8933,1999,72,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,A,5,22-May-2016,10:57:01,-25.5772,-48.3588,,401677286,-133,6,0,22-May-2016,10:54:30,-25.5772,-48.3588,318,337,754,150,14,,,81,240,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,A,5,22-May-2016,10:57:01,-25.5772,-48.3588,,401677286,-133,6,0,22-May-2016,10:56:46,-25.5772,-48.3588,318,337,754,150,14,,,65,21,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,A,5,22-May-2016,10:57:01,-25.5772,-48.3588,,401677286,-133,6,0,22-May-2016,10:59:48,-25.5772,-48.3588,318,337,754,150,14,,,45,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:34:54,-25.4803,-48.4254,408,188,755,46,106,,,72,198,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,23,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:36:24,-25.4803,-48.4254,408,188,755,46,106,,,80,208,90,11,232,156,193,106,187,50,70,24,82,3,87,20,1,255,255,204,144,0,0,,,,,,,,,
6056,160105,3,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:37:10,-25.4803,-48.4254,408,188,755,46,106,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:38:41,-25.4803,-48.4254,408,188,755,46,106,,,64,206,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:39:26,-25.4803,-48.4254,408,188,755,46,106,,,10,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,23,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:40:11,-25.4803,-48.4254,408,188,755,46,106,,,95,48,90,11,232,28,193,106,187,50,130,151,20,3,97,20,1,255,255,205,16,0,0,,,,,,,,,
6056,160105,3,MA,3,6,22-May-2016,12:38:21,-25.4803,-48.4254,,401677284,-117,58,0,22-May-2016,12:41:42,-25.4803,-48.4254,408,188,755,46,106,,,38,178,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:08:28,-25.4757,-48.4492,452,170,205,141,110,,,75,182,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,1,22-May-2016,17:10:44,-25.4757,-48.4492,452,170,205,141,110,,,26,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:11:29,-25.4757,-48.4492,452,170,205,141,110,,,39,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:12:14,-25.4757,-48.4492,452,170,205,141,110,,,64,177,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:14:30,-25.4757,-48.4492,452,170,205,141,110,,,26,145,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:15:15,-25.4757,-48.4492,452,170,205,141,110,,,38,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6056,160105,3,NP,3,7,22-May-2016,17:14:29,-25.4800,-48.4291,,401677280,-132,58,0,22-May-2016,17:16:00,-25.4757,-48.4492,452,170,205,141,110,,,67,174,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
