DeployID,Ptt,Instr,CorrectionType,TagDate,TagTime,RealDate,RealTime
160105,160105,UT,Weak,21-May-2016,12:56:47,21-May-2016,12:56:48
160105,160105,UT,Strong,22-May-2016,12:36:24,22-May-2016,12:36:24
160105,160105,UT,Strong,02-Aug-2016,18:41:47,02-Aug-2016,18:40:59
