DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
159781,159781,Mk10,DS,3,0,3,91,62,23:04:27 02-May-2016,NK,A,30.9790,-81.6663,29.5031,-88.7480,40,,401677432,-135
159781,159781,Mk10,DS,3,0,3,120,120,23:44:08 02-May-2016,SR,A,30.7165,-84.2869,29.1146,-76.4818,40,,401677432,-129
159781,159781,Mk10,DS,3,0,3,120,120,00:14:08 03-May-2016,NN,A,23.1902,-115.3682,30.0164,-84.2206,40,,401677432,-135
159781,159781,Mk10,DS,5,0,2,112,90,15:17:11 04-May-2016,MA,0,30.4771,-84.3587,30.4772,-84.3627,40,,401677212,-120
159781,159781,Mk10,DS,2,0,1,90,90,19:09:41 04-May-2016,NP,B,30.4441,-84.3883,30.4441,-84.3883,8,,401677140,-136
159781,159781,Mk10,DS,1,0,1,,,23:53:02 05-May-2016,SR,,,,,,,,401650000,-135
159781,159781,Mk10,DS,5,1,0,,,02:13:23 06-May-2016,MA,3,28.8975,-82.6136,31.8666,-68.8358,,,401650000,-125
159781,159781,Mk10,DS,1,0,1,,,03:07:01 06-May-2016,MB,B,28.8974,-82.6138,28.8974,-82.6138,8,,401677140,-132
159781,159781,Mk10,DS,1,0,1,,,03:50:31 06-May-2016,MA,B,28.8943,-82.6120,28.8943,-82.6120,8,,401677132,-132
159781,159781,Mk10,DS,2,0,1,90,90,07:33:16 06-May-2016,NP,B,28.8928,-82.6004,28.8928,-82.6004,8,,401677103,-135
159781,159781,Mk10,DS,6,1,2,,,09:05:31 06-May-2016,NP,3,28.8955,-82.6122,28.8916,-82.6004,8,,401677104,-134
159781,159781,Mk10,DS,5,2,1,,,10:59:01 06-May-2016,SR,3,28.8949,-82.6150,28.8949,-82.6150,58,,401677107,-126
159781,159781,Mk10,DS,4,1,0,,,11:51:16 06-May-2016,NK,1,28.8923,-82.6118,28.8923,-82.6118,57,,401677120,-124
159781,159781,Mk10,DS,1,0,1,,,03:30:50 07-May-2016,MA,B,28.9271,-82.6147,28.9271,-82.6147,,,401677129,-119
159781,159781,Mk10,DS,1,0,1,,,08:53:19 07-May-2016,NP,B,28.8795,-82.6750,28.8795,-82.6750,8,,401677191,-132
159781,159781,Mk10,DS,1,0,1,,,18:41:19 07-May-2016,NP,B,28.8743,-82.7487,28.8743,-82.7487,8,,401677198,-132
159781,159781,Mk10,DS,1,0,1,,,20:16:52 07-May-2016,NP,B,28.8624,-82.7502,28.8624,-82.7502,8,,401677194,-131
159781,159781,Mk10,DS,1,0,0,,,21:36:47 07-May-2016,NN,B,28.8558,-82.7536,28.8558,-82.7536,8,,401677196,-135
159781,159781,Mk10,DS,1,0,1,,,22:44:16 07-May-2016,SR,B,28.8466,-82.7481,28.8466,-82.7481,8,,401677202,-129
159781,159781,Mk10,DS,1,0,1,,,22:44:16 07-May-2016,NK,B,28.8530,-82.7562,28.8530,-82.7562,8,,401677195,-127
159781,159781,Mk10,DS,1,0,1,,,10:01:28 08-May-2016,SR,B,28.7617,-82.7721,28.7617,-82.7721,8,,401677200,-135
159781,159781,Mk10,DS,1,0,1,,,17:12:08 08-May-2016,MA,B,28.7790,-82.7441,28.7790,-82.7441,8,,401677193,-132
159781,159781,Mk10,DS,1,0,1,,,18:13:05 09-May-2016,NP,,,,,,,,401650000,-132
159781,159781,Mk10,DS,1,0,1,,,19:59:33 09-May-2016,NP,,,,,,,,401650000,-127
159781,159781,Mk10,DS,1,0,1,,,10:07:01 10-May-2016,NP,,,,,,,,401650000,-133
159781,159781,Mk10,DS,1,0,1,,,10:40:36 10-May-2016,SR,,,,,,,,401650000,-137
